SECCION_ID,YEAR,n_accidents,n_fatal,n_serious,n_victims_30d,n_vehicles_inv,imd_mean,vehicle_passages,ACI,aci_mean,aci_std,threshold_TCA,IS_TCA,ACI_rank_year,CARRETERA
A-42_14,2022,8,0,0,8,12,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_14,2023,5,0,0,8,9,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_14,2024,2,1,0,2,3,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_15,2016,8,0,0,14,23,,,,,,,0,1,A-42
A-42_15,2017,8,0,0,14,18,,,,,,,0,1,A-42
A-42_15,2018,3,0,0,3,7,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_15,2019,4,0,0,5,7,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_15,2020,5,0,0,8,15,,,,,,,0,1,A-42
A-42_15,2021,3,0,0,3,7,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_15,2022,2,0,0,8,5,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_15,2023,3,0,0,8,5,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_15,2024,6,0,0,10,17,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_16,2016,3,0,0,10,7,,,,,,,0,1,A-42
A-42_16,2017,7,0,0,11,17,,,,,,,0,1,A-42
A-42_16,2018,7,0,0,7,15,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_16,2019,7,0,0,10,17,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_16,2020,3,0,0,5,7,,,,,,,0,1,A-42
A-42_16,2021,6,0,0,9,13,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_16,2022,7,0,0,10,15,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_16,2023,4,0,0,7,11,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_16,2024,8,0,0,16,18,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_17,2016,15,0,0,27,49,,,,,,,0,1,A-42
A-42_17,2017,15,0,0,28,39,,,,,,,0,1,A-42
A-42_17,2018,13,0,1,17,36,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_17,2019,14,0,0,21,40,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_17,2020,6,0,0,11,24,,,,,,,0,1,A-42
A-42_17,2021,10,0,0,19,24,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_17,2022,11,0,0,16,25,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_17,2023,13,0,0,18,35,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_17,2024,9,0,1,16,27,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_18,2016,6,0,0,6,12,,,,,,,0,1,A-42
A-42_18,2017,7,0,0,10,13,,,,,,,0,1,A-42
A-42_18,2018,7,0,0,17,17,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_18,2019,18,0,0,24,39,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_18,2020,4,0,0,6,14,,,,,,,0,1,A-42
A-42_18,2021,8,0,1,14,25,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_18,2022,9,0,0,12,28,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_18,2023,8,0,1,12,19,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_18,2024,13,0,1,17,29,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_19,2016,7,0,1,11,14,,,,,,,0,1,A-42
A-42_19,2017,5,0,0,7,13,,,,,,,0,1,A-42
A-42_19,2018,9,0,2,13,16,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_19,2019,5,0,0,6,16,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_19,2020,5,0,1,15,10,,,,,,,0,1,A-42
A-42_19,2021,3,0,0,5,4,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_19,2022,5,0,0,11,12,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_19,2023,7,1,1,16,11,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_19,2024,4,0,0,6,7,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_20,2016,1,0,0,2,3,,,,,,,0,1,A-42
A-42_20,2017,4,0,0,7,11,,,,,,,0,1,A-42
A-42_20,2018,2,0,0,2,5,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_20,2020,1,0,0,1,2,,,,,,,0,1,A-42
A-42_20,2022,2,0,0,2,4,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_20,2024,2,0,0,2,4,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_21,2016,5,0,0,6,9,,,,,,,0,1,A-42
A-42_21,2017,2,0,0,2,3,,,,,,,0,1,A-42
A-42_21,2018,12,0,0,17,31,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_21,2019,6,0,0,11,20,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_21,2021,5,0,0,7,14,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_21,2022,5,0,1,15,16,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_21,2023,7,0,0,7,17,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_21,2024,4,0,0,6,13,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_22,2016,1,0,0,1,2,,,,,,,0,1,A-42
A-42_22,2017,6,0,0,7,16,,,,,,,0,1,A-42
A-42_22,2018,3,0,0,13,13,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_22,2019,4,0,0,9,11,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_22,2021,2,0,0,2,3,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_22,2022,3,0,1,4,7,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_22,2023,3,0,0,5,8,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_22,2024,4,0,0,6,8,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_23,2016,5,0,0,11,18,,,,,,,0,1,A-42
A-42_23,2017,6,0,0,10,11,,,,,,,0,1,A-42
A-42_23,2018,6,0,0,13,14,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_23,2019,7,0,1,12,20,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_23,2020,4,0,0,4,8,,,,,,,0,1,A-42
A-42_23,2021,4,0,0,7,6,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_23,2022,2,0,0,5,6,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_23,2023,6,0,1,13,17,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_23,2024,3,0,0,5,7,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_24,2016,2,0,0,2,3,,,,,,,0,1,A-42
A-42_24,2017,5,0,1,5,9,,,,,,,0,1,A-42
A-42_24,2018,6,0,0,13,13,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_24,2019,3,0,1,9,8,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_24,2020,3,0,0,3,4,,,,,,,0,1,A-42
A-42_24,2022,8,0,0,19,23,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_24,2023,3,0,0,3,6,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_24,2024,1,0,0,1,3,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_25,2016,6,0,0,9,13,,,,,,,0,1,A-42
A-42_25,2018,2,0,0,2,3,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_25,2019,14,1,0,20,31,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_25,2020,2,0,0,2,4,,,,,,,0,1,A-42
A-42_25,2021,2,0,0,3,3,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_25,2022,5,0,1,5,12,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_25,2023,4,0,1,8,7,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_25,2024,1,0,0,2,4,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_26,2016,1,0,0,1,3,,,,,,,0,1,A-42
A-42_26,2017,5,0,1,8,12,,,,,,,0,1,A-42
A-42_26,2018,2,0,0,4,7,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_26,2019,3,0,0,4,11,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_26,2020,3,0,0,3,4,,,,,,,0,1,A-42
A-42_26,2021,1,0,0,1,5,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_26,2022,1,0,0,1,1,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_26,2023,1,0,0,4,5,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_26,2024,2,0,0,3,6,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_27,2016,3,0,1,8,8,,,,,,,0,1,A-42
A-42_27,2017,6,0,0,9,17,,,,,,,0,1,A-42
A-42_27,2018,3,0,0,5,8,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_27,2019,3,0,0,5,7,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_27,2020,2,0,1,4,3,,,,,,,0,1,A-42
A-42_27,2021,3,0,0,6,10,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_27,2023,8,0,0,16,22,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_27,2024,5,0,0,11,18,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_28,2016,2,0,0,2,5,,,,,,,0,1,A-42
A-42_28,2017,2,0,0,2,3,,,,,,,0,1,A-42
A-42_28,2018,3,1,1,10,8,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_28,2019,1,0,0,1,1,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_28,2020,1,0,0,2,2,,,,,,,0,1,A-42
A-42_28,2021,1,0,0,2,5,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_28,2022,1,0,0,1,1,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_28,2023,3,0,0,10,11,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_28,2024,2,0,0,3,6,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_29,2017,2,0,0,7,6,,,,,,,0,1,A-42
A-42_29,2018,3,0,0,8,8,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_29,2019,1,0,0,1,2,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_29,2021,1,0,0,5,3,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_29,2022,3,0,1,8,9,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_29,2023,3,0,0,5,6,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_29,2024,2,0,1,2,3,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_30,2016,1,0,0,3,3,,,,,,,0,1,A-42
A-42_30,2017,2,0,0,4,7,,,,,,,0,1,A-42
A-42_30,2018,2,0,0,4,4,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_30,2020,1,0,1,1,1,,,,,,,0,1,A-42
A-42_30,2021,1,0,0,1,2,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_30,2023,4,0,1,4,11,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_30,2024,3,0,0,3,7,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_6,2016,3,0,0,4,11,,,,,,,0,1,A-42
A-42_6,2017,12,0,0,17,26,,,,,,,0,1,A-42
A-42_6,2018,5,0,0,9,10,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_6,2019,4,0,0,4,9,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_6,2020,8,0,0,12,15,,,,,,,0,1,A-42
A-42_6,2021,2,0,0,2,2,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_6,2022,3,0,0,4,7,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_6,2023,6,0,0,7,15,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_6,2024,8,0,0,10,17,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_7,2016,6,0,0,7,11,,,,,,,0,1,A-42
A-42_7,2017,5,1,0,6,12,,,,,,,0,1,A-42
A-42_7,2018,2,0,0,5,4,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_7,2019,4,0,0,5,7,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_7,2022,4,0,0,8,9,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_7,2023,3,0,0,5,6,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_7,2024,3,0,1,6,5,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_8,2016,6,1,1,9,9,,,,,,,0,1,A-42
A-42_8,2017,4,0,0,6,6,,,,,,,0,1,A-42
A-42_8,2018,6,0,0,9,8,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_8,2019,4,0,0,6,11,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_8,2020,3,0,0,7,8,,,,,,,0,1,A-42
A-42_8,2021,3,0,0,3,6,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_8,2022,3,0,0,6,5,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_8,2023,2,0,0,2,3,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_8,2024,3,0,0,3,4,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-42_9,2016,17,0,2,27,39,,,,,,,0,1,A-42
A-42_9,2017,10,0,1,18,21,,,,,,,0,1,A-42
A-42_9,2018,12,1,0,19,30,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-42
A-42_9,2019,3,1,0,5,9,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-42
A-42_9,2020,4,0,1,7,10,,,,,,,0,1,A-42
A-42_9,2021,4,0,0,7,10,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-42
A-42_9,2022,5,0,1,6,11,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-42
A-42_9,2023,4,0,0,5,7,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-42
A-42_9,2024,3,0,1,3,8,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-42
A-4_10,2016,3,0,0,3,3,,,,,,,0,1,A-4
A-4_10,2017,2,0,0,3,7,,,,,,,0,1,A-4
A-4_10,2018,3,0,0,3,4,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_10,2020,2,0,0,2,3,,,,,,,0,1,A-4
A-4_10,2021,3,0,1,3,4,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_10,2022,1,0,0,1,2,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_10,2023,1,0,0,1,2,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_10,2024,2,0,0,3,4,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_11,2016,7,0,0,8,11,,,,,,,0,1,A-4
A-4_11,2017,4,0,0,5,12,,,,,,,0,1,A-4
A-4_11,2018,3,0,0,3,5,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_11,2019,3,0,1,3,5,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_11,2020,4,0,0,6,9,,,,,,,0,1,A-4
A-4_11,2021,2,0,0,3,6,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_11,2022,2,0,0,2,3,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_11,2023,2,0,0,3,4,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_11,2024,4,0,0,7,10,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_12,2016,8,0,0,11,20,,,,,,,0,1,A-4
A-4_12,2017,14,0,0,19,37,,,,,,,0,1,A-4
A-4_12,2018,15,0,0,25,42,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_12,2019,10,1,0,12,23,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_12,2020,11,0,0,29,32,,,,,,,0,1,A-4
A-4_12,2021,11,0,0,13,21,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_12,2022,14,1,0,19,37,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_12,2023,22,0,0,32,62,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_12,2024,19,0,1,31,37,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_13,2016,5,0,1,7,16,,,,,,,0,1,A-4
A-4_13,2017,7,0,0,10,14,,,,,,,0,1,A-4
A-4_13,2018,4,0,0,7,7,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_13,2019,6,0,0,10,12,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_13,2020,1,0,0,1,1,,,,,,,0,1,A-4
A-4_13,2021,3,0,0,4,6,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_13,2022,8,0,0,11,18,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_13,2023,7,0,0,13,17,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_13,2024,8,0,0,14,21,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_14,2016,6,0,0,7,10,,,,,,,0,1,A-4
A-4_14,2017,2,0,1,3,4,,,,,,,0,1,A-4
A-4_14,2018,3,0,0,5,5,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_14,2019,3,0,0,5,6,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_14,2020,2,0,0,4,3,,,,,,,0,1,A-4
A-4_14,2021,1,0,0,1,1,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_14,2022,2,0,0,2,3,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_14,2023,4,0,0,7,13,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_14,2024,3,0,0,3,4,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_15,2016,5,0,1,9,11,,,,,,,0,1,A-4
A-4_15,2017,5,0,1,12,9,,,,,,,0,1,A-4
A-4_15,2018,5,0,1,6,9,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_15,2019,1,0,0,5,3,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_15,2020,2,0,0,3,5,,,,,,,0,1,A-4
A-4_15,2021,3,0,0,4,8,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_15,2022,5,0,0,8,12,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_15,2023,4,0,1,5,7,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_15,2024,4,0,0,8,7,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_16,2016,12,0,1,20,32,,,,,,,0,1,A-4
A-4_16,2017,9,0,0,19,21,,,,,,,0,1,A-4
A-4_16,2018,11,0,0,18,22,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_16,2019,6,0,0,11,15,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_16,2020,6,0,0,11,14,,,,,,,0,1,A-4
A-4_16,2021,4,0,0,4,4,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_16,2022,6,0,0,10,15,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_16,2023,8,0,0,15,23,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_16,2024,5,0,0,5,11,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_17,2016,8,0,3,16,17,,,,,,,0,1,A-4
A-4_17,2017,18,0,0,28,43,,,,,,,0,1,A-4
A-4_17,2018,8,0,0,10,18,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_17,2019,16,1,0,22,39,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_17,2020,3,0,0,5,8,,,,,,,0,1,A-4
A-4_17,2021,7,0,0,9,20,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_17,2022,11,0,0,14,22,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_17,2023,12,0,0,19,34,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_17,2024,5,0,0,11,12,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_18,2016,6,0,1,7,15,,,,,,,0,1,A-4
A-4_18,2017,5,0,2,7,8,,,,,,,0,1,A-4
A-4_18,2018,12,0,0,32,32,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_18,2019,12,0,0,15,29,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_18,2020,2,0,0,2,5,,,,,,,0,1,A-4
A-4_18,2021,8,1,0,14,20,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_18,2022,7,0,0,12,17,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_18,2023,10,0,0,11,25,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_18,2024,7,0,0,11,16,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_19,2016,4,0,0,4,9,,,,,,,0,1,A-4
A-4_19,2017,6,1,0,10,12,,,,,,,0,1,A-4
A-4_19,2018,2,0,0,2,5,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_19,2019,4,0,1,4,12,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_19,2020,9,0,1,27,23,,,,,,,0,1,A-4
A-4_19,2021,5,0,0,8,13,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_19,2022,2,0,0,4,3,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_19,2023,4,0,0,6,9,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_19,2024,5,0,0,8,11,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_20,2016,10,0,0,15,23,,,,,,,0,1,A-4
A-4_20,2017,6,0,0,7,16,,,,,,,0,1,A-4
A-4_20,2018,8,1,0,11,14,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_20,2019,6,1,0,10,15,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_20,2020,4,0,0,9,10,,,,,,,0,1,A-4
A-4_20,2021,10,0,0,13,22,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_20,2022,3,0,0,3,5,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_20,2023,5,0,0,8,11,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_20,2024,12,0,2,17,29,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_21,2016,5,0,0,20,17,,,,,,,0,1,A-4
A-4_21,2017,5,0,0,7,11,,,,,,,0,1,A-4
A-4_21,2018,7,0,0,10,18,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_21,2019,9,0,0,11,20,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_21,2020,1,0,0,1,1,,,,,,,0,1,A-4
A-4_21,2021,5,0,0,7,15,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_21,2022,9,0,0,17,22,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_21,2023,4,0,0,6,4,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_21,2024,11,0,1,20,24,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_22,2016,4,0,0,7,12,,,,,,,0,1,A-4
A-4_22,2017,4,0,0,8,8,,,,,,,0,1,A-4
A-4_22,2018,8,0,0,14,16,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_22,2019,3,0,0,7,10,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_22,2020,5,0,0,6,11,,,,,,,0,1,A-4
A-4_22,2021,7,0,0,11,18,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_22,2022,4,0,0,13,11,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_22,2023,5,0,0,9,11,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_22,2024,8,0,0,10,18,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_23,2016,3,1,1,7,4,,,,,,,0,1,A-4
A-4_23,2017,6,0,0,7,12,,,,,,,0,1,A-4
A-4_23,2018,5,0,0,10,14,,,,115.68686854823271,281.89695580947927,397.583824357712,0,141,A-4
A-4_23,2019,7,1,0,8,17,,,,88.56992570684956,217.4020087535106,305.97193446036016,0,139,A-4
A-4_23,2020,6,0,0,13,17,,,,,,,0,1,A-4
A-4_23,2021,4,0,0,4,9,,,,105.54620988064922,237.3122646538113,342.8584745344605,0,150,A-4
A-4_23,2022,5,0,0,10,10,,,,71.37599441911213,97.7016555107621,169.0776499298742,0,156,A-4
A-4_23,2023,7,0,0,11,20,,,,76.29327711292254,117.44156197232847,193.734839085251,0,141,A-4
A-4_23,2024,5,0,0,12,13,,,,79.07698323958455,183.1540705009367,262.23105374052125,0,154,A-4
A-4_24,2016,5,0,0,8,12,,,,,,,0,1,A-4
A-4_24,2017,10,0,0,20,21,,,,,,,0,1,A-4
