CARRETERA,total_accidents,total_fatal_30d,total_serious_30d,total_victims_30d,total_bad_surface,total_proxy_substance,n_TCA_sections,ASI_pct,RCII_pct,RADAR_proxy_pct,dominant_cause
BURJASOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BURRIANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BURRO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSCON DON PABLOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTAMANTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTAMANTE DE LA CAMARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTARVIEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTARVIEJO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTARVIEJO A VALDEMANCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTILLO DEL ORO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUSTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUTARQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUTIERRA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUTRERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUTRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BUZANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C 100 A MADRID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C 102 TORRELAGUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C 302 CR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C 404 NAVALCARNERO CR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C LA PELUQUERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C TERREROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C-100 TORRELAGUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C-404 (NAVALCARNERO A CHINCHON),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C-404 NAVALCARNERO DS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C-604 (OTERUELO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C1 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C2 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C3 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C4 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C5 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C6 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C7 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C8 EL MAJUELO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CA ALTO ENCINAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERIA ESPAÑOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO ANDANTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO ANDANTE (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE GRACIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LA BLANCA LUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LA CRUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LA MANCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LA TRISTE FIGURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LA TRISTE FIGURA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LOS ESPEJOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DE LOS LEONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLERO DEL BOSQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLEROS DE SAN JUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLETES (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABALLO DE TROYA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABANILLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABANILLAS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABANILLAS DE LA SIERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABAÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABAÑA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABAÑA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABAÑA VIEJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABAÑEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABAÑEROS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABELLERA DE BERENICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABELLO LAPIEDRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABERO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABESTREROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA AGUDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA DE HIERRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA DE HIERRO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA DE VACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA DEL GALLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA DEL ROJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA GORDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA LA PARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA LIJAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA MALILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA MEDIANA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA MESADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA PARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZA REINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZADA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZAS (LAS)(DISEMINADO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZAS DEL VILLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELA ILUMINARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELAS (LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABEZUELOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABILAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABILDO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABLES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO AZOHIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO BAGUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO CANDELARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO CAÑAVERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO CHIPIONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO COPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO CREUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO CUBERRIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE AJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE CREUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE FINISTERRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE FINISTERRE 5 COMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE GATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE GATA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE GATA 10 COMUNIDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE LA NAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE PALOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE PALOS 6 COMUNIDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE PEÑAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE PLATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE TARIFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE TORTOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO DE TRAFALGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO ESTACA DE BARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO ESTACA DE VARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO FIGUERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO FINISTERRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO GATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO GROSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO HIGUER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO LA NAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO LASTRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO LOPEZ MARTINEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO MACHICHACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO MAYOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO NICOLAS MUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO NORFEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO ORTEGAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO OYAMBRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO PEÑAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO PRIETO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO PRIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO PUNTA DE TARIFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO QUINTRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO RUFINO LAZARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO SACRATIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO SAN ROQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO SAN VICENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO SEBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO SILLEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO SUCESO TERRERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO TARIFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO TORRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO TORTOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO TOSAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO TOURIÑANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO TRAFALGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO UTRERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO VIDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO VIDRIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABO VILLANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABOALLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABOZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABRERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABRERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABRERIZAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABREROS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABRIEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CABRILLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACABELOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACEJO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA CONCEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA DE CONCEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA DE GOBIENZO (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA DE LA VILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERA DEL VALLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACERES DS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACEREÑOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACHANAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACHERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACHIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACTUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CACTUS (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADALSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADALSO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADALSO (SAN MARTÍN DE VALDEIGLESIAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADALSO DE LOS VIDRIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADALSO VIDRIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADAQUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADAQUES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADARSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADENA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADENAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADETE JULIO LLOMPART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADIZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CADMIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAFARNAUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAFARNAUM (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAFETO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAIDOS DE LA DIVISION AZUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAJA DE AHORROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAJA DE AHORROS (BLOQUES),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAJA DE AHORROS Y MONTE DE PIEDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAJIAR (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CAL (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALA BASA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALABAZON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALABOZOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALABRIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALAHORRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALAMINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALAMOCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALAMON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALANDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALANDA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALANDRIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALANDRIA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALASANZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALASPARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALATALIFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALATAYUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALATAÑAZOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALATORAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALATRAVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALCEDONIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALCIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALCOGRAFIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALCOPIRITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDAS DE ESTRACH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDAS DE REYES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERA DE TABURIENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDEREROS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERILLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERON DE LA BARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERON DE LA BARCA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERON MONTERO RIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDERONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALDO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALEFACTORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALELLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALENDARIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALENDULA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALENDULA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALENDULAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERA LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERIZA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERIZAS (LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERO PITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALERUEGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALESAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIBRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALICANTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIDAD (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIDON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIFORNIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIPSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIXTO BERRUECO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALIZA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLAO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE A UE-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE ALEKSANDRA KOLONTAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE ALTA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE ANCHA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE B UE-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE DE LA BARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE DE SOTOPELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE DEL BONETINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLE SEIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA DE LA FUENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA DE LOS PRADILLOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA DE PRADO SAN JUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA DEL LANCHAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA DEL POTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA LARGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJA OSCURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJAS (LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJILLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CALLEJON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
