CARRETERA,total_accidents,total_fatal_30d,total_serious_30d,total_victims_30d,total_bad_surface,total_proxy_substance,n_TCA_sections,ASI_pct,RCII_pct,RADAR_proxy_pct,dominant_cause
REAL DE A OCHO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE ARGANDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE BURGOS (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE BUSTARVIEJO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE GUADALIX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE LOS MERINOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE MERINAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE PINTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL DE TALAMANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL GALIANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL MADRID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL SECTOR 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL SECTOR 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL SECTOR 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL SECTOR 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL SEGOVIANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL SUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL VIEJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL(PIÑUECAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL-FUENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REAL-PARTICULAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REALES GUARDIAS ESPAÑOLAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REALES GUARDIAS WALONAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBECO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBECO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBECOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBEQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBOLLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBOLLAR (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBOLLAR (LOS LLANOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBOLLEDO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REBOLLO VIEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECAJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECALDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECAREDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECAREDO COLLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECAUDACION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECESVINTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECODO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECODO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECODOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECOLETOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECOMBA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECONQUILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECONQUILLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECONQUISTA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECREO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECTOR ROYO-VILLANOVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECUENCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECUENCO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECUERDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RECULAJE (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RED DE LOPEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RED EQUIP CRISTO DE RIVAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDECILLA DEL CAMINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDENTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDAL (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDILLA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDILLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDILLO 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDONDOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDRUEÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REDUEÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFERENDUM DE VIÑA GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFLEJOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFLEXION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFORMA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFUGIADO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFUGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REFUGIO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGADERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGADIO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGAJAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGAJERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGALIZ (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGATO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGENTA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGILUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGIMIENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGIMIENTO ASTURIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGINA ALVAREZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGIONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGISTRADOR (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGORDOÑO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUERA DE TOMATEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUERILLA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUERILLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGUEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGULO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REGULO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REHALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REHOYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REIMOROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA BERENGUELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA CRISTINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA ISABEL II (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA MARIA CRISTINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA MERCEDES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA SOFIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA SOFIA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA URRACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA VICTORIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA VICTORIA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINA VICTORIA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINO DE CANDAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINO UNIDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINO UNIDO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REINOSA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJA GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJAL (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJALGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJAS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REJILLA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELAMPAGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELAMPAGO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELAMPAGUITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELATOR LEANDRO GIL (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELATORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELAÑOS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELIGIONES DEL LIBRO (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELOJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELOJ (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELOJEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RELUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMANSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMBRANDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMEDIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMEDIOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMEDIOS (LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMODELACION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMODELACION DE ALMENDRALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMOLINO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REMONTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REN (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENACIMIENTO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENCILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENDICION DE BREDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENE DESCARTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENEGADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENTAS (LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RENTERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REOLLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPELON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA ARGENTINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA CHECA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA CHECA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA DE CUBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA DE PANAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA DEL ECUADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA DEL SALVADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA DOMINICANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA DOMINICANA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUBLICA ESLOVACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPUJADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REPULLES Y VARGAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REQUEBRADERO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REQUENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REQUEXADA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REQUIEBRO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESERVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESERVA DE LA BIOSFERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL AISLADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL BANESTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL CENTRO 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL CENTRO 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL GUADALIX I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL GUADALIX II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL HERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL JARAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL JARDIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL LA ESTACION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL LAS VIÑAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL OLMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL SAN MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIAL SANTA ELENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESIDENCIALES (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESINERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESINERO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESPETO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESTAURADORES (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESTITUTO GONZALEZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESTITUTO MORENO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESTITUTO RODRIGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RESURRECCION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETABLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETABLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETABLO DE LAS MARAVILLAS (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETABLO DE MELISENDRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMAR (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMAR (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMARES (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMAS (LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETAMOSA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETRASOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETRATO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETUERTA ARRIBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RETUERTAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVENGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVENTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVENTON (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVERENCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVISTA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVUELTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REVUELTA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY CARLOS III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY DON JUAN CARLOS I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY FRANCISCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY JUAN CARLOS I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY JUAN CARLOS I (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY PASTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REY SAN FERNANDO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYERTA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES AIZQUIBEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES CATOLICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES CATOLICOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES MAGOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES MAGOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYES VISIGODOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
REYKJAVIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIADA DE LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIAJOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIANSARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIAS ALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIAS BAJAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIATO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIAZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIAZOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIAÑO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADAVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADAVIA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADELAGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADEO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADESELLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADESELLA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBADUMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBAPINADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBATAJADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBATEJADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA DE CURTIDORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA DEL LOIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA DEL MANZANARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA DEL SENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBERA SAN PEDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIBOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO BELLVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO BELTRAN Y ROZPIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO BOFILL (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO CALVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO CLEMARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO DAMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO DE LA CIERVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO DE LA VEGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO DE LA VEGA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO GOIZUETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO GUTIERREZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO LASA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO LEON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO LEON (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO MEDEM (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO ORTIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO SAN JUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO SEPULVEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO TORMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICARDO ZAMORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RICO HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIENDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIESGO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGEL (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGOBERTA MENCHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGOBERTA MENCHU (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGOBERTA MENCHÚ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIGOLETTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RIMINI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RINCON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RINCON (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RINCON (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RINCON CERVANTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RINCON DE ABAJO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
