SECCION_ID,CARRETERA,YEAR,n_accidents,n_fatal_30d,n_serious_30d,n_victims_30d,ASI_pct
A-6_27,A-6,2020,3,0,0,3,0.0
A-6_27,A-6,2021,1,0,0,1,0.0
A-6_27,A-6,2022,2,0,0,5,0.0
A-6_27,A-6,2023,3,0,1,6,16.6667
A-6_27,A-6,2024,2,0,1,2,50.0
A-6_28,A-6,2016,2,0,0,7,0.0
A-6_28,A-6,2017,5,0,0,6,0.0
A-6_28,A-6,2018,2,0,0,2,0.0
A-6_28,A-6,2020,2,0,0,2,0.0
A-6_28,A-6,2021,3,0,1,4,25.0
A-6_28,A-6,2022,2,0,0,2,0.0
A-6_28,A-6,2023,1,0,0,1,0.0
A-6_28,A-6,2024,2,0,0,3,0.0
A-6_29,A-6,2016,9,0,0,13,0.0
A-6_29,A-6,2017,4,0,0,6,0.0
A-6_29,A-6,2018,5,0,1,13,7.6923
A-6_29,A-6,2019,6,0,0,7,0.0
A-6_29,A-6,2020,3,0,0,7,0.0
A-6_29,A-6,2021,3,0,0,4,0.0
A-6_29,A-6,2022,7,0,1,10,10.0
A-6_29,A-6,2023,2,0,0,5,0.0
A-6_29,A-6,2024,3,0,0,4,0.0
A-6_30,A-6,2016,5,0,1,6,16.6667
A-6_30,A-6,2017,5,0,1,5,20.0
A-6_30,A-6,2018,6,0,0,7,0.0
A-6_30,A-6,2019,3,0,0,3,0.0
A-6_30,A-6,2020,5,0,0,5,0.0
A-6_30,A-6,2021,2,0,0,2,0.0
A-6_30,A-6,2022,5,0,0,6,0.0
A-6_30,A-6,2023,6,0,0,8,0.0
A-6_30,A-6,2024,1,0,0,1,0.0
A-6_31,A-6,2016,1,0,0,2,0.0
A-6_31,A-6,2017,3,0,1,4,25.0
A-6_31,A-6,2018,3,0,0,3,0.0
A-6_31,A-6,2020,3,0,0,4,0.0
A-6_31,A-6,2022,1,0,0,1,0.0
A-6_31,A-6,2023,2,0,0,2,0.0
A-6_31,A-6,2024,1,1,0,1,100.0
A-6_32,A-6,2016,5,0,0,7,0.0
A-6_32,A-6,2017,3,0,0,3,0.0
A-6_32,A-6,2018,5,0,1,6,16.6667
A-6_32,A-6,2019,8,0,0,12,0.0
A-6_32,A-6,2020,2,0,0,3,0.0
A-6_32,A-6,2021,1,0,0,1,0.0
A-6_32,A-6,2022,5,0,0,6,0.0
A-6_32,A-6,2023,6,0,0,11,0.0
A-6_32,A-6,2024,3,0,0,4,0.0
A-6_33,A-6,2016,10,0,0,14,0.0
A-6_33,A-6,2017,3,0,0,3,0.0
A-6_33,A-6,2018,2,0,0,4,0.0
A-6_33,A-6,2019,5,0,0,10,0.0
A-6_33,A-6,2020,8,0,1,8,12.5
A-6_33,A-6,2021,3,0,0,5,0.0
A-6_33,A-6,2022,8,1,0,14,7.1429
A-6_33,A-6,2023,3,0,0,4,0.0
A-6_33,A-6,2024,5,0,1,8,12.5
A-6_34,A-6,2016,4,0,0,4,0.0
A-6_34,A-6,2018,3,0,0,3,0.0
A-6_34,A-6,2019,3,0,0,7,0.0
A-6_34,A-6,2020,4,0,0,4,0.0
A-6_34,A-6,2021,3,1,0,4,25.0
A-6_34,A-6,2022,3,0,0,4,0.0
A-6_34,A-6,2023,1,0,0,1,0.0
A-6_34,A-6,2024,2,0,0,5,0.0
A-6_35,A-6,2016,3,0,0,4,0.0
A-6_35,A-6,2017,3,0,0,4,0.0
A-6_35,A-6,2018,7,0,1,7,14.2857
A-6_35,A-6,2019,1,0,0,1,0.0
A-6_35,A-6,2022,4,0,1,5,20.0
A-6_35,A-6,2023,3,0,0,4,0.0
A-6_35,A-6,2024,4,0,0,5,0.0
A-6_36,A-6,2016,4,0,0,5,0.0
A-6_36,A-6,2018,1,0,0,2,0.0
A-6_36,A-6,2019,1,0,0,1,0.0
A-6_36,A-6,2020,1,0,0,4,0.0
A-6_36,A-6,2021,3,0,0,4,0.0
A-6_36,A-6,2022,1,0,0,5,0.0
A-6_36,A-6,2023,1,0,0,1,0.0
A-6_36,A-6,2024,1,0,0,1,0.0
A-6_37,A-6,2016,1,0,0,1,0.0
A-6_37,A-6,2018,3,0,0,3,0.0
A-6_37,A-6,2019,4,0,0,4,0.0
A-6_37,A-6,2020,3,0,0,7,0.0
A-6_37,A-6,2021,1,0,0,1,0.0
A-6_37,A-6,2022,3,0,0,4,0.0
A-6_37,A-6,2023,1,0,0,1,0.0
A-6_37,A-6,2024,3,0,0,3,0.0
A-6_38,A-6,2016,5,0,1,9,11.1111
A-6_38,A-6,2017,7,0,1,7,14.2857
A-6_38,A-6,2018,6,0,0,6,0.0
A-6_38,A-6,2019,4,0,0,8,0.0
A-6_38,A-6,2020,3,0,0,3,0.0
A-6_38,A-6,2021,2,0,0,3,0.0
A-6_38,A-6,2022,2,0,0,3,0.0
A-6_38,A-6,2023,3,0,1,4,25.0
A-6_38,A-6,2024,4,0,3,9,33.3333
A-6_39,A-6,2016,1,0,0,1,0.0
A-6_39,A-6,2017,2,0,0,2,0.0
A-6_39,A-6,2018,3,0,0,8,0.0
A-6_39,A-6,2019,1,0,0,1,0.0
A-6_39,A-6,2020,2,0,0,5,0.0
A-6_39,A-6,2021,2,0,0,2,0.0
A-6_39,A-6,2023,1,0,0,5,0.0
A-6_45,A-6,2017,1,0,0,2,0.0
A-6_6,A-6,2016,2,0,0,2,0.0
A-6_6,A-6,2017,1,0,0,1,0.0
A-6_6,A-6,2022,1,0,0,1,0.0
A-6_7,A-6,2016,2,0,0,2,0.0
A-6_7,A-6,2017,1,0,0,1,0.0
A-6_7,A-6,2018,10,0,2,13,15.3846
A-6_7,A-6,2019,2,0,0,5,0.0
A-6_7,A-6,2020,6,0,0,6,0.0
A-6_7,A-6,2021,4,0,0,5,0.0
A-6_7,A-6,2022,5,0,0,7,0.0
A-6_7,A-6,2023,3,0,0,3,0.0
A-6_7,A-6,2024,5,0,0,5,0.0
A-6_8,A-6,2016,4,0,0,8,0.0
A-6_8,A-6,2017,11,0,0,14,0.0
A-6_8,A-6,2019,7,0,1,15,6.6667
A-6_8,A-6,2020,4,0,1,4,25.0
A-6_8,A-6,2021,1,0,0,2,0.0
A-6_8,A-6,2022,6,0,1,6,16.6667
A-6_8,A-6,2023,4,0,0,4,0.0
A-6_8,A-6,2024,2,0,1,4,25.0
A-6_9,A-6,2016,3,0,0,3,0.0
A-6_9,A-6,2017,2,0,0,3,0.0
A-6_9,A-6,2018,4,0,0,7,0.0
A-6_9,A-6,2019,3,0,0,3,0.0
A-6_9,A-6,2020,1,0,0,1,0.0
A-6_9,A-6,2021,5,1,0,8,12.5
A-6_9,A-6,2022,3,0,0,3,0.0
A-6_9,A-6,2023,1,0,0,1,0.0
A-6_9,A-6,2024,3,1,0,3,33.3333
A6_18,A6,2019,1,0,0,1,0.0
AP-41_1,AP-41,2016,1,0,0,2,0.0
AP-41_2,AP-41,2019,1,1,0,1,100.0
AP-41_5,AP-41,2024,1,0,0,1,0.0
AP-41_8,AP-41,2016,1,0,1,1,100.0
AP-41_9,AP-41,2022,1,0,0,1,0.0
AP-6_39,AP-6,2017,2,0,0,4,0.0
AP-6_39,AP-6,2018,2,0,0,2,0.0
AP-6_40,AP-6,2018,2,0,0,3,0.0
AP-6_40,AP-6,2020,1,0,0,1,0.0
AP-6_40,AP-6,2021,1,0,0,1,0.0
AP-6_40,AP-6,2022,3,0,0,4,0.0
AP-6_40,AP-6,2024,1,0,0,1,0.0
AP-6_41,AP-6,2016,1,0,0,1,0.0
AP-6_41,AP-6,2017,1,0,0,2,0.0
AP-6_41,AP-6,2018,1,0,0,3,0.0
AP-6_41,AP-6,2019,1,0,0,1,0.0
AP-6_41,AP-6,2021,1,0,0,4,0.0
AP-6_42,AP-6,2018,1,0,0,1,0.0
AP-6_42,AP-6,2023,1,0,0,1,0.0
AP-6_43,AP-6,2016,1,0,0,1,0.0
AP-6_43,AP-6,2017,1,0,0,1,0.0
AP-6_43,AP-6,2018,1,0,0,1,0.0
AP-6_43,AP-6,2023,1,0,0,1,0.0
AP-6_44,AP-6,2016,1,0,0,1,0.0
AP-6_44,AP-6,2022,1,2,0,3,66.6667
AP-6_45,AP-6,2019,1,0,0,2,0.0
AP-6_45,AP-6,2024,1,0,0,3,0.0
AP-6_46,AP-6,2019,1,0,0,2,0.0
AP-6_46,AP-6,2020,1,0,0,1,0.0
AP-6_46,AP-6,2021,1,0,0,1,0.0
AP-6_46,AP-6,2024,1,0,0,1,0.0
AP-6_47,AP-6,2016,1,0,4,7,57.1429
AP-6_47,AP-6,2017,2,0,0,5,0.0
AP-6_47,AP-6,2018,1,0,0,1,0.0
AP-6_47,AP-6,2019,1,0,0,1,0.0
AP-6_47,AP-6,2020,1,0,0,1,0.0
AP-6_47,AP-6,2022,1,0,0,2,0.0
AP-6_47,AP-6,2024,1,0,0,1,0.0
AP-6_48,AP-6,2018,1,0,0,3,0.0
AP-6_48,AP-6,2019,1,0,0,4,0.0
AP-6_48,AP-6,2021,1,0,0,2,0.0
AP-6_48,AP-6,2024,1,0,0,1,0.0
AP-6_49,AP-6,2016,1,0,0,1,0.0
AP-6_49,AP-6,2021,1,0,0,2,0.0
AP-6_50,AP-6,2016,1,0,0,1,0.0
AP-6_50,AP-6,2017,1,0,0,1,0.0
AP-6_50,AP-6,2018,1,0,0,1,0.0
AP-6_50,AP-6,2019,2,0,0,4,0.0
AP-6_51,AP-6,2016,1,0,0,3,0.0
AP-6_51,AP-6,2019,1,0,0,2,0.0
AP-6_51,AP-6,2020,1,0,2,3,66.6667
AP-6_51,AP-6,2022,1,0,0,2,0.0
AP-6_51,AP-6,2023,1,0,0,4,0.0
AP-6_51,AP-6,2024,1,0,0,1,0.0
AP-6_52,AP-6,2016,3,2,0,5,40.0
AP-6_52,AP-6,2017,1,0,0,4,0.0
AP-6_52,AP-6,2018,3,0,0,6,0.0
AP-6_52,AP-6,2022,3,1,2,6,50.0
AP-6_52,AP-6,2023,2,0,0,2,0.0
AP-6_53,AP-6,2016,2,0,0,2,0.0
AP-6_53,AP-6,2019,1,0,0,1,0.0
CAMINO DE_1,CAMINO DE,2021,1,0,0,1,0.0
CAMINO_0,CAMINO,2018,1,0,0,3,0.0
CAMINO_0,CAMINO,2020,1,0,0,2,0.0
CAMINO_0,CAMINO,2021,1,0,0,1,0.0
CAMINO_0,CAMINO,2023,1,0,1,1,100.0
CAMINO_2,CAMINO,2016,1,0,0,1,0.0
CAMINO_5,CAMINO,2023,1,0,0,1,0.0
CM-2028_7,CM-2028,2016,1,0,0,2,0.0
CM-4004_45,CM-4004,2019,1,0,0,1,0.0
CM-4004_45,CM-4004,2023,1,0,0,4,0.0
CM-4006_22,CM-4006,2024,2,1,2,4,75.0
CM-4006_24,CM-4006,2024,1,0,0,5,0.0
CM-4006_29,CM-4006,2020,1,0,1,1,100.0
CNCALALBER_53,CNCALALBER,2023,1,0,0,2,0.0
CV-01_3,CV-01,2018,1,0,0,1,0.0
CVC_3,CVC,2023,1,0,0,1,0.0
DE FUENTE_1,DE FUENTE,2021,1,0,0,2,0.0
DESCONOCID_15,DESCONOCID,2021,1,0,0,1,0.0
"EJE 2 , A-_0","EJE 2 , A-",2020,1,0,0,1,0.0
ENLACE DE_17,ENLACE DE,2019,1,0,0,1,0.0
M 137_10,M 137,2020,1,0,0,1,0.0
M-100_0,M-100,2016,1,0,1,1,100.0
M-100_0,M-100,2018,1,0,0,1,0.0
M-100_0,M-100,2019,1,0,0,1,0.0
M-100_0,M-100,2021,1,0,0,1,0.0
M-100_0,M-100,2023,1,0,0,1,0.0
M-100_1,M-100,2020,1,0,0,2,0.0
M-100_1,M-100,2023,1,1,0,1,100.0
M-100_11,M-100,2017,1,1,1,2,100.0
M-100_11,M-100,2018,1,1,1,2,100.0
M-100_11,M-100,2020,1,2,6,8,100.0
M-100_11,M-100,2021,1,0,0,2,0.0
M-100_11,M-100,2022,1,1,1,2,100.0
M-100_12,M-100,2016,1,0,0,1,0.0
M-100_12,M-100,2017,3,0,1,6,16.6667
M-100_12,M-100,2019,1,0,0,1,0.0
M-100_12,M-100,2020,1,0,0,1,0.0
M-100_13,M-100,2017,2,1,2,6,50.0
M-100_13,M-100,2018,1,0,0,2,0.0
M-100_14,M-100,2016,1,0,1,1,100.0
M-100_15,M-100,2018,1,0,0,1,0.0
M-100_15,M-100,2022,1,0,0,1,0.0
M-100_15,M-100,2023,1,1,0,1,100.0
M-100_16,M-100,2017,1,0,0,2,0.0
M-100_16,M-100,2019,1,0,0,1,0.0
M-100_16,M-100,2021,2,0,0,3,0.0
M-100_16,M-100,2022,1,0,0,1,0.0
M-100_17,M-100,2019,1,0,0,5,0.0
M-100_17,M-100,2022,1,1,0,1,100.0
M-100_17,M-100,2023,1,0,1,2,50.0
M-100_18,M-100,2017,2,0,0,3,0.0
M-100_18,M-100,2022,1,0,0,1,0.0
M-100_18,M-100,2023,1,0,1,1,100.0
M-100_19,M-100,2016,1,0,0,1,0.0
M-100_19,M-100,2018,1,0,0,2,0.0
M-100_19,M-100,2021,1,0,0,1,0.0
M-100_2,M-100,2023,1,0,0,1,0.0
M-100_20,M-100,2022,1,0,0,3,0.0
M-100_21,M-100,2018,1,0,0,1,0.0
M-100_22,M-100,2016,2,0,0,2,0.0
M-100_22,M-100,2017,8,0,0,10,0.0
M-100_22,M-100,2018,7,0,0,11,0.0
M-100_22,M-100,2019,6,0,0,13,0.0
M-100_22,M-100,2020,3,0,0,3,0.0
M-100_22,M-100,2021,6,0,0,7,0.0
M-100_22,M-100,2022,3,0,0,5,0.0
M-100_22,M-100,2023,4,0,0,4,0.0
M-100_23,M-100,2016,4,0,0,4,0.0
M-100_23,M-100,2017,5,0,0,8,0.0
M-100_23,M-100,2018,5,0,1,8,12.5
M-100_23,M-100,2019,7,1,2,7,42.8571
M-100_23,M-100,2020,4,0,0,4,0.0
M-100_23,M-100,2021,7,0,0,9,0.0
M-100_23,M-100,2022,2,0,0,2,0.0
M-100_23,M-100,2023,7,0,0,8,0.0
M-100_23,M-100,2024,1,0,0,1,0.0
M-100_24,M-100,2016,4,0,1,4,25.0
M-100_24,M-100,2017,8,0,0,14,0.0
M-100_24,M-100,2018,3,0,0,3,0.0
M-100_24,M-100,2019,4,0,0,4,0.0
M-100_24,M-100,2020,6,0,0,8,0.0
M-100_24,M-100,2021,1,0,0,1,0.0
M-100_24,M-100,2022,1,0,0,1,0.0
M-100_24,M-100,2023,1,0,0,2,0.0
M-100_24,M-100,2024,4,0,0,5,0.0
M-100_3,M-100,2017,1,0,0,1,0.0
M-100_3,M-100,2021,1,0,0,1,0.0
M-100_3,M-100,2022,2,0,0,2,0.0
M-100_3,M-100,2023,1,0,0,1,0.0
M-100_4,M-100,2016,1,0,0,1,0.0
M-100_4,M-100,2017,1,0,0,1,0.0
M-100_4,M-100,2018,3,0,3,7,42.8571
M-100_4,M-100,2019,1,0,0,1,0.0
M-100_4,M-100,2022,3,0,1,6,16.6667
M-100_4,M-100,2023,2,0,0,4,0.0
M-100_5,M-100,2016,1,1,0,1,100.0
M-100_5,M-100,2017,1,0,0,3,0.0
M-100_5,M-100,2021,1,0,0,1,0.0
M-100_5,M-100,2022,2,1,1,3,66.6667
M-100_5,M-100,2023,3,0,1,4,25.0
M-100_5,M-100,2024,1,0,0,1,0.0
M-100_6,M-100,2022,3,0,0,4,0.0
M-100_6,M-100,2023,1,0,0,1,0.0
M-100_8,M-100,2018,1,0,0,1,0.0
M-100_8,M-100,2020,1,0,0,2,0.0
M-100_8,M-100,2023,1,0,0,1,0.0
M-100_8,M-100,2024,1,0,2,2,100.0
M-100_9,M-100,2016,1,0,0,3,0.0
M-100_9,M-100,2017,1,0,0,3,0.0
M-102_0,M-102,2018,1,0,0,2,0.0
M-102_0,M-102,2021,1,0,0,1,0.0
M-102_1,M-102,2017,1,0,0,1,0.0
M-102_1,M-102,2022,1,0,0,1,0.0
M-102_2,M-102,2020,1,0,0,1,0.0
M-102_3,M-102,2018,1,0,0,1,0.0
M-102_3,M-102,2020,2,0,1,3,33.3333
M-102_4,M-102,2018,2,0,0,2,0.0
M-102_6,M-102,2022,1,0,0,1,0.0
M-102_6,M-102,2023,1,0,0,1,0.0
M-102_6,M-102,2024,1,0,0,1,0.0
M-102_7,M-102,2019,1,0,0,1,0.0
M-102_7,M-102,2020,1,0,0,1,0.0
M-102_7,M-102,2022,1,0,0,1,0.0
M-102_7,M-102,2024,1,0,0,1,0.0
M-102_8,M-102,2016,1,0,0,1,0.0
M-102_9,M-102,2022,1,0,0,2,0.0
M-103_0,M-103,2017,1,0,0,1,0.0
M-103_0,M-103,2018,1,0,0,3,0.0
M-103_1,M-103,2017,2,0,1,2,50.0
M-103_1,M-103,2018,1,0,0,1,0.0
M-103_10,M-103,2018,1,1,0,2,50.0
M-103_10,M-103,2019,1,0,0,1,0.0
M-103_10,M-103,2022,1,0,0,1,0.0
M-103_11,M-103,2022,1,0,0,1,0.0
M-103_11,M-103,2024,1,0,1,1,100.0
M-103_12,M-103,2016,1,0,0,1,0.0
M-103_12,M-103,2017,1,0,0,1,0.0
M-103_12,M-103,2019,1,0,0,2,0.0
M-103_12,M-103,2021,1,0,0,1,0.0
M-103_12,M-103,2023,1,0,0,1,0.0
M-103_13,M-103,2018,4,0,0,6,0.0
M-103_13,M-103,2019,2,0,0,3,0.0
M-103_13,M-103,2021,1,0,0,1,0.0
M-103_13,M-103,2023,1,0,0,1,0.0
M-103_14,M-103,2016,1,0,0,1,0.0
M-103_14,M-103,2017,2,0,0,4,0.0
M-103_14,M-103,2018,1,0,0,1,0.0
M-103_14,M-103,2020,1,0,0,4,0.0
M-103_14,M-103,2022,1,0,0,1,0.0
M-103_14,M-103,2023,4,0,0,5,0.0
M-103_14,M-103,2024,1,0,0,1,0.0
M-103_15,M-103,2016,2,0,0,2,0.0
M-103_15,M-103,2017,2,0,0,2,0.0
M-103_15,M-103,2018,1,0,0,2,0.0
M-103_15,M-103,2019,1,0,0,3,0.0
M-103_15,M-103,2021,1,0,0,1,0.0
M-103_15,M-103,2022,1,0,0,1,0.0
M-103_15,M-103,2024,3,0,0,6,0.0
M-103_16,M-103,2016,2,0,0,2,0.0
M-103_16,M-103,2017,1,0,1,3,33.3333
M-103_16,M-103,2019,2,0,0,3,0.0
M-103_16,M-103,2020,5,0,4,8,50.0
M-103_16,M-103,2021,1,0,0,1,0.0
M-103_16,M-103,2022,1,0,0,1,0.0
M-103_16,M-103,2023,1,0,0,4,0.0
M-103_17,M-103,2016,1,0,0,1,0.0
M-103_17,M-103,2017,1,0,0,4,0.0
M-103_17,M-103,2021,2,0,0,3,0.0
M-103_18,M-103,2018,1,0,1,2,50.0
M-103_18,M-103,2020,1,0,0,2,0.0
M-103_18,M-103,2021,1,0,0,2,0.0
M-103_18,M-103,2024,1,0,0,1,0.0
M-103_19,M-103,2016,1,0,0,1,0.0
M-103_19,M-103,2017,1,0,0,1,0.0
M-103_19,M-103,2019,1,0,0,1,0.0
M-103_19,M-103,2020,4,0,0,5,0.0
M-103_19,M-103,2021,1,1,0,1,100.0
M-103_19,M-103,2023,3,0,0,4,0.0
M-103_2,M-103,2017,2,0,1,2,50.0
M-103_2,M-103,2022,1,0,0,1,0.0
M-103_2,M-103,2023,1,0,0,1,0.0
M-103_2,M-103,2024,1,0,0,1,0.0
M-103_20,M-103,2018,1,0,1,3,33.3333
M-103_20,M-103,2019,1,0,1,1,100.0
M-103_20,M-103,2022,2,0,0,2,0.0
M-103_20,M-103,2024,2,0,1,2,50.0
M-103_21,M-103,2016,1,0,0,1,0.0
M-103_21,M-103,2019,1,0,0,2,0.0
M-103_21,M-103,2023,1,0,0,5,0.0
M-103_21,M-103,2024,2,0,0,3,0.0
M-103_22,M-103,2016,1,0,0,2,0.0
M-103_22,M-103,2024,1,0,0,1,0.0
M-103_23,M-103,2016,1,0,0,3,0.0
M-103_23,M-103,2017,1,1,0,1,100.0
M-103_23,M-103,2018,1,0,0,1,0.0
M-103_23,M-103,2019,1,0,0,1,0.0
M-103_24,M-103,2016,3,0,0,5,0.0
M-103_24,M-103,2017,1,0,0,1,0.0
M-103_24,M-103,2018,1,0,0,1,0.0
M-103_24,M-103,2019,2,0,0,2,0.0
M-103_24,M-103,2024,1,0,0,1,0.0
M-103_25,M-103,2017,1,0,0,1,0.0
M-103_25,M-103,2022,1,0,0,1,0.0
M-103_26,M-103,2017,1,0,0,1,0.0
M-103_27,M-103,2018,1,0,0,1,0.0
M-103_3,M-103,2021,1,0,0,1,0.0
M-103_4,M-103,2020,1,0,0,2,0.0
M-103_4,M-103,2023,1,0,0,1,0.0
M-103_5,M-103,2016,1,0,0,2,0.0
M-103_5,M-103,2021,2,0,0,4,0.0
M-103_5,M-103,2022,3,0,1,4,25.0
M-103_5,M-103,2024,2,0,0,5,0.0
M-103_6,M-103,2017,1,0,0,2,0.0
M-103_6,M-103,2019,1,0,0,5,0.0
M-103_6,M-103,2021,2,0,0,3,0.0
M-103_6,M-103,2023,1,0,0,2,0.0
M-103_7,M-103,2016,1,0,0,5,0.0
M-103_7,M-103,2017,1,0,0,1,0.0
M-103_7,M-103,2020,1,0,0,1,0.0
M-103_7,M-103,2021,1,0,0,1,0.0
M-103_8,M-103,2017,2,0,0,2,0.0
M-103_8,M-103,2019,2,0,0,3,0.0
M-103_8,M-103,2020,1,0,0,1,0.0
M-103_9,M-103,2018,1,0,0,2,0.0
M-103_9,M-103,2022,1,0,0,1,0.0
M-103_9,M-103,2023,1,0,0,1,0.0
M-103_9,M-103,2024,1,0,0,1,0.0
M-104_0,M-104,2016,1,0,0,1,0.0
M-104_0,M-104,2017,2,0,0,2,0.0
M-104_0,M-104,2018,1,0,0,1,0.0
M-104_0,M-104,2024,1,0,0,2,0.0
M-104_10,M-104,2017,1,0,0,1,0.0
M-104_10,M-104,2021,1,0,1,3,33.3333
M-104_10,M-104,2024,1,0,1,1,100.0
M-104_11,M-104,2016,1,0,0,1,0.0
M-104_11,M-104,2017,2,0,0,3,0.0
M-104_11,M-104,2019,1,0,0,1,0.0
M-104_11,M-104,2023,1,0,0,1,0.0
M-104_11,M-104,2024,2,0,0,2,0.0
M-104_13,M-104,2017,1,0,0,1,0.0
M-104_13,M-104,2019,1,0,0,1,0.0
M-104_13,M-104,2022,1,0,0,1,0.0
M-104_13,M-104,2023,1,0,0,1,0.0
M-104_14,M-104,2017,2,0,0,2,0.0
M-104_14,M-104,2019,1,0,0,1,0.0
M-104_14,M-104,2020,1,0,0,1,0.0
M-104_2,M-104,2019,1,0,0,4,0.0
M-104_2,M-104,2020,1,0,0,3,0.0
M-104_26,M-104,2019,1,0,0,1,0.0
M-104_3,M-104,2016,1,0,0,1,0.0
M-104_3,M-104,2018,1,0,0,1,0.0
M-104_4,M-104,2016,1,0,0,1,0.0
M-104_4,M-104,2018,1,0,0,1,0.0
M-104_4,M-104,2019,1,0,0,1,0.0
M-104_5,M-104,2016,1,0,0,1,0.0
M-104_5,M-104,2018,1,0,0,1,0.0
M-104_5,M-104,2019,1,0,0,4,0.0
M-104_5,M-104,2020,1,0,0,2,0.0
M-104_5,M-104,2024,1,0,0,1,0.0
M-104_7,M-104,2017,1,0,1,1,100.0
M-104_7,M-104,2020,1,0,0,1,0.0
M-104_9,M-104,2018,2,0,0,3,0.0
M-104_9,M-104,2019,1,0,0,1,0.0
M-104_9,M-104,2023,1,0,0,1,0.0
M-106_0,M-106,2016,1,0,1,1,100.0
M-106_0,M-106,2017,2,0,0,4,0.0
M-106_0,M-106,2018,1,0,0,1,0.0
M-106_0,M-106,2020,1,0,0,1,0.0
M-106_0,M-106,2021,2,0,0,4,0.0
M-106_0,M-106,2022,1,0,0,1,0.0
M-106_0,M-106,2023,1,0,0,1,0.0
M-106_0,M-106,2024,1,0,0,2,0.0
M-106_1,M-106,2016,1,0,0,1,0.0
M-106_1,M-106,2017,2,0,0,3,0.0
M-106_1,M-106,2021,3,0,0,3,0.0
M-106_1,M-106,2022,2,0,0,2,0.0
M-106_1,M-106,2024,1,0,0,1,0.0
M-106_2,M-106,2016,1,0,0,1,0.0
M-106_2,M-106,2018,1,0,0,1,0.0
M-106_2,M-106,2020,2,0,0,6,0.0
M-106_2,M-106,2022,1,0,0,1,0.0
M-106_2,M-106,2023,1,0,0,1,0.0
M-106_3,M-106,2016,2,0,0,3,0.0
M-106_3,M-106,2017,1,0,0,1,0.0
M-106_3,M-106,2018,1,0,0,1,0.0
M-106_3,M-106,2019,2,0,0,2,0.0
M-106_3,M-106,2020,1,0,0,1,0.0
M-106_3,M-106,2021,2,0,0,2,0.0
M-106_3,M-106,2024,3,0,1,3,33.3333
M-106_4,M-106,2017,1,0,0,1,0.0
M-106_4,M-106,2018,1,0,0,1,0.0
M-106_4,M-106,2019,1,0,0,1,0.0
M-106_4,M-106,2021,2,0,0,3,0.0
M-106_4,M-106,2023,1,1,1,2,100.0
M-108_0,M-108,2016,4,0,0,4,0.0
M-108_0,M-108,2017,1,0,0,1,0.0
M-108_0,M-108,2018,3,0,0,3,0.0
M-108_0,M-108,2019,2,0,0,2,0.0
M-108_0,M-108,2022,1,0,0,2,0.0
M-108_1,M-108,2016,1,0,1,1,100.0
M-108_1,M-108,2020,1,0,0,1,0.0
M-108_1,M-108,2021,1,0,0,2,0.0
M-108_1,M-108,2022,1,0,0,1,0.0
M-108_1,M-108,2023,2,0,0,3,0.0
M-108_1,M-108,2024,1,0,0,1,0.0
M-108_2,M-108,2017,3,0,0,4,0.0
M-108_2,M-108,2018,2,0,0,4,0.0
M-108_2,M-108,2021,2,0,0,2,0.0
M-108_2,M-108,2022,2,0,0,2,0.0
M-108_2,M-108,2023,3,0,0,3,0.0
M-108_2,M-108,2024,1,0,0,1,0.0
M-108_3,M-108,2016,1,0,0,1,0.0
M-108_3,M-108,2017,1,0,0,1,0.0
M-108_3,M-108,2018,1,0,0,1,0.0
M-108_3,M-108,2019,3,0,0,4,0.0
M-108_3,M-108,2022,1,0,0,1,0.0
M-108_4,M-108,2017,1,0,0,2,0.0
M-108_4,M-108,2019,2,0,0,2,0.0
M-108_4,M-108,2020,1,0,0,1,0.0
M-108_4,M-108,2021,1,0,1,1,100.0
M-108_4,M-108,2022,2,0,0,2,0.0
M-108_4,M-108,2024,1,1,0,1,100.0
M-108_5,M-108,2020,1,0,0,1,0.0
M-108_5,M-108,2023,1,0,0,2,0.0
M-108_6,M-108,2018,1,0,0,1,0.0
M-108_6,M-108,2019,2,1,0,7,14.2857
M-108_6,M-108,2021,2,0,0,3,0.0
M-108_6,M-108,2023,1,0,0,1,0.0
M-108_6,M-108,2024,1,0,0,1,0.0
M-108_7,M-108,2020,1,0,0,1,0.0
M-108_7,M-108,2021,1,0,0,7,0.0
M-108_7,M-108,2024,1,1,0,6,16.6667
M-108_8,M-108,2019,1,1,0,1,100.0
M-108_8,M-108,2022,1,0,0,1,0.0
M-110_0,M-110,2021,1,0,0,1,0.0
M-111 (ANT_0,M-111 (ANT,2019,1,0,0,1,0.0
M-111A_19,M-111A,2018,1,0,0,1,0.0
M-111_0,M-111,2016,3,0,0,3,0.0
M-111_0,M-111,2017,2,0,0,3,0.0
M-111_0,M-111,2018,1,0,0,1,0.0
M-111_0,M-111,2019,4,0,0,4,0.0
M-111_0,M-111,2020,4,0,1,4,25.0
M-111_0,M-111,2022,1,0,0,1,0.0
M-111_0,M-111,2023,2,0,0,2,0.0
M-111_0,M-111,2024,2,0,0,2,0.0
M-111_1,M-111,2016,1,0,0,1,0.0
M-111_1,M-111,2019,1,0,0,1,0.0
M-111_1,M-111,2022,1,0,0,1,0.0
M-111_1,M-111,2024,1,0,1,3,33.3333
M-111_10,M-111,2017,1,0,0,1,0.0
M-111_10,M-111,2018,1,0,0,1,0.0
M-111_10,M-111,2020,1,0,0,1,0.0
