SECCION_ID,CARRETERA,YEAR,n_accidents,n_fatal_30d,n_serious_30d,n_victims_30d,ASI_pct
M-404_75,M-404,2020,1,0,0,1,0.0
M-404_75,M-404,2022,1,0,0,1,0.0
M-404_8,M-404,2021,2,0,0,2,0.0
M-404_8,M-404,2022,1,0,0,1,0.0
M-404_8,M-404,2023,2,0,1,3,33.3333
M-404_8,M-404,2024,1,0,0,1,0.0
M-404_9,M-404,2018,1,0,0,1,0.0
M-404_9,M-404,2020,1,0,0,1,0.0
M-404_9,M-404,2023,2,0,0,4,0.0
M-404_9,M-404,2024,1,0,0,2,0.0
M-405_0,M-405,2016,5,0,0,7,0.0
M-405_0,M-405,2017,3,0,0,5,0.0
M-405_0,M-405,2018,3,0,1,3,33.3333
M-405_0,M-405,2019,2,0,0,3,0.0
M-405_0,M-405,2020,3,0,0,5,0.0
M-405_0,M-405,2022,2,0,0,2,0.0
M-405_0,M-405,2023,4,0,1,7,14.2857
M-405_0,M-405,2024,3,0,2,3,66.6667
M-405_1,M-405,2016,1,0,0,1,0.0
M-405_1,M-405,2018,5,0,0,9,0.0
M-405_1,M-405,2019,2,0,0,2,0.0
M-405_1,M-405,2020,1,0,0,2,0.0
M-405_1,M-405,2021,2,0,0,2,0.0
M-405_1,M-405,2022,1,0,0,1,0.0
M-405_1,M-405,2024,1,0,0,1,0.0
M-405_16,M-405,2018,1,0,0,1,0.0
M-405_2,M-405,2018,1,0,0,1,0.0
M-405_2,M-405,2019,2,0,0,3,0.0
M-405_2,M-405,2020,2,0,0,2,0.0
M-405_2,M-405,2021,2,0,0,2,0.0
M-405_2,M-405,2022,2,0,0,3,0.0
M-405_2,M-405,2023,2,0,0,2,0.0
M-405_2,M-405,2024,3,0,0,3,0.0
M-405_3,M-405,2017,1,0,0,1,0.0
M-405_3,M-405,2018,1,0,0,1,0.0
M-405_3,M-405,2019,3,0,0,4,0.0
M-405_3,M-405,2021,2,0,1,5,20.0
M-405_3,M-405,2022,1,0,0,1,0.0
M-405_3,M-405,2023,1,0,0,1,0.0
M-405_3,M-405,2024,3,0,0,3,0.0
M-405_4,M-405,2016,1,0,1,1,100.0
M-405_4,M-405,2017,2,0,0,7,0.0
M-405_4,M-405,2018,2,0,0,3,0.0
M-405_4,M-405,2019,1,0,0,1,0.0
M-405_4,M-405,2020,3,0,1,4,25.0
M-405_4,M-405,2022,1,0,0,1,0.0
M-405_4,M-405,2024,2,0,0,2,0.0
M-405_5,M-405,2016,1,0,0,2,0.0
M-405_5,M-405,2017,2,0,0,2,0.0
M-405_5,M-405,2018,1,0,0,1,0.0
M-405_5,M-405,2022,1,0,0,1,0.0
M-405_6,M-405,2019,1,0,0,1,0.0
M-405_6,M-405,2021,1,0,0,1,0.0
M-405_6,M-405,2023,1,0,0,1,0.0
M-406_0,M-406,2016,2,0,0,3,0.0
M-406_0,M-406,2017,2,0,0,2,0.0
M-406_0,M-406,2019,1,0,0,1,0.0
M-406_0,M-406,2020,1,0,0,1,0.0
M-406_0,M-406,2021,1,0,0,1,0.0
M-406_0,M-406,2022,1,0,0,1,0.0
M-406_0,M-406,2023,2,0,0,2,0.0
M-406_1,M-406,2017,7,0,1,8,12.5
M-406_1,M-406,2018,2,0,0,2,0.0
M-406_1,M-406,2019,3,0,0,5,0.0
M-406_1,M-406,2020,1,0,0,1,0.0
M-406_1,M-406,2021,2,0,0,2,0.0
M-406_1,M-406,2022,3,0,0,3,0.0
M-406_1,M-406,2023,3,0,0,4,0.0
M-406_1,M-406,2024,2,0,0,2,0.0
M-406_10,M-406,2016,2,0,0,3,0.0
M-406_10,M-406,2017,3,0,0,4,0.0
M-406_10,M-406,2018,6,0,0,8,0.0
M-406_10,M-406,2019,4,0,0,4,0.0
M-406_10,M-406,2020,3,0,0,5,0.0
M-406_10,M-406,2021,2,0,0,2,0.0
M-406_10,M-406,2022,6,0,0,13,0.0
M-406_10,M-406,2023,5,0,0,9,0.0
M-406_10,M-406,2024,2,0,0,5,0.0
M-406_11,M-406,2024,1,0,0,1,0.0
M-406_12,M-406,2020,1,0,0,1,0.0
M-406_12,M-406,2023,1,0,0,1,0.0
M-406_13,M-406,2016,1,0,0,1,0.0
M-406_13,M-406,2017,1,0,0,3,0.0
M-406_13,M-406,2019,1,0,0,1,0.0
M-406_13,M-406,2021,1,0,0,1,0.0
M-406_13,M-406,2022,1,0,0,1,0.0
M-406_14,M-406,2016,2,0,0,2,0.0
M-406_14,M-406,2018,1,0,0,1,0.0
M-406_14,M-406,2019,1,0,0,1,0.0
M-406_16,M-406,2016,2,0,1,2,50.0
M-406_16,M-406,2021,1,0,0,1,0.0
M-406_16,M-406,2022,2,0,0,3,0.0
M-406_16,M-406,2023,2,0,0,3,0.0
M-406_16,M-406,2024,1,0,0,1,0.0
M-406_17,M-406,2016,2,0,0,2,0.0
M-406_17,M-406,2017,1,0,0,1,0.0
M-406_17,M-406,2018,3,0,0,5,0.0
M-406_17,M-406,2019,3,0,0,3,0.0
M-406_17,M-406,2021,1,0,0,1,0.0
M-406_17,M-406,2022,1,0,0,1,0.0
M-406_17,M-406,2023,1,0,0,1,0.0
M-406_17,M-406,2024,1,0,0,1,0.0
M-406_2,M-406,2017,1,0,0,1,0.0
M-406_2,M-406,2018,2,0,0,2,0.0
M-406_2,M-406,2021,1,0,0,1,0.0
M-406_3,M-406,2016,2,0,0,2,0.0
M-406_3,M-406,2017,1,0,0,1,0.0
M-406_3,M-406,2019,2,0,0,2,0.0
M-406_3,M-406,2020,3,0,0,4,0.0
M-406_3,M-406,2021,1,0,0,1,0.0
M-406_3,M-406,2022,1,0,0,1,0.0
M-406_3,M-406,2023,2,0,0,2,0.0
M-406_3,M-406,2024,2,0,0,2,0.0
M-406_4,M-406,2016,3,0,0,3,0.0
M-406_4,M-406,2018,4,0,2,5,40.0
M-406_4,M-406,2019,1,0,0,1,0.0
M-406_4,M-406,2020,1,0,0,1,0.0
M-406_4,M-406,2021,1,0,1,3,33.3333
M-406_4,M-406,2022,2,0,0,4,0.0
M-406_4,M-406,2024,2,0,0,2,0.0
M-406_5,M-406,2016,1,0,0,1,0.0
M-406_5,M-406,2017,1,0,0,1,0.0
M-406_5,M-406,2018,1,0,0,1,0.0
M-406_5,M-406,2021,1,0,1,1,100.0
M-406_5,M-406,2022,2,0,1,3,33.3333
M-406_5,M-406,2023,1,0,0,1,0.0
M-406_6,M-406,2018,2,0,0,2,0.0
M-406_6,M-406,2019,3,0,0,5,0.0
M-406_6,M-406,2020,1,0,0,2,0.0
M-406_7,M-406,2017,1,0,0,1,0.0
M-406_7,M-406,2018,3,0,0,4,0.0
M-406_7,M-406,2019,1,0,0,1,0.0
M-406_7,M-406,2021,2,0,0,2,0.0
M-406_7,M-406,2023,1,0,0,1,0.0
M-406_8,M-406,2016,4,0,0,5,0.0
M-406_8,M-406,2017,2,0,0,3,0.0
M-406_8,M-406,2018,2,0,0,2,0.0
M-406_8,M-406,2019,3,0,0,3,0.0
M-406_8,M-406,2020,4,0,0,6,0.0
M-406_8,M-406,2021,4,0,1,5,20.0
M-406_8,M-406,2022,3,0,0,5,0.0
M-406_8,M-406,2023,2,0,0,2,0.0
M-406_8,M-406,2024,2,0,0,4,0.0
M-406_9,M-406,2016,1,0,0,1,0.0
M-406_9,M-406,2017,3,0,0,8,0.0
M-406_9,M-406,2018,6,0,0,7,0.0
M-406_9,M-406,2019,5,0,1,5,20.0
M-406_9,M-406,2020,3,0,0,3,0.0
M-406_9,M-406,2021,7,0,1,8,12.5
M-406_9,M-406,2022,3,0,0,3,0.0
M-406_9,M-406,2023,2,0,0,5,0.0
M-406_9,M-406,2024,5,3,2,10,50.0
M-407_0,M-407,2016,6,0,1,8,12.5
M-407_0,M-407,2017,1,0,0,1,0.0
M-407_0,M-407,2018,2,0,0,3,0.0
M-407_0,M-407,2019,1,0,0,1,0.0
M-407_0,M-407,2020,3,0,0,4,0.0
M-407_0,M-407,2021,7,0,0,7,0.0
M-407_0,M-407,2022,2,0,0,3,0.0
M-407_0,M-407,2023,2,0,0,2,0.0
M-407_0,M-407,2024,2,0,0,2,0.0
M-407_1,M-407,2017,3,1,0,4,25.0
M-407_1,M-407,2019,3,0,0,3,0.0
M-407_1,M-407,2022,4,0,0,5,0.0
M-407_1,M-407,2023,1,0,0,1,0.0
M-407_1,M-407,2024,4,0,0,4,0.0
M-407_10,M-407,2016,1,0,0,1,0.0
M-407_10,M-407,2017,1,0,0,1,0.0
M-407_10,M-407,2018,1,0,0,1,0.0
M-407_10,M-407,2019,2,0,0,5,0.0
M-407_10,M-407,2020,1,0,0,1,0.0
M-407_10,M-407,2022,1,0,1,1,100.0
M-407_10,M-407,2024,1,0,0,1,0.0
M-407_11,M-407,2017,2,1,0,2,50.0
M-407_11,M-407,2021,1,0,0,1,0.0
M-407_11,M-407,2023,1,0,0,1,0.0
M-407_11,M-407,2024,1,0,0,1,0.0
M-407_12,M-407,2016,1,0,0,1,0.0
M-407_12,M-407,2017,1,0,0,1,0.0
M-407_12,M-407,2019,1,0,0,1,0.0
M-407_13,M-407,2017,1,0,0,3,0.0
M-407_13,M-407,2018,1,0,0,1,0.0
M-407_13,M-407,2019,1,0,0,1,0.0
M-407_14,M-407,2016,2,0,0,2,0.0
M-407_14,M-407,2018,1,0,0,1,0.0
M-407_15,M-407,2017,2,0,1,3,33.3333
M-407_15,M-407,2018,1,0,0,1,0.0
M-407_15,M-407,2019,2,0,0,2,0.0
M-407_15,M-407,2020,1,0,0,1,0.0
M-407_15,M-407,2024,1,0,0,1,0.0
M-407_16,M-407,2018,1,0,0,1,0.0
M-407_16,M-407,2021,1,0,0,1,0.0
M-407_2,M-407,2016,10,0,0,11,0.0
M-407_2,M-407,2017,10,0,0,16,0.0
M-407_2,M-407,2018,8,0,1,10,10.0
M-407_2,M-407,2019,15,0,1,19,5.2632
M-407_2,M-407,2020,5,0,0,8,0.0
M-407_2,M-407,2021,8,0,0,8,0.0
M-407_2,M-407,2022,5,0,0,6,0.0
M-407_2,M-407,2024,8,0,0,8,0.0
M-407_3,M-407,2017,1,0,0,4,0.0
M-407_3,M-407,2018,1,0,0,1,0.0
M-407_3,M-407,2020,3,0,0,3,0.0
M-407_3,M-407,2021,1,0,0,2,0.0
M-407_3,M-407,2022,3,1,0,5,20.0
M-407_3,M-407,2023,1,0,0,1,0.0
M-407_3,M-407,2024,1,0,0,4,0.0
M-407_4,M-407,2016,1,0,0,1,0.0
M-407_4,M-407,2017,1,0,0,1,0.0
M-407_4,M-407,2018,1,0,0,1,0.0
M-407_4,M-407,2019,4,0,0,5,0.0
M-407_4,M-407,2020,1,0,1,2,50.0
M-407_4,M-407,2021,1,0,0,1,0.0
M-407_4,M-407,2022,2,0,0,2,0.0
M-407_4,M-407,2023,1,0,0,1,0.0
M-407_5,M-407,2017,1,0,0,1,0.0
M-407_5,M-407,2018,1,0,1,1,100.0
M-407_5,M-407,2019,1,0,0,1,0.0
M-407_5,M-407,2022,1,0,1,1,100.0
M-407_5,M-407,2023,1,0,0,2,0.0
M-407_57,M-407,2021,1,0,0,5,0.0
M-407_6,M-407,2016,1,0,0,1,0.0
M-407_6,M-407,2018,1,0,0,1,0.0
M-407_6,M-407,2019,1,1,0,1,100.0
M-407_6,M-407,2023,1,0,0,1,0.0
M-407_6,M-407,2024,2,0,0,4,0.0
M-407_7,M-407,2016,1,0,0,1,0.0
M-407_7,M-407,2018,1,0,0,1,0.0
M-407_7,M-407,2022,1,0,0,2,0.0
M-407_8,M-407,2017,1,0,0,2,0.0
M-407_8,M-407,2019,3,0,0,3,0.0
M-407_8,M-407,2023,2,1,0,2,50.0
M-407_9,M-407,2018,2,0,0,2,0.0
M-407_9,M-407,2020,1,0,0,1,0.0
M-407_9,M-407,2022,1,0,0,1,0.0
M-407_9,M-407,2024,1,0,0,1,0.0
M-408_0,M-408,2016,3,0,0,5,0.0
M-408_0,M-408,2017,6,0,0,11,0.0
M-408_0,M-408,2018,3,0,0,4,0.0
M-408_0,M-408,2019,5,0,0,5,0.0
M-408_0,M-408,2020,2,0,0,4,0.0
M-408_0,M-408,2021,3,0,0,5,0.0
M-408_0,M-408,2022,5,0,0,8,0.0
M-408_0,M-408,2023,3,0,0,4,0.0
M-408_0,M-408,2024,2,0,0,4,0.0
M-408_1,M-408,2016,3,0,0,10,0.0
M-408_1,M-408,2017,4,0,0,7,0.0
M-408_1,M-408,2018,6,0,0,8,0.0
M-408_1,M-408,2019,2,1,0,2,50.0
M-408_1,M-408,2020,1,0,0,3,0.0
M-408_1,M-408,2021,3,0,0,3,0.0
M-408_1,M-408,2022,6,0,1,12,8.3333
M-408_1,M-408,2023,2,0,0,7,0.0
M-408_1,M-408,2024,5,0,0,9,0.0
M-408_2,M-408,2016,3,0,0,5,0.0
M-408_2,M-408,2017,4,0,0,6,0.0
M-408_2,M-408,2018,4,0,0,6,0.0
M-408_2,M-408,2019,3,0,0,3,0.0
M-408_2,M-408,2020,1,0,0,1,0.0
M-408_2,M-408,2021,2,0,0,5,0.0
M-408_2,M-408,2022,2,0,0,4,0.0
M-408_2,M-408,2023,3,0,1,3,33.3333
M-408_3,M-408,2017,1,0,0,1,0.0
M-408_3,M-408,2018,2,0,0,2,0.0
M-408_3,M-408,2019,2,1,0,2,50.0
M-408_3,M-408,2020,1,0,0,3,0.0
M-408_3,M-408,2021,1,0,0,1,0.0
M-408_3,M-408,2022,2,0,2,8,25.0
M-408_3,M-408,2024,5,0,0,8,0.0
M-408_4,M-408,2017,1,0,0,1,0.0
M-408_4,M-408,2019,1,0,0,1,0.0
M-408_4,M-408,2021,1,0,0,1,0.0
M-408_4,M-408,2022,1,0,0,1,0.0
M-408_5,M-408,2016,1,0,0,1,0.0
M-408_5,M-408,2017,6,0,0,7,0.0
M-408_5,M-408,2018,1,0,0,4,0.0
M-408_5,M-408,2019,2,0,0,2,0.0
M-408_5,M-408,2021,2,0,0,2,0.0
M-408_5,M-408,2022,1,0,0,1,0.0
M-408_5,M-408,2023,3,0,0,4,0.0
M-409_0,M-409,2016,2,0,0,4,0.0
M-409_0,M-409,2017,7,0,0,13,0.0
M-409_0,M-409,2018,4,0,0,9,0.0
M-409_0,M-409,2019,6,0,0,10,0.0
M-409_0,M-409,2021,2,0,0,8,0.0
M-409_0,M-409,2022,3,0,0,7,0.0
M-409_0,M-409,2023,5,1,1,6,33.3333
M-409_0,M-409,2024,7,0,0,12,0.0
M-409_1,M-409,2016,3,0,1,5,20.0
M-409_1,M-409,2017,6,0,0,7,0.0
M-409_1,M-409,2018,1,0,0,1,0.0
M-409_1,M-409,2019,2,0,0,2,0.0
M-409_1,M-409,2020,1,0,0,1,0.0
M-409_1,M-409,2022,2,0,1,2,50.0
M-409_1,M-409,2024,4,0,0,6,0.0
M-409_2,M-409,2016,3,0,0,4,0.0
M-409_2,M-409,2018,2,0,0,4,0.0
M-409_2,M-409,2019,1,0,0,2,0.0
M-409_2,M-409,2021,2,0,1,3,33.3333
M-409_2,M-409,2022,1,0,0,1,0.0
M-409_2,M-409,2023,1,0,0,2,0.0
M-40_0,M-40,2016,1,0,0,2,0.0
M-40_0,M-40,2017,1,0,0,1,0.0
M-40_0,M-40,2018,1,0,0,1,0.0
M-40_0,M-40,2019,1,0,0,1,0.0
M-40_0,M-40,2020,2,0,0,6,0.0
M-40_0,M-40,2021,3,0,0,4,0.0
M-40_0,M-40,2022,2,0,0,2,0.0
M-40_0,M-40,2023,1,0,0,1,0.0
M-40_0,M-40,2024,1,0,1,1,100.0
M-40_1,M-40,2017,3,0,0,7,0.0
M-40_1,M-40,2018,3,0,0,5,0.0
M-40_1,M-40,2019,3,0,1,3,33.3333
M-40_1,M-40,2021,2,0,0,3,0.0
M-40_1,M-40,2022,2,0,1,2,50.0
M-40_1,M-40,2023,3,0,0,9,0.0
M-40_10,M-40,2016,5,0,0,5,0.0
M-40_10,M-40,2017,21,0,2,27,7.4074
M-40_10,M-40,2018,10,0,0,10,0.0
M-40_10,M-40,2019,11,0,0,13,0.0
M-40_10,M-40,2020,8,0,1,10,10.0
M-40_10,M-40,2021,10,0,0,21,0.0
M-40_10,M-40,2022,19,0,0,25,0.0
M-40_10,M-40,2023,10,0,0,19,0.0
M-40_10,M-40,2024,10,0,0,17,0.0
M-40_11,M-40,2016,4,0,0,4,0.0
M-40_11,M-40,2017,7,1,0,14,7.1429
M-40_11,M-40,2018,9,0,1,11,9.0909
M-40_11,M-40,2019,10,0,0,20,0.0
M-40_11,M-40,2020,2,0,0,3,0.0
M-40_11,M-40,2021,9,0,0,13,0.0
M-40_11,M-40,2022,11,0,2,12,16.6667
M-40_11,M-40,2023,3,0,2,4,50.0
M-40_11,M-40,2024,9,0,2,19,10.5263
M-40_12,M-40,2016,2,0,0,2,0.0
M-40_12,M-40,2017,3,0,0,3,0.0
M-40_12,M-40,2018,5,0,0,5,0.0
M-40_12,M-40,2019,3,0,1,8,12.5
M-40_12,M-40,2020,5,0,0,6,0.0
M-40_12,M-40,2021,3,0,0,3,0.0
M-40_12,M-40,2022,5,0,0,7,0.0
M-40_12,M-40,2023,10,0,0,13,0.0
M-40_12,M-40,2024,10,0,0,15,0.0
M-40_13,M-40,2016,3,0,1,4,25.0
M-40_13,M-40,2017,4,0,1,7,14.2857
M-40_13,M-40,2018,7,0,2,10,20.0
M-40_13,M-40,2019,2,0,0,2,0.0
M-40_13,M-40,2020,3,0,1,3,33.3333
M-40_13,M-40,2021,1,0,0,1,0.0
M-40_13,M-40,2022,2,0,0,3,0.0
M-40_13,M-40,2023,4,0,0,10,0.0
M-40_13,M-40,2024,3,0,0,4,0.0
M-40_14,M-40,2016,5,0,0,5,0.0
M-40_14,M-40,2017,6,0,0,8,0.0
M-40_14,M-40,2018,7,1,0,9,11.1111
M-40_14,M-40,2019,3,0,0,3,0.0
M-40_14,M-40,2020,2,0,0,2,0.0
M-40_14,M-40,2021,3,0,0,3,0.0
M-40_14,M-40,2022,8,0,0,10,0.0
M-40_14,M-40,2023,7,0,0,13,0.0
M-40_14,M-40,2024,6,0,1,9,11.1111
M-40_15,M-40,2016,5,0,0,7,0.0
M-40_15,M-40,2017,10,0,0,10,0.0
M-40_15,M-40,2018,8,0,0,9,0.0
M-40_15,M-40,2019,6,0,0,7,0.0
M-40_15,M-40,2020,4,0,2,5,40.0
M-40_15,M-40,2021,7,0,0,7,0.0
M-40_15,M-40,2022,9,0,0,12,0.0
M-40_15,M-40,2023,5,0,0,5,0.0
M-40_15,M-40,2024,10,0,0,11,0.0
M-40_16,M-40,2016,8,0,1,8,12.5
M-40_16,M-40,2017,4,0,1,4,25.0
M-40_16,M-40,2018,7,0,0,9,0.0
M-40_16,M-40,2019,6,0,0,7,0.0
M-40_16,M-40,2020,1,0,0,3,0.0
M-40_16,M-40,2021,4,0,0,5,0.0
M-40_16,M-40,2022,2,0,0,3,0.0
M-40_16,M-40,2023,4,0,0,8,0.0
M-40_16,M-40,2024,10,0,0,13,0.0
M-40_17,M-40,2016,1,0,0,1,0.0
M-40_17,M-40,2017,1,0,0,2,0.0
M-40_17,M-40,2018,5,1,1,9,22.2222
M-40_17,M-40,2020,1,0,0,1,0.0
M-40_17,M-40,2021,1,0,0,2,0.0
M-40_17,M-40,2022,4,0,0,6,0.0
M-40_17,M-40,2023,5,0,0,7,0.0
M-40_17,M-40,2024,4,0,0,5,0.0
M-40_18,M-40,2016,6,0,0,7,0.0
M-40_18,M-40,2017,7,0,0,7,0.0
M-40_18,M-40,2018,10,0,0,12,0.0
M-40_18,M-40,2019,3,0,0,3,0.0
M-40_18,M-40,2021,7,0,0,10,0.0
M-40_18,M-40,2022,5,0,1,5,20.0
M-40_18,M-40,2023,4,1,0,9,11.1111
M-40_18,M-40,2024,8,0,1,12,8.3333
M-40_19,M-40,2016,18,0,0,27,0.0
M-40_19,M-40,2017,7,0,0,8,0.0
M-40_19,M-40,2018,20,0,2,30,6.6667
M-40_19,M-40,2019,4,0,0,5,0.0
M-40_19,M-40,2020,6,0,0,11,0.0
M-40_19,M-40,2021,3,0,0,5,0.0
M-40_19,M-40,2022,4,0,0,5,0.0
M-40_19,M-40,2023,2,0,0,2,0.0
M-40_19,M-40,2024,6,0,0,8,0.0
M-40_2,M-40,2016,2,0,1,5,20.0
M-40_2,M-40,2018,3,0,0,5,0.0
M-40_2,M-40,2019,1,0,0,1,0.0
M-40_2,M-40,2021,2,0,0,2,0.0
M-40_2,M-40,2022,2,0,1,7,14.2857
M-40_2,M-40,2023,1,0,0,1,0.0
M-40_2,M-40,2024,1,0,0,1,0.0
M-40_20,M-40,2016,2,0,0,2,0.0
M-40_20,M-40,2017,6,0,0,7,0.0
M-40_20,M-40,2018,4,0,0,7,0.0
M-40_20,M-40,2019,6,0,0,6,0.0
M-40_20,M-40,2020,1,0,1,2,50.0
M-40_20,M-40,2021,2,0,1,2,50.0
M-40_20,M-40,2022,4,0,0,7,0.0
M-40_20,M-40,2023,1,0,0,1,0.0
M-40_20,M-40,2024,4,0,0,8,0.0
M-40_21,M-40,2016,19,0,1,27,3.7037
M-40_21,M-40,2017,21,0,2,26,7.6923
M-40_21,M-40,2018,18,0,0,22,0.0
M-40_21,M-40,2019,11,0,1,15,6.6667
M-40_21,M-40,2020,15,0,0,17,0.0
M-40_21,M-40,2021,12,0,0,19,0.0
M-40_21,M-40,2022,15,1,0,27,3.7037
M-40_21,M-40,2023,18,0,0,30,0.0
M-40_21,M-40,2024,20,0,1,32,3.125
M-40_22,M-40,2016,4,0,0,5,0.0
M-40_22,M-40,2017,11,0,0,15,0.0
M-40_22,M-40,2018,10,0,0,15,0.0
M-40_22,M-40,2019,11,0,0,21,0.0
M-40_22,M-40,2020,5,0,0,5,0.0
M-40_22,M-40,2021,10,0,0,14,0.0
M-40_22,M-40,2022,9,0,1,13,7.6923
M-40_22,M-40,2023,5,0,0,7,0.0
M-40_22,M-40,2024,8,0,0,13,0.0
M-40_23,M-40,2016,5,0,0,6,0.0
M-40_23,M-40,2017,11,0,0,14,0.0
M-40_23,M-40,2018,10,0,0,14,0.0
M-40_23,M-40,2019,8,0,0,14,0.0
M-40_23,M-40,2020,5,0,0,6,0.0
M-40_23,M-40,2021,7,0,0,10,0.0
M-40_23,M-40,2022,7,0,1,13,7.6923
M-40_23,M-40,2023,11,0,1,18,5.5556
M-40_23,M-40,2024,7,0,0,9,0.0
M-40_24,M-40,2016,9,0,0,15,0.0
M-40_24,M-40,2017,3,0,0,3,0.0
M-40_24,M-40,2018,2,0,0,2,0.0
M-40_24,M-40,2019,7,0,0,9,0.0
M-40_24,M-40,2020,2,0,0,2,0.0
M-40_24,M-40,2021,5,0,0,8,0.0
M-40_24,M-40,2022,5,0,0,5,0.0
M-40_24,M-40,2023,4,0,0,8,0.0
M-40_24,M-40,2024,4,0,0,5,0.0
M-40_25,M-40,2016,6,0,0,6,0.0
M-40_25,M-40,2017,9,0,0,13,0.0
M-40_25,M-40,2018,1,0,0,1,0.0
M-40_25,M-40,2019,7,0,0,10,0.0
M-40_25,M-40,2020,1,0,0,1,0.0
M-40_25,M-40,2021,4,0,0,6,0.0
M-40_25,M-40,2022,7,0,1,10,10.0
M-40_25,M-40,2023,10,0,1,14,7.1429
M-40_25,M-40,2024,7,0,1,11,9.0909
M-40_26,M-40,2016,1,0,0,1,0.0
M-40_26,M-40,2017,3,0,0,3,0.0
M-40_26,M-40,2018,2,0,0,2,0.0
M-40_26,M-40,2019,4,0,0,7,0.0
M-40_26,M-40,2020,2,0,0,2,0.0
M-40_26,M-40,2021,3,0,0,6,0.0
M-40_26,M-40,2022,1,0,0,1,0.0
M-40_26,M-40,2023,3,0,0,3,0.0
M-40_26,M-40,2024,2,0,0,4,0.0
M-40_27,M-40,2016,14,0,1,14,7.1429
M-40_27,M-40,2017,9,0,0,12,0.0
M-40_27,M-40,2018,11,0,0,17,0.0
M-40_27,M-40,2019,8,0,0,10,0.0
M-40_27,M-40,2020,11,0,0,20,0.0
M-40_27,M-40,2021,4,0,0,5,0.0
M-40_27,M-40,2022,10,0,0,19,0.0
M-40_27,M-40,2023,17,0,1,36,2.7778
M-40_27,M-40,2024,14,0,2,17,11.7647
M-40_28,M-40,2016,9,0,0,11,0.0
M-40_28,M-40,2017,5,0,1,7,14.2857
M-40_28,M-40,2018,8,0,1,9,11.1111
M-40_28,M-40,2019,2,0,0,2,0.0
M-40_28,M-40,2020,3,0,1,5,20.0
M-40_28,M-40,2021,3,0,0,4,0.0
M-40_28,M-40,2022,4,0,0,8,0.0
M-40_28,M-40,2023,4,0,1,4,25.0
M-40_28,M-40,2024,6,1,0,7,14.2857
M-40_29,M-40,2016,3,0,0,4,0.0
M-40_29,M-40,2017,8,0,0,17,0.0
M-40_29,M-40,2018,12,0,1,12,8.3333
M-40_29,M-40,2019,10,0,0,17,0.0
M-40_29,M-40,2020,4,0,0,4,0.0
M-40_29,M-40,2021,3,0,0,7,0.0
M-40_29,M-40,2022,4,0,0,5,0.0
M-40_29,M-40,2023,9,0,0,12,0.0
M-40_29,M-40,2024,6,0,1,12,8.3333
M-40_3,M-40,2016,1,0,1,1,100.0
M-40_3,M-40,2017,1,0,0,6,0.0
M-40_3,M-40,2018,6,1,2,6,50.0
M-40_3,M-40,2019,4,1,0,4,25.0
M-40_3,M-40,2020,1,0,0,1,0.0
M-40_3,M-40,2021,3,0,1,3,33.3333
M-40_3,M-40,2022,1,0,0,1,0.0
M-40_3,M-40,2023,1,0,0,1,0.0
M-40_3,M-40,2024,4,0,1,5,20.0
M-40_30,M-40,2016,7,0,0,8,0.0
M-40_30,M-40,2017,8,0,1,9,11.1111
M-40_30,M-40,2018,13,0,0,19,0.0
M-40_30,M-40,2019,9,0,0,11,0.0
M-40_30,M-40,2020,8,2,0,13,15.3846
M-40_30,M-40,2021,4,0,0,5,0.0
M-40_30,M-40,2022,8,0,0,14,0.0
M-40_30,M-40,2023,13,1,1,17,11.7647
M-40_30,M-40,2024,5,0,0,7,0.0
M-40_31,M-40,2017,1,0,0,1,0.0
M-40_31,M-40,2018,2,0,0,2,0.0
M-40_31,M-40,2019,2,0,0,2,0.0
M-40_31,M-40,2020,1,1,0,1,100.0
M-40_31,M-40,2021,1,0,0,1,0.0
M-40_31,M-40,2022,1,0,0,1,0.0
M-40_31,M-40,2023,1,0,0,1,0.0
M-40_31,M-40,2024,4,0,0,7,0.0
M-40_32,M-40,2016,2,0,0,4,0.0
M-40_32,M-40,2017,5,0,0,8,0.0
M-40_32,M-40,2018,5,0,0,6,0.0
M-40_32,M-40,2019,1,0,0,1,0.0
M-40_32,M-40,2020,2,0,0,2,0.0
M-40_32,M-40,2021,1,0,0,4,0.0
M-40_32,M-40,2022,4,0,0,5,0.0
M-40_32,M-40,2023,1,0,0,1,0.0
M-40_32,M-40,2024,3,0,0,4,0.0
M-40_33,M-40,2016,2,0,0,2,0.0
M-40_33,M-40,2018,2,0,0,2,0.0
M-40_33,M-40,2019,4,0,0,4,0.0
M-40_33,M-40,2020,1,0,0,2,0.0
M-40_33,M-40,2021,1,0,0,1,0.0
M-40_33,M-40,2022,3,1,0,4,25.0
M-40_33,M-40,2023,1,0,0,1,0.0
M-40_33,M-40,2024,1,0,0,1,0.0
M-40_34,M-40,2016,2,0,0,2,0.0
M-40_34,M-40,2017,4,0,0,8,0.0
M-40_34,M-40,2018,2,0,0,2,0.0
M-40_34,M-40,2019,2,0,0,2,0.0
M-40_34,M-40,2020,2,0,1,6,16.6667
M-40_34,M-40,2021,1,0,0,1,0.0
M-40_34,M-40,2023,1,0,0,2,0.0
M-40_34,M-40,2024,2,0,0,4,0.0
M-40_35,M-40,2016,1,0,0,2,0.0
M-40_35,M-40,2017,1,0,1,1,100.0
M-40_35,M-40,2018,3,0,0,4,0.0
