CARRETERA,YEAR,n_accidents,n_fatal_30d,n_serious_30d,yoy_delta_abs,yoy_delta_pct,is_covid_year
M-540,2017,1,0,0,,,False
M-540,2018,1,0,0,0.0,0.0,False
M-541,2016,1,0,0,,,False
M-541,2019,1,0,1,0.0,0.0,False
M-541,2020,1,0,1,0.0,0.0,True
M-541,2021,3,0,2,2.0,200.0,True
M-541,2023,1,0,1,-2.0,-66.67,False
M-541,2024,1,0,0,0.0,0.0,False
M-542,2017,1,0,0,,,False
M-542,2024,1,0,0,0.0,0.0,False
M-543,2017,1,0,0,,,False
M-543,2018,1,0,0,0.0,0.0,False
M-543,2023,1,0,1,0.0,0.0,False
M-545,2018,1,0,0,,,False
M-545,2019,1,0,0,0.0,0.0,False
M-545,2021,1,0,0,0.0,0.0,True
M-545,2024,1,0,0,0.0,0.0,False
M-548,2020,1,1,0,,,True
M-549,2021,1,0,0,,,True
M-600,2016,44,0,4,,,False
M-600,2017,47,1,1,3.0,6.82,False
M-600,2018,50,1,2,3.0,6.38,False
M-600,2019,57,2,5,7.0,14.0,False
M-600,2020,42,0,4,-15.0,-26.32,True
M-600,2021,51,1,2,9.0,21.43,True
M-600,2022,60,1,3,9.0,17.65,False
M-600,2023,48,3,10,-12.0,-20.0,False
M-600,2024,36,0,5,-12.0,-25.0,False
M-601,2016,20,0,1,,,False
M-601,2017,25,0,3,5.0,25.0,False
M-601,2018,18,0,5,-7.0,-28.0,False
M-601,2019,25,1,4,7.0,38.89,False
M-601,2020,18,0,0,-7.0,-28.0,True
M-601,2021,14,0,0,-4.0,-22.22,True
M-601,2022,17,0,1,3.0,21.43,False
M-601,2023,17,1,2,0.0,0.0,False
M-601,2024,19,1,5,2.0,11.76,False
M-603,2016,14,0,0,,,False
M-603,2017,10,0,0,-4.0,-28.57,False
M-603,2018,9,0,0,-1.0,-10.0,False
M-603,2019,12,0,0,3.0,33.33,False
M-603,2020,10,0,0,-2.0,-16.67,True
M-603,2021,7,0,0,-3.0,-30.0,True
M-603,2022,12,0,1,5.0,71.43,False
M-603,2023,7,0,0,-5.0,-41.67,False
M-603,2024,5,0,1,-2.0,-28.57,False
M-604,2016,8,0,1,,,False
M-604,2017,6,0,1,-2.0,-25.0,False
M-604,2018,8,3,1,2.0,33.33,False
M-604,2019,15,2,1,7.0,87.5,False
M-604,2020,3,0,0,-12.0,-80.0,True
M-604,2021,8,2,1,5.0,166.67,True
M-604,2022,1,0,2,-7.0,-87.5,False
M-604,2023,5,0,1,4.0,400.0,False
M-604,2024,8,0,0,3.0,60.0,False
M-605,2016,4,0,1,,,False
M-605,2017,3,0,0,-1.0,-25.0,False
M-605,2018,2,0,0,-1.0,-33.33,False
M-605,2019,5,0,0,3.0,150.0,False
M-605,2020,2,0,0,-3.0,-60.0,True
M-605,2021,2,0,0,0.0,0.0,True
M-605,2022,2,0,0,0.0,0.0,False
M-605,2023,1,0,0,-1.0,-50.0,False
M-605,2024,1,0,0,0.0,0.0,False
M-607,2016,104,1,9,,,False
M-607,2017,86,2,9,-18.0,-17.31,False
M-607,2018,110,0,7,24.0,27.91,False
M-607,2019,87,1,3,-23.0,-20.91,False
M-607,2020,70,0,2,-17.0,-19.54,True
M-607,2021,62,1,1,-8.0,-11.43,True
M-607,2022,77,1,2,15.0,24.19,False
M-607,2023,64,3,6,-13.0,-16.88,False
M-607,2024,47,2,4,-17.0,-26.56,False
M-607 CRBC,2016,1,0,0,,,False
M-607 CRBC,2022,1,0,0,0.0,0.0,False
M-608,2016,49,2,6,,,False
M-608,2017,39,2,3,-10.0,-20.41,False
M-608,2018,36,0,5,-3.0,-7.69,False
M-608,2019,30,1,4,-6.0,-16.67,False
M-608,2020,33,0,4,3.0,10.0,True
M-608,2021,39,1,0,6.0,18.18,True
M-608,2022,37,4,0,-2.0,-5.13,False
M-608,2023,24,5,2,-13.0,-35.14,False
M-608,2024,29,0,3,5.0,20.83,False
M-609,2016,6,1,0,,,False
M-609,2017,6,0,0,0.0,0.0,False
M-609,2018,3,0,0,-3.0,-50.0,False
M-609,2019,11,0,0,8.0,266.67,False
M-609,2020,5,1,0,-6.0,-54.55,True
M-609,2021,7,1,1,2.0,40.0,True
M-609,2022,4,2,0,-3.0,-42.86,False
M-609,2023,5,0,0,1.0,25.0,False
M-609,2024,4,0,0,-1.0,-20.0,False
M-610,2016,2,0,0,,,False
M-610,2017,5,0,1,3.0,150.0,False
M-610,2018,8,0,0,3.0,60.0,False
M-610,2019,3,0,1,-5.0,-62.5,False
M-610,2020,5,0,0,2.0,66.67,True
M-610,2021,6,0,0,1.0,20.0,True
M-610,2022,2,0,0,-4.0,-66.67,False
M-610,2023,1,0,0,-1.0,-50.0,False
M-610,2024,3,0,0,2.0,200.0,False
M-611,2016,6,0,1,,,False
M-611,2017,13,0,4,7.0,116.67,False
M-611,2018,8,0,1,-5.0,-38.46,False
M-611,2019,15,0,1,7.0,87.5,False
M-611,2020,9,0,0,-6.0,-40.0,True
M-611,2021,24,0,3,15.0,166.67,True
M-611,2022,12,0,1,-12.0,-50.0,False
M-611,2023,17,0,2,5.0,41.67,False
M-611,2024,18,0,3,1.0,5.88,False
M-612,2016,3,1,0,,,False
M-612,2017,3,1,0,0.0,0.0,False
M-612,2019,1,0,0,-2.0,-66.67,False
M-612,2020,2,0,1,1.0,100.0,True
M-612,2021,2,1,0,0.0,0.0,True
M-612,2022,3,0,0,1.0,50.0,False
M-612,2023,1,0,0,-2.0,-66.67,False
M-614,2016,2,0,0,,,False
M-614,2017,10,0,2,8.0,400.0,False
M-614,2018,8,0,0,-2.0,-20.0,False
M-614,2019,7,1,0,-1.0,-12.5,False
M-614,2020,7,0,0,0.0,0.0,True
M-614,2021,8,0,0,1.0,14.29,True
M-614,2022,6,0,0,-2.0,-25.0,False
M-614,2023,2,0,1,-4.0,-66.67,False
M-614,2024,8,0,1,6.0,300.0,False
M-615,2016,1,0,0,,,False
M-615,2019,2,0,0,1.0,100.0,False
M-615,2020,2,0,0,0.0,0.0,True
M-615,2021,1,0,0,-1.0,-50.0,True
M-615,2022,1,0,0,0.0,0.0,False
M-615,2023,3,0,0,2.0,200.0,False
M-615,2024,2,0,0,-1.0,-33.33,False
M-616,2016,5,0,0,,,False
M-616,2017,9,0,0,4.0,80.0,False
M-616,2018,6,0,0,-3.0,-33.33,False
M-616,2019,7,0,0,1.0,16.67,False
M-616,2020,4,0,0,-3.0,-42.86,True
M-616,2021,9,0,1,5.0,125.0,True
M-616,2022,2,0,0,-7.0,-77.78,False
M-616,2023,2,0,0,0.0,0.0,False
M-616,2024,3,0,0,1.0,50.0,False
M-616 CB,2016,1,0,0,,,False
M-617,2017,2,0,0,,,False
M-617,2018,1,0,0,-1.0,-50.0,False
M-617,2020,3,0,1,2.0,200.0,True
M-617,2021,2,0,0,-1.0,-33.33,True
M-617,2022,1,0,0,-1.0,-50.0,False
M-618,2016,17,0,0,,,False
M-618,2017,15,0,1,-2.0,-11.76,False
M-618,2018,16,1,1,1.0,6.67,False
M-618,2019,15,0,1,-1.0,-6.25,False
M-618,2020,7,0,0,-8.0,-53.33,True
M-618,2021,19,0,1,12.0,171.43,True
M-618,2022,10,0,2,-9.0,-47.37,False
M-618,2023,14,0,1,4.0,40.0,False
M-618,2024,11,0,0,-3.0,-21.43,False
M-619,2016,2,0,0,,,False
M-619,2017,2,0,0,0.0,0.0,False
M-619,2018,8,0,0,6.0,300.0,False
M-619,2019,5,0,1,-3.0,-37.5,False
M-619,2020,2,0,0,-3.0,-60.0,True
M-619,2021,6,0,2,4.0,200.0,True
M-619,2022,5,0,3,-1.0,-16.67,False
M-619,2023,7,0,3,2.0,40.0,False
M-619,2024,4,0,0,-3.0,-42.86,False
M-620,2016,2,0,0,,,False
M-620,2018,3,0,1,1.0,50.0,False
M-620,2019,3,0,0,0.0,0.0,False
M-620,2020,2,1,0,-1.0,-33.33,True
M-620,2022,3,1,0,1.0,50.0,False
M-620,2023,4,0,0,1.0,33.33,False
M-621,2016,2,0,0,,,False
M-621,2020,1,0,0,-1.0,-50.0,True
M-621,2022,2,0,0,1.0,100.0,False
M-622,2016,2,0,0,,,False
M-622,2017,6,0,0,4.0,200.0,False
M-622,2018,6,0,0,0.0,0.0,False
M-622,2019,10,1,2,4.0,66.67,False
M-622,2020,3,1,2,-7.0,-70.0,True
M-622,2021,2,0,1,-1.0,-33.33,True
M-622,2022,7,0,0,5.0,250.0,False
M-622,2023,2,0,0,-5.0,-71.43,False
M-622,2024,4,0,0,2.0,100.0,False
M-623,2016,5,0,1,,,False
M-623,2017,9,1,2,4.0,80.0,False
M-623,2018,8,0,1,-1.0,-11.11,False
M-623,2019,9,0,0,1.0,12.5,False
M-623,2020,6,0,1,-3.0,-33.33,True
M-623,2021,9,0,1,3.0,50.0,True
M-623,2022,8,0,1,-1.0,-11.11,False
M-623,2023,6,0,3,-2.0,-25.0,False
M-623,2024,7,0,0,1.0,16.67,False
M-625,2016,8,0,2,,,False
M-625,2017,9,1,2,1.0,12.5,False
M-625,2018,9,1,4,0.0,0.0,False
M-625,2019,9,1,1,0.0,0.0,False
M-625,2020,9,0,1,0.0,0.0,True
M-625,2021,7,0,0,-2.0,-22.22,True
M-625,2022,13,0,2,6.0,85.71,False
M-625,2023,7,1,0,-6.0,-46.15,False
M-625,2024,4,0,0,-3.0,-42.86,False
M-626,2016,1,0,0,,,False
M-626,2017,3,0,1,2.0,200.0,False
M-626,2019,1,0,1,-2.0,-66.67,False
M-626,2020,3,0,0,2.0,200.0,True
M-626,2021,4,0,0,1.0,33.33,True
M-626,2022,4,1,1,0.0,0.0,False
M-626,2024,2,0,1,-2.0,-50.0,False
M-627,2017,1,0,0,,,False
M-627,2021,1,0,0,0.0,0.0,True
M-627,2022,1,0,0,0.0,0.0,False
M-627,2024,1,0,0,0.0,0.0,False
M-629,2016,3,0,1,,,False
M-629,2017,4,1,0,1.0,33.33,False
M-629,2019,3,0,0,-1.0,-25.0,False
M-629,2020,2,0,0,-1.0,-33.33,True
M-629,2021,2,0,0,0.0,0.0,True
M-629,2023,6,1,2,4.0,200.0,False
M-629,2024,5,1,0,-1.0,-16.67,False
M-631,2016,1,0,1,,,False
M-631,2017,2,0,0,1.0,100.0,False
M-631,2018,3,1,0,1.0,50.0,False
M-631,2019,1,0,0,-2.0,-66.67,False
M-631,2020,2,0,0,1.0,100.0,True
M-631,2021,1,0,0,-1.0,-50.0,True
M-631,2022,1,0,0,0.0,0.0,False
M-631,2023,4,0,1,3.0,300.0,False
M-631,2024,2,0,1,-2.0,-50.0,False
M-633,2016,2,0,1,,,False
M-633,2018,1,0,0,-1.0,-50.0,False
M-634,2017,1,0,0,,,False
M-634,2019,2,0,0,1.0,100.0,False
M-634,2022,1,0,0,-1.0,-50.0,False
M-635,2021,1,0,1,,,True
M-635,2024,1,0,0,0.0,0.0,False
M-636,2022,1,0,1,,,False
M-637,2016,1,0,0,,,False
M-637,2017,3,0,0,2.0,200.0,False
M-637,2018,3,1,0,0.0,0.0,False
M-637,2019,5,0,1,2.0,66.67,False
M-637,2020,1,0,0,-4.0,-80.0,True
M-637,2021,1,0,0,0.0,0.0,True
M-637,2022,3,0,0,2.0,200.0,False
M-637,2023,1,0,0,-2.0,-66.67,False
M-637,2024,4,0,0,3.0,300.0,False
M-822,2020,1,0,0,,,True
M-823,2016,5,1,0,,,False
M-823,2017,4,0,0,-1.0,-20.0,False
M-823,2018,3,0,1,-1.0,-25.0,False
M-823,2019,3,1,0,0.0,0.0,False
M-823,2020,2,0,0,-1.0,-33.33,True
M-823,2021,2,0,0,0.0,0.0,True
M-823,2022,4,0,0,2.0,100.0,False
M-823,2023,4,0,0,0.0,0.0,False
M-823,2024,1,0,0,-3.0,-75.0,False
M-831,2017,1,0,1,,,False
M-831,2019,1,0,0,0.0,0.0,False
M-831RE,2021,1,0,0,,,True
M-831RE,2023,1,0,0,0.0,0.0,False
M-832,2016,1,0,0,,,False
M-832,2017,2,0,0,1.0,100.0,False
M-832,2018,2,0,0,0.0,0.0,False
M-832,2019,3,0,0,1.0,50.0,False
M-832,2021,1,0,0,-2.0,-66.67,True
M-832,2022,1,0,0,0.0,0.0,False
M-832,2023,2,0,0,1.0,100.0,False
M-832,2024,2,0,0,0.0,0.0,False
M-841,2016,6,0,1,,,False
M-841,2017,5,0,1,-1.0,-16.67,False
M-841,2018,4,0,0,-1.0,-20.0,False
M-841,2019,1,0,0,-3.0,-75.0,False
M-841,2020,3,1,0,2.0,200.0,True
M-841,2021,4,0,0,1.0,33.33,True
M-841,2022,5,0,0,1.0,25.0,False
M-841,2023,9,1,0,4.0,80.0,False
M-841,2024,6,0,1,-3.0,-33.33,False
M-851,2016,2,0,0,,,False
M-851,2017,3,2,3,1.0,50.0,False
M-851,2018,2,0,0,-1.0,-33.33,False
M-851,2019,2,1,1,0.0,0.0,False
M-851,2020,1,0,0,-1.0,-50.0,True
M-851,2023,1,0,0,0.0,0.0,False
M-851,2024,1,0,0,0.0,0.0,False
M-852,2019,1,0,0,,,False
M-853,2016,2,0,0,,,False
M-853,2017,1,0,0,-1.0,-50.0,False
M-853,2018,3,0,0,2.0,200.0,False
M-853,2019,1,0,0,-2.0,-66.67,False
M-853,2020,1,0,0,0.0,0.0,True
M-853A,2016,1,0,0,,,False
M-855,2016,4,0,2,,,False
M-855,2017,1,0,0,-3.0,-75.0,False
M-855,2018,2,0,0,1.0,100.0,False
M-855,2021,5,0,0,3.0,150.0,True
M-855,2023,4,0,1,-1.0,-20.0,False
M-855,2024,3,0,0,-1.0,-25.0,False
M-856,2016,10,0,1,,,False
M-856,2017,10,0,0,0.0,0.0,False
M-856,2018,5,0,1,-5.0,-50.0,False
M-856,2019,7,0,0,2.0,40.0,False
M-856,2020,4,0,0,-3.0,-42.86,True
M-856,2021,6,2,1,2.0,50.0,True
M-856,2022,5,0,0,-1.0,-16.67,False
M-856,2023,2,0,0,-3.0,-60.0,False
M-856,2024,7,0,0,5.0,250.0,False
M-861,2021,1,0,0,,,True
M-862,2017,1,0,0,,,False
M-862,2021,1,0,1,0.0,0.0,True
M-862,2022,2,0,0,1.0,100.0,False
M-862,2024,2,0,0,0.0,0.0,False
M-863,2018,1,0,0,,,False
M-912,2016,1,0,0,,,False
M-912,2017,1,0,0,0.0,0.0,False
M-913,2022,1,0,0,,,False
M-914,2022,1,0,0,,,False
M-942,2017,2,0,0,,,False
M-942A,2020,1,0,0,,,True
M-942RE,2022,1,0,0,,,False
M-951,2020,1,0,0,,,True
M-952,2020,1,0,0,,,True
M-952,2024,1,0,0,0.0,0.0,False
M-954,2024,1,0,1,,,False
M-957,2023,1,0,0,,,False
M-957,2024,2,0,0,1.0,100.0,False
M-959,2016,3,0,1,,,False
M-959,2017,1,0,0,-2.0,-66.67,False
M-959,2018,1,0,0,0.0,0.0,False
M-959,2019,2,1,0,1.0,100.0,False
M-959,2021,3,1,2,1.0,50.0,True
M-959,2022,1,0,0,-2.0,-66.67,False
M-959,2024,4,1,0,3.0,300.0,False
M-962,2017,1,0,0,,,False
M-966,2017,1,0,0,,,False
M-966,2018,1,0,0,0.0,0.0,False
M-966,2020,1,0,0,0.0,0.0,True
M-966,2021,1,0,0,0.0,0.0,True
M-966,2024,2,0,1,1.0,100.0,False
M-978,2016,1,0,0,,,False
M-988,2016,1,0,0,,,False
M115,2019,1,0,0,,,False
M118,2019,1,0,0,,,False
M206,2019,1,0,0,,,False
M206,2020,3,0,0,2.0,200.0,True
M21,2019,1,0,0,,,False
M305 RE,2023,1,0,0,,,False
M503,2020,1,0,0,,,True
M510,2019,1,0,0,,,False
M513,2020,1,0,0,,,True
M607,2020,1,0,0,,,True
M610,2020,2,0,0,,,True
M625,2020,1,0,0,,,True
M626,2020,1,0,0,,,True
M629,2020,1,0,0,,,True
M637,2020,1,0,0,,,True
MR PATONES,2018,1,0,0,,,False
N-103 CAMI,2020,1,0,0,,,True
N-1A,2022,4,0,0,,,False
N-1A,2023,4,0,1,0.0,0.0,False
N-1A,2024,3,0,0,-1.0,-25.0,False
N-320,2016,14,0,3,,,False
N-320,2017,20,0,1,6.0,42.86,False
N-320,2018,13,1,1,-7.0,-35.0,False
N-320,2019,10,0,5,-3.0,-23.08,False
N-320,2020,7,0,0,-3.0,-30.0,True
N-320,2021,3,0,1,-4.0,-57.14,True
N-320,2022,4,0,0,1.0,33.33,False
N-320,2023,7,0,3,3.0,75.0,False
N-320,2024,8,0,0,1.0,14.29,False
N-3A,2022,1,0,0,,,False
N-3A,2023,4,0,0,3.0,300.0,False
N-400,2016,7,0,2,,,False
N-400,2017,6,0,1,-1.0,-14.29,False
N-400,2018,3,0,1,-3.0,-50.0,False
N-400,2019,4,1,1,1.0,33.33,False
N-400,2020,5,0,2,1.0,25.0,True
N-400,2021,4,0,0,-1.0,-20.0,True
N-400,2022,11,3,1,7.0,175.0,False
N-400,2023,7,1,4,-4.0,-36.36,False
N-400,2024,10,2,3,3.0,42.86,False
N-403,2016,2,0,0,,,False
N-403,2017,1,0,0,-1.0,-50.0,False
N-403,2018,2,0,0,1.0,100.0,False
N-403,2019,3,0,2,1.0,50.0,False
N-403,2020,5,1,3,2.0,66.67,True
N-403,2022,2,0,0,-3.0,-60.0,False
N-403,2023,1,0,0,-1.0,-50.0,False
N-403,2024,3,0,2,2.0,200.0,False
N-4A,2023,4,0,0,,,False
N-4A,2024,1,0,0,-3.0,-75.0,False
N-5A,2022,5,0,0,,,False
N-5A,2023,4,0,0,-1.0,-20.0,False
N-5A,2024,5,0,0,1.0,25.0,False
N-6,2022,6,0,0,,,False
N-6,2023,12,1,0,6.0,100.0,False
N-6,2024,10,0,1,-2.0,-16.67,False
N-601,2020,1,0,0,,,True
N-I,2016,4,0,0,,,False
N-I,2017,3,0,1,-1.0,-25.0,False
N-I,2018,5,0,0,2.0,66.67,False
N-I,2019,2,0,0,-3.0,-60.0,False
N-I,2021,1,0,0,-1.0,-50.0,True
N-IA,2017,3,0,0,,,False
N-IA,2018,1,0,0,-2.0,-66.67,False
N-IA,2019,3,0,0,2.0,200.0,False
N-IA,2021,4,0,1,1.0,33.33,True
N-IIIA,2016,15,0,2,,,False
N-IIIA,2017,10,0,0,-5.0,-33.33,False
N-IIIA,2018,5,1,0,-5.0,-50.0,False
N-IIIA,2019,4,0,1,-1.0,-20.0,False
N-IIIA,2021,4,0,1,0.0,0.0,True
N-IIIA,2022,1,0,0,-3.0,-75.0,False
N-IV,2020,1,0,0,,,True
N-IV,2022,1,1,0,0.0,0.0,False
N-IVA,2016,1,0,0,,,False
N-IVA,2017,1,0,0,0.0,0.0,False
N-IVA,2018,1,0,0,0.0,0.0,False
N-IVA,2020,2,0,1,1.0,100.0,True
N-V,2017,6,0,0,,,False
N-V,2018,3,0,1,-3.0,-50.0,False
N-V,2019,4,0,0,1.0,33.33,False
N-V,2020,5,0,1,1.0,25.0,True
N-V,2021,1,0,0,-4.0,-80.0,True
N-VA,2021,4,0,0,,,True
N-VI,2016,8,0,1,,,False
N-VI,2017,12,0,1,4.0,50.0,False
N-VI,2018,10,0,0,-2.0,-16.67,False
N-VI,2019,12,0,0,2.0,20.0,False
N-VI,2020,6,0,0,-6.0,-50.0,True
N-VI,2021,7,1,0,1.0,16.67,True
NO INVENTARIADA,2016,2,60,1052,,,False
NO INVENTARIADA,2017,3,49,1094,1.0,50.0,False
NO INVENTARIADA,2018,0,63,997,-3.0,-100.0,False
NO INVENTARIADA,2019,1,61,673,1.0,inf,False
NO INVENTARIADA,2020,1,57,475,0.0,0.0,True
NO INVENTARIADA,2021,2,55,662,1.0,100.0,True
NO INVENTARIADA,2022,3,47,607,1.0,50.0,False
NO INVENTARIADA,2023,0,57,679,-3.0,-100.0,False
NO INVENTARIADA,2024,0,52,719,0.0,,False
R-2,2016,2,0,0,,,False
R-2,2017,2,0,0,0.0,0.0,False
R-2,2018,6,0,0,4.0,200.0,False
R-2,2019,9,0,0,3.0,50.0,False
R-2,2020,1,0,0,-8.0,-88.89,True
R-2,2021,6,1,0,5.0,500.0,True
R-2,2022,3,0,0,-3.0,-50.0,False
R-2,2023,4,0,0,1.0,33.33,False
R-2,2024,4,0,1,0.0,0.0,False
R-3,2016,4,0,2,,,False
R-3,2017,6,0,0,2.0,50.0,False
R-3,2018,1,0,0,-5.0,-83.33,False
R-3,2019,7,1,0,6.0,600.0,False
R-3,2020,3,1,2,-4.0,-57.14,True
R-3,2021,10,0,0,7.0,233.33,True
R-3,2022,7,3,1,-3.0,-30.0,False
R-3,2023,9,1,0,2.0,28.57,False
R-3,2024,7,3,1,-2.0,-22.22,False
R-4,2016,3,0,0,,,False
R-4,2017,3,0,1,0.0,0.0,False
R-4,2018,3,0,0,0.0,0.0,False
R-4,2019,4,1,1,1.0,33.33,False
R-4,2020,2,0,0,-2.0,-50.0,True
R-4,2021,2,0,0,0.0,0.0,True
R-4,2022,6,1,0,4.0,200.0,False
R-4,2023,4,0,0,-2.0,-33.33,False
R-4,2024,8,1,2,4.0,100.0,False
R-5,2016,5,0,2,,,False
R-5,2017,5,1,1,0.0,0.0,False
R-5,2018,1,0,0,-4.0,-80.0,False
R-5,2019,6,0,1,5.0,500.0,False
R-5,2020,1,0,0,-5.0,-83.33,True
R-5,2021,5,1,2,4.0,400.0,True
R-5,2022,7,0,2,2.0,40.0,False
R-5,2023,6,0,1,-1.0,-14.29,False
R-5,2024,5,0,0,-1.0,-16.67,False
R3,2021,1,0,0,,,True
RE-1,2018,2,1,1,,,False
RE-12,2020,1,0,0,,,True
RE-12,2021,1,0,0,0.0,0.0,True
RE-12,2023,1,0,0,0.0,0.0,False
RE-4,2019,1,0,0,,,False
RE-5,2020,6,0,1,,,True
RE12,2022,1,0,0,,,False
URB CARAQU,2017,1,0,0,,,False
