CARRETERA,TIPO_ACCIDENTE_LABEL,YEAR,n_accidents,n_total_road_year,rel_freq_pct
M-600,Salida de la vía por la izquierda con vuelco,2016,1,44,2.2727
M-600,Salida de la vía por la izquierda con vuelco,2017,1,47,2.1277
M-600,Salida de la vía por la izquierda con vuelco,2018,1,50,2.0
M-600,Salida de la vía por la izquierda con vuelco,2019,1,57,1.7544
M-600,Salida de la vía por la izquierda con vuelco,2021,3,51,5.8824
M-600,Salida de la vía por la izquierda con vuelco,2022,1,60,1.6667
M-600,"Salida de la vía por la izquierda, otro tipo",2016,3,44,6.8182
M-600,"Salida de la vía por la izquierda, otro tipo",2020,1,42,2.381
M-600,"Salida de la vía por la izquierda, otro tipo",2022,1,60,1.6667
M-600,"Salida de la vía por la izquierda, otro tipo",2023,1,48,2.0833
M-600,"Salida de la vía por la izquierda, otro tipo",2024,2,36,5.5556
M-600,Vuelco,2017,1,47,2.1277
M-601,Atropello a personas,2016,1,20,5.0
M-601,Atropello a personas,2017,1,25,4.0
M-601,Atropello a personas,2022,1,17,5.8824
M-601,Atropello a personas,2023,1,17,5.8824
M-601,Atropello a personas,2024,1,19,5.2632
M-601,Caída,2016,1,20,5.0
M-601,Caída,2017,2,25,8.0
M-601,Caída,2019,1,25,4.0
M-601,Caída,2020,1,18,5.5556
M-601,Caída,2021,1,14,7.1429
M-601,Colisión contra obstáculo o elemento de la vía,2018,1,18,5.5556
M-601,Colisión frontal,2016,1,20,5.0
M-601,Colisión frontal,2017,3,25,12.0
M-601,Colisión frontal,2018,1,18,5.5556
M-601,Colisión frontal,2019,8,25,32.0
M-601,Colisión frontal,2022,3,17,17.6471
M-601,Colisión frontal,2024,2,19,10.5263
M-601,Colisión fronto-lateral,2016,4,20,20.0
M-601,Colisión fronto-lateral,2017,4,25,16.0
M-601,Colisión fronto-lateral,2018,3,18,16.6667
M-601,Colisión fronto-lateral,2019,1,25,4.0
M-601,Colisión fronto-lateral,2020,5,18,27.7778
M-601,Colisión fronto-lateral,2021,2,14,14.2857
M-601,Colisión fronto-lateral,2022,2,17,11.7647
M-601,Colisión fronto-lateral,2023,2,17,11.7647
M-601,Colisión fronto-lateral,2024,4,19,21.0526
M-601,Colisión lateral,2017,2,25,8.0
M-601,Colisión lateral,2018,1,18,5.5556
M-601,Colisión lateral,2019,1,25,4.0
M-601,Colisión lateral,2020,1,18,5.5556
M-601,Colisión lateral,2023,1,17,5.8824
M-601,Colisión lateral,2024,1,19,5.2632
M-601,Colisión múltiple,2016,3,20,15.0
M-601,Colisión múltiple,2017,1,25,4.0
M-601,Colisión múltiple,2018,2,18,11.1111
M-601,Colisión múltiple,2019,4,25,16.0
M-601,Colisión múltiple,2020,1,18,5.5556
M-601,Colisión múltiple,2022,3,17,17.6471
M-601,Colisión múltiple,2023,1,17,5.8824
M-601,Colisión por alcance,2016,5,20,25.0
M-601,Colisión por alcance,2017,8,25,32.0
M-601,Colisión por alcance,2018,9,18,50.0
M-601,Colisión por alcance,2019,8,25,32.0
M-601,Colisión por alcance,2020,7,18,38.8889
M-601,Colisión por alcance,2021,8,14,57.1429
M-601,Colisión por alcance,2022,5,17,29.4118
M-601,Colisión por alcance,2023,8,17,47.0588
M-601,Colisión por alcance,2024,3,19,15.7895
M-601,Otro tipo de accidente,2023,1,17,5.8824
M-601,Salida de la vía por la derecha con colisión,2016,1,20,5.0
M-601,Salida de la vía por la derecha con colisión,2018,1,18,5.5556
M-601,Salida de la vía por la derecha con colisión,2021,1,14,7.1429
M-601,Salida de la vía por la derecha con colisión,2023,1,17,5.8824
M-601,Salida de la vía por la derecha con colisión,2024,1,19,5.2632
M-601,Salida de la vía por la derecha con despeñamiento,2016,1,20,5.0
M-601,Salida de la vía por la derecha con despeñamiento,2020,1,18,5.5556
M-601,Salida de la vía por la derecha con despeñamiento,2024,1,19,5.2632
M-601,Salida de la vía por la derecha con vuelco,2017,1,25,4.0
M-601,Salida de la vía por la derecha otro tipo,2016,2,20,10.0
M-601,Salida de la vía por la derecha otro tipo,2017,1,25,4.0
M-601,Salida de la vía por la derecha otro tipo,2019,1,25,4.0
M-601,Salida de la vía por la derecha otro tipo,2021,1,14,7.1429
M-601,Salida de la vía por la derecha otro tipo,2022,3,17,17.6471
M-601,Salida de la vía por la derecha otro tipo,2023,1,17,5.8824
M-601,Salida de la vía por la derecha otro tipo,2024,3,19,15.7895
M-601,Salida de la vía por la izquierda con colisión,2016,1,20,5.0
M-601,Salida de la vía por la izquierda con colisión,2017,1,25,4.0
M-601,Salida de la vía por la izquierda con colisión,2019,1,25,4.0
M-601,Salida de la vía por la izquierda con colisión,2020,1,18,5.5556
M-601,Salida de la vía por la izquierda con colisión,2024,1,19,5.2632
M-601,Salida de la vía por la izquierda con vuelco,2020,1,18,5.5556
M-601,Salida de la vía por la izquierda con vuelco,2023,1,17,5.8824
M-601,"Salida de la vía por la izquierda, otro tipo",2017,1,25,4.0
M-601,"Salida de la vía por la izquierda, otro tipo",2021,1,14,7.1429
M-601,"Salida de la vía por la izquierda, otro tipo",2024,2,19,10.5263
M-603,Atropello a personas,2018,2,9,22.2222
M-603,Atropello a personas,2019,1,12,8.3333
M-603,Atropello a personas,2022,2,12,16.6667
M-603,Atropello a personas,2023,1,7,14.2857
M-603,Caída,2016,1,14,7.1429
M-603,Caída,2017,1,10,10.0
M-603,Caída,2018,1,9,11.1111
M-603,Caída,2019,1,12,8.3333
M-603,Caída,2021,1,7,14.2857
M-603,Caída,2022,1,12,8.3333
M-603,Colisión frontal,2024,1,5,20.0
M-603,Colisión fronto-lateral,2016,2,14,14.2857
M-603,Colisión fronto-lateral,2017,3,10,30.0
M-603,Colisión fronto-lateral,2018,1,9,11.1111
M-603,Colisión fronto-lateral,2019,2,12,16.6667
M-603,Colisión fronto-lateral,2020,2,10,20.0
M-603,Colisión fronto-lateral,2021,3,7,42.8571
M-603,Colisión fronto-lateral,2022,2,12,16.6667
M-603,Colisión fronto-lateral,2023,1,7,14.2857
M-603,Colisión fronto-lateral,2024,1,5,20.0
M-603,Colisión lateral,2016,4,14,28.5714
M-603,Colisión lateral,2018,2,9,22.2222
M-603,Colisión lateral,2019,1,12,8.3333
M-603,Colisión lateral,2020,1,10,10.0
M-603,Colisión lateral,2023,2,7,28.5714
M-603,Colisión lateral,2024,1,5,20.0
M-603,Colisión múltiple,2016,3,14,21.4286
M-603,Colisión múltiple,2017,5,10,50.0
M-603,Colisión múltiple,2018,1,9,11.1111
M-603,Colisión por alcance,2016,3,14,21.4286
M-603,Colisión por alcance,2017,1,10,10.0
M-603,Colisión por alcance,2018,2,9,22.2222
M-603,Colisión por alcance,2019,4,12,33.3333
M-603,Colisión por alcance,2020,4,10,40.0
M-603,Colisión por alcance,2021,2,7,28.5714
M-603,Colisión por alcance,2022,5,12,41.6667
M-603,Colisión por alcance,2023,2,7,28.5714
M-603,Colisión por alcance,2024,1,5,20.0
M-603,Otro tipo de accidente,2016,1,14,7.1429
M-603,Salida de la vía por la derecha con colisión,2020,2,10,20.0
M-603,Salida de la vía por la derecha con colisión,2022,1,12,8.3333
M-603,Salida de la vía por la derecha con vuelco,2023,1,7,14.2857
M-603,Salida de la vía por la derecha con vuelco,2024,1,5,20.0
M-603,Salida de la vía por la derecha otro tipo,2022,1,12,8.3333
M-603,Salida de la vía por la izquierda con colisión,2019,2,12,16.6667
M-603,Salida de la vía por la izquierda con colisión,2021,1,7,14.2857
M-603,Salida de la vía por la izquierda con vuelco,2019,1,12,8.3333
M-603,Salida de la vía por la izquierda con vuelco,2020,1,10,10.0
M-604,Atropello a animales,2016,1,8,12.5
M-604,Atropello a animales,2018,1,8,12.5
M-604,Caída,2017,1,6,16.6667
M-604,Caída,2018,1,8,12.5
M-604,Colisión frontal,2017,1,6,16.6667
M-604,Colisión frontal,2019,1,15,6.6667
M-604,Colisión frontal,2021,1,8,12.5
M-604,Colisión frontal,2022,1,1,100.0
M-604,Colisión fronto-lateral,2017,1,6,16.6667
M-604,Colisión fronto-lateral,2019,3,15,20.0
M-604,Colisión fronto-lateral,2021,1,8,12.5
M-604,Colisión fronto-lateral,2024,1,8,12.5
M-604,Colisión lateral,2016,1,8,12.5
M-604,Colisión lateral,2019,1,15,6.6667
M-604,Colisión múltiple,2019,1,15,6.6667
M-604,Colisión múltiple,2020,1,3,33.3333
M-604,Colisión por alcance,2017,1,6,16.6667
M-604,Colisión por alcance,2019,1,15,6.6667
M-604,Colisión por alcance,2023,1,5,20.0
M-604,Otro tipo de accidente,2019,1,15,6.6667
M-604,Salida de la vía por la derecha con colisión,2016,2,8,25.0
M-604,Salida de la vía por la derecha con colisión,2019,1,15,6.6667
M-604,Salida de la vía por la derecha con colisión,2021,3,8,37.5
M-604,Salida de la vía por la derecha con colisión,2024,2,8,25.0
M-604,Salida de la vía por la derecha con despeñamiento,2018,1,8,12.5
M-604,Salida de la vía por la derecha con despeñamiento,2019,1,15,6.6667
M-604,Salida de la vía por la derecha con vuelco,2018,1,8,12.5
M-604,Salida de la vía por la derecha con vuelco,2021,2,8,25.0
M-604,Salida de la vía por la derecha con vuelco,2023,1,5,20.0
M-604,Salida de la vía por la derecha con vuelco,2024,1,8,12.5
M-604,Salida de la vía por la derecha otro tipo,2016,2,8,25.0
M-604,Salida de la vía por la derecha otro tipo,2017,1,6,16.6667
M-604,Salida de la vía por la derecha otro tipo,2018,3,8,37.5
M-604,Salida de la vía por la derecha otro tipo,2019,2,15,13.3333
M-604,Salida de la vía por la derecha otro tipo,2020,1,3,33.3333
M-604,Salida de la vía por la derecha otro tipo,2021,1,8,12.5
M-604,Salida de la vía por la derecha otro tipo,2023,2,5,40.0
M-604,Salida de la vía por la derecha otro tipo,2024,3,8,37.5
M-604,Salida de la vía por la izquierda con colisión,2016,1,8,12.5
M-604,Salida de la vía por la izquierda con colisión,2018,1,8,12.5
M-604,Salida de la vía por la izquierda con vuelco,2019,2,15,13.3333
M-604,Salida de la vía por la izquierda con vuelco,2023,1,5,20.0
M-604,Salida de la vía por la izquierda con vuelco,2024,1,8,12.5
M-604,"Salida de la vía por la izquierda, otro tipo",2016,1,8,12.5
M-604,"Salida de la vía por la izquierda, otro tipo",2017,1,6,16.6667
M-604,"Salida de la vía por la izquierda, otro tipo",2019,1,15,6.6667
M-604,Vuelco,2020,1,3,33.3333
M-605,Atropello a animales,2019,1,5,20.0
M-605,Caída,2017,2,3,66.6667
M-605,Caída,2019,2,5,40.0
M-605,Colisión frontal,2016,1,4,25.0
M-605,Colisión fronto-lateral,2016,2,4,50.0
M-605,Colisión fronto-lateral,2020,1,2,50.0
M-605,Colisión múltiple,2021,1,2,50.0
M-605,Colisión por alcance,2016,1,4,25.0
M-605,Colisión por alcance,2018,2,2,100.0
M-605,Colisión por alcance,2019,1,5,20.0
M-605,Colisión por alcance,2021,1,2,50.0
M-605,Colisión por alcance,2022,1,2,50.0
M-605,Colisión por alcance,2023,1,1,100.0
M-605,Salida de la vía por la izquierda con colisión,2017,1,3,33.3333
M-605,Salida de la vía por la izquierda con colisión,2020,1,2,50.0
M-605,Salida de la vía por la izquierda con despeñamiento,2024,1,1,100.0
M-605,Salida de la vía por la izquierda con vuelco,2022,1,2,50.0
M-605,"Salida de la vía por la izquierda, otro tipo",2019,1,5,20.0
M-607,Atropello a animales,2016,1,104,0.9615
M-607,Atropello a animales,2018,1,110,0.9091
M-607,Atropello a animales,2019,1,87,1.1494
M-607,Atropello a personas,2016,1,104,0.9615
M-607,Atropello a personas,2020,1,70,1.4286
M-607,Atropello a personas,2021,1,62,1.6129
M-607,Atropello a personas,2022,2,77,2.5974
M-607,Atropello a personas,2023,1,64,1.5625
M-607,Atropello a personas,2024,2,47,4.2553
M-607,Caída,2016,10,104,9.6154
M-607,Caída,2017,13,86,15.1163
M-607,Caída,2018,13,110,11.8182
M-607,Caída,2019,15,87,17.2414
M-607,Caída,2020,7,70,10.0
M-607,Caída,2021,6,62,9.6774
M-607,Caída,2022,6,77,7.7922
M-607,Caída,2023,6,64,9.375
M-607,Caída,2024,2,47,4.2553
M-607,Colisión contra obstáculo o elemento de la vía,2016,2,104,1.9231
M-607,Colisión contra obstáculo o elemento de la vía,2018,2,110,1.8182
M-607,Colisión contra obstáculo o elemento de la vía,2019,2,87,2.2989
M-607,Colisión contra obstáculo o elemento de la vía,2021,1,62,1.6129
M-607,Colisión contra obstáculo o elemento de la vía,2023,1,64,1.5625
M-607,Colisión contra obstáculo o elemento de la vía,2024,1,47,2.1277
M-607,Colisión frontal,2016,4,104,3.8462
M-607,Colisión frontal,2017,3,86,3.4884
M-607,Colisión frontal,2018,3,110,2.7273
M-607,Colisión frontal,2019,3,87,3.4483
M-607,Colisión frontal,2020,2,70,2.8571
M-607,Colisión frontal,2021,1,62,1.6129
M-607,Colisión frontal,2023,2,64,3.125
M-607,Colisión frontal,2024,1,47,2.1277
M-607,Colisión fronto-lateral,2016,5,104,4.8077
M-607,Colisión fronto-lateral,2017,8,86,9.3023
M-607,Colisión fronto-lateral,2018,6,110,5.4545
M-607,Colisión fronto-lateral,2019,4,87,4.5977
M-607,Colisión fronto-lateral,2020,8,70,11.4286
M-607,Colisión fronto-lateral,2021,2,62,3.2258
M-607,Colisión fronto-lateral,2022,1,77,1.2987
M-607,Colisión fronto-lateral,2023,1,64,1.5625
M-607,Colisión fronto-lateral,2024,2,47,4.2553
M-607,Colisión lateral,2016,5,104,4.8077
M-607,Colisión lateral,2017,3,86,3.4884
M-607,Colisión lateral,2018,5,110,4.5455
M-607,Colisión lateral,2019,6,87,6.8966
M-607,Colisión lateral,2020,6,70,8.5714
M-607,Colisión lateral,2021,6,62,9.6774
M-607,Colisión lateral,2022,10,77,12.987
M-607,Colisión lateral,2023,7,64,10.9375
M-607,Colisión lateral,2024,5,47,10.6383
M-607,Colisión múltiple,2016,7,104,6.7308
M-607,Colisión múltiple,2017,5,86,5.814
M-607,Colisión múltiple,2018,15,110,13.6364
M-607,Colisión múltiple,2019,8,87,9.1954
M-607,Colisión múltiple,2020,4,70,5.7143
M-607,Colisión múltiple,2021,3,62,4.8387
M-607,Colisión múltiple,2022,3,77,3.8961
M-607,Colisión múltiple,2023,8,64,12.5
M-607,Colisión múltiple,2024,5,47,10.6383
M-607,Colisión por alcance,2016,19,104,18.2692
M-607,Colisión por alcance,2017,26,86,30.2326
M-607,Colisión por alcance,2018,21,110,19.0909
M-607,Colisión por alcance,2019,22,87,25.2874
M-607,Colisión por alcance,2020,11,70,15.7143
M-607,Colisión por alcance,2021,11,62,17.7419
M-607,Colisión por alcance,2022,21,77,27.2727
M-607,Colisión por alcance,2023,17,64,26.5625
M-607,Colisión por alcance,2024,12,47,25.5319
M-607,Otro tipo de accidente,2016,3,104,2.8846
M-607,Otro tipo de accidente,2023,1,64,1.5625
M-607,Salida de la vía por la derecha con colisión,2016,14,104,13.4615
M-607,Salida de la vía por la derecha con colisión,2017,8,86,9.3023
M-607,Salida de la vía por la derecha con colisión,2018,13,110,11.8182
M-607,Salida de la vía por la derecha con colisión,2019,4,87,4.5977
M-607,Salida de la vía por la derecha con colisión,2020,7,70,10.0
M-607,Salida de la vía por la derecha con colisión,2021,10,62,16.129
M-607,Salida de la vía por la derecha con colisión,2022,11,77,14.2857
M-607,Salida de la vía por la derecha con colisión,2023,9,64,14.0625
M-607,Salida de la vía por la derecha con colisión,2024,4,47,8.5106
M-607,Salida de la vía por la derecha con despeñamiento,2018,1,110,0.9091
M-607,Salida de la vía por la derecha con despeñamiento,2019,1,87,1.1494
M-607,Salida de la vía por la derecha con despeñamiento,2022,1,77,1.2987
M-607,Salida de la vía por la derecha con vuelco,2016,2,104,1.9231
M-607,Salida de la vía por la derecha con vuelco,2017,2,86,2.3256
M-607,Salida de la vía por la derecha con vuelco,2018,5,110,4.5455
M-607,Salida de la vía por la derecha con vuelco,2019,1,87,1.1494
M-607,Salida de la vía por la derecha con vuelco,2020,4,70,5.7143
M-607,Salida de la vía por la derecha con vuelco,2021,2,62,3.2258
M-607,Salida de la vía por la derecha con vuelco,2022,2,77,2.5974
M-607,Salida de la vía por la derecha con vuelco,2024,2,47,4.2553
M-607,Salida de la vía por la derecha otro tipo,2016,5,104,4.8077
M-607,Salida de la vía por la derecha otro tipo,2017,4,86,4.6512
M-607,Salida de la vía por la derecha otro tipo,2018,10,110,9.0909
M-607,Salida de la vía por la derecha otro tipo,2019,6,87,6.8966
M-607,Salida de la vía por la derecha otro tipo,2020,4,70,5.7143
M-607,Salida de la vía por la derecha otro tipo,2021,5,62,8.0645
M-607,Salida de la vía por la derecha otro tipo,2022,4,77,5.1948
M-607,Salida de la vía por la derecha otro tipo,2023,3,64,4.6875
M-607,Salida de la vía por la derecha otro tipo,2024,2,47,4.2553
M-607,Salida de la vía por la izquierda con colisión,2016,13,104,12.5
M-607,Salida de la vía por la izquierda con colisión,2017,6,86,6.9767
M-607,Salida de la vía por la izquierda con colisión,2018,2,110,1.8182
M-607,Salida de la vía por la izquierda con colisión,2019,7,87,8.046
M-607,Salida de la vía por la izquierda con colisión,2020,10,70,14.2857
M-607,Salida de la vía por la izquierda con colisión,2021,8,62,12.9032
M-607,Salida de la vía por la izquierda con colisión,2022,5,77,6.4935
M-607,Salida de la vía por la izquierda con colisión,2023,5,64,7.8125
M-607,Salida de la vía por la izquierda con colisión,2024,4,47,8.5106
M-607,Salida de la vía por la izquierda con vuelco,2016,7,104,6.7308
M-607,Salida de la vía por la izquierda con vuelco,2017,2,86,2.3256
M-607,Salida de la vía por la izquierda con vuelco,2018,1,110,0.9091
M-607,Salida de la vía por la izquierda con vuelco,2019,4,87,4.5977
M-607,Salida de la vía por la izquierda con vuelco,2020,2,70,2.8571
M-607,Salida de la vía por la izquierda con vuelco,2021,3,62,4.8387
M-607,Salida de la vía por la izquierda con vuelco,2022,6,77,7.7922
M-607,Salida de la vía por la izquierda con vuelco,2023,1,64,1.5625
M-607,Salida de la vía por la izquierda con vuelco,2024,1,47,2.1277
M-607,"Salida de la vía por la izquierda, otro tipo",2016,6,104,5.7692
M-607,"Salida de la vía por la izquierda, otro tipo",2017,6,86,6.9767
M-607,"Salida de la vía por la izquierda, otro tipo",2018,12,110,10.9091
M-607,"Salida de la vía por la izquierda, otro tipo",2019,3,87,3.4483
M-607,"Salida de la vía por la izquierda, otro tipo",2020,2,70,2.8571
M-607,"Salida de la vía por la izquierda, otro tipo",2021,3,62,4.8387
M-607,"Salida de la vía por la izquierda, otro tipo",2022,5,77,6.4935
M-607,"Salida de la vía por la izquierda, otro tipo",2023,2,64,3.125
M-607,"Salida de la vía por la izquierda, otro tipo",2024,4,47,8.5106
M-607,Vuelco,2020,2,70,2.8571
M-607 CRBC,Caída,2016,1,1,100.0
M-607 CRBC,Caída,2022,1,1,100.0
M-608,Atropello a animales,2016,1,49,2.0408
M-608,Atropello a animales,2018,1,36,2.7778
M-608,Atropello a animales,2020,3,33,9.0909
M-608,Atropello a animales,2021,3,39,7.6923
M-608,Atropello a animales,2024,2,29,6.8966
M-608,Atropello a personas,2016,3,49,6.1224
M-608,Atropello a personas,2017,2,39,5.1282
M-608,Atropello a personas,2018,1,36,2.7778
M-608,Atropello a personas,2019,2,30,6.6667
M-608,Atropello a personas,2021,3,39,7.6923
M-608,Atropello a personas,2022,3,37,8.1081
M-608,Atropello a personas,2024,1,29,3.4483
M-608,Caída,2016,3,49,6.1224
M-608,Caída,2017,4,39,10.2564
M-608,Caída,2018,5,36,13.8889
M-608,Caída,2019,1,30,3.3333
M-608,Caída,2020,1,33,3.0303
M-608,Caída,2021,2,39,5.1282
M-608,Caída,2022,1,37,2.7027
M-608,Caída,2023,1,24,4.1667
M-608,Caída,2024,1,29,3.4483
M-608,Colisión contra obstáculo o elemento de la vía,2016,2,49,4.0816
M-608,Colisión contra obstáculo o elemento de la vía,2017,1,39,2.5641
M-608,Colisión contra obstáculo o elemento de la vía,2018,1,36,2.7778
M-608,Colisión contra obstáculo o elemento de la vía,2019,2,30,6.6667
M-608,Colisión contra obstáculo o elemento de la vía,2020,1,33,3.0303
M-608,Colisión contra obstáculo o elemento de la vía,2021,1,39,2.5641
M-608,Colisión contra obstáculo o elemento de la vía,2022,1,37,2.7027
M-608,Colisión contra obstáculo o elemento de la vía,2024,2,29,6.8966
M-608,Colisión frontal,2016,5,49,10.2041
M-608,Colisión frontal,2017,1,39,2.5641
M-608,Colisión frontal,2018,1,36,2.7778
M-608,Colisión frontal,2019,5,30,16.6667
M-608,Colisión frontal,2020,3,33,9.0909
M-608,Colisión frontal,2021,3,39,7.6923
M-608,Colisión frontal,2022,7,37,18.9189
M-608,Colisión frontal,2023,4,24,16.6667
M-608,Colisión frontal,2024,2,29,6.8966
M-608,Colisión fronto-lateral,2016,9,49,18.3673
M-608,Colisión fronto-lateral,2017,7,39,17.9487
M-608,Colisión fronto-lateral,2018,2,36,5.5556
M-608,Colisión fronto-lateral,2019,5,30,16.6667
M-608,Colisión fronto-lateral,2020,6,33,18.1818
M-608,Colisión fronto-lateral,2021,7,39,17.9487
M-608,Colisión fronto-lateral,2022,5,37,13.5135
M-608,Colisión fronto-lateral,2023,5,24,20.8333
M-608,Colisión fronto-lateral,2024,1,29,3.4483
M-608,Colisión lateral,2016,1,49,2.0408
M-608,Colisión lateral,2017,4,39,10.2564
M-608,Colisión lateral,2018,6,36,16.6667
M-608,Colisión lateral,2019,1,30,3.3333
M-608,Colisión lateral,2020,2,33,6.0606
M-608,Colisión lateral,2021,1,39,2.5641
M-608,Colisión lateral,2022,2,37,5.4054
M-608,Colisión lateral,2023,2,24,8.3333
M-608,Colisión lateral,2024,1,29,3.4483
M-608,Colisión múltiple,2016,1,49,2.0408
M-608,Colisión múltiple,2017,3,39,7.6923
M-608,Colisión múltiple,2018,2,36,5.5556
M-608,Colisión múltiple,2022,2,37,5.4054
M-608,Colisión múltiple,2024,1,29,3.4483
M-608,Colisión por alcance,2016,11,49,22.449
M-608,Colisión por alcance,2017,5,39,12.8205
M-608,Colisión por alcance,2018,4,36,11.1111
M-608,Colisión por alcance,2019,3,30,10.0
M-608,Colisión por alcance,2020,5,33,15.1515
M-608,Colisión por alcance,2021,12,39,30.7692
M-608,Colisión por alcance,2022,10,37,27.027
M-608,Colisión por alcance,2023,6,24,25.0
M-608,Colisión por alcance,2024,8,29,27.5862
M-608,Otro tipo de accidente,2020,1,33,3.0303
M-608,Otro tipo de accidente,2024,1,29,3.4483
M-608,Salida de la vía por la derecha con colisión,2016,5,49,10.2041
M-608,Salida de la vía por la derecha con colisión,2017,5,39,12.8205
M-608,Salida de la vía por la derecha con colisión,2018,2,36,5.5556
M-608,Salida de la vía por la derecha con colisión,2019,1,30,3.3333
M-608,Salida de la vía por la derecha con colisión,2020,1,33,3.0303
M-608,Salida de la vía por la derecha con colisión,2021,1,39,2.5641
M-608,Salida de la vía por la derecha con colisión,2022,1,37,2.7027
M-608,Salida de la vía por la derecha con colisión,2023,1,24,4.1667
M-608,Salida de la vía por la derecha con colisión,2024,3,29,10.3448
M-608,Salida de la vía por la derecha con despeñamiento,2016,2,49,4.0816
M-608,Salida de la vía por la derecha con vuelco,2016,1,49,2.0408
M-608,Salida de la vía por la derecha con vuelco,2017,2,39,5.1282
M-608,Salida de la vía por la derecha con vuelco,2018,4,36,11.1111
M-608,Salida de la vía por la derecha con vuelco,2019,6,30,20.0
M-608,Salida de la vía por la derecha con vuelco,2020,3,33,9.0909
M-608,Salida de la vía por la derecha con vuelco,2022,2,37,5.4054
M-608,Salida de la vía por la derecha con vuelco,2023,2,24,8.3333
M-608,Salida de la vía por la derecha con vuelco,2024,2,29,6.8966
M-608,Salida de la vía por la derecha otro tipo,2016,2,49,4.0816
M-608,Salida de la vía por la derecha otro tipo,2018,2,36,5.5556
M-608,Salida de la vía por la derecha otro tipo,2019,2,30,6.6667
M-608,Salida de la vía por la derecha otro tipo,2020,4,33,12.1212
M-608,Salida de la vía por la derecha otro tipo,2021,2,39,5.1282
M-608,Salida de la vía por la derecha otro tipo,2022,2,37,5.4054
M-608,Salida de la vía por la derecha otro tipo,2023,1,24,4.1667
M-608,Salida de la vía por la derecha otro tipo,2024,3,29,10.3448
M-608,Salida de la vía por la izquierda con colisión,2016,2,49,4.0816
M-608,Salida de la vía por la izquierda con colisión,2017,1,39,2.5641
M-608,Salida de la vía por la izquierda con colisión,2020,1,33,3.0303
M-608,Salida de la vía por la izquierda con colisión,2021,2,39,5.1282
M-608,Salida de la vía por la izquierda con colisión,2022,1,37,2.7027
M-608,Salida de la vía por la izquierda con colisión,2024,1,29,3.4483
M-608,Salida de la vía por la izquierda con despeñamiento,2018,1,36,2.7778
M-608,Salida de la vía por la izquierda con despeñamiento,2021,1,39,2.5641
M-608,Salida de la vía por la izquierda con vuelco,2016,1,49,2.0408
M-608,Salida de la vía por la izquierda con vuelco,2017,4,39,10.2564
M-608,Salida de la vía por la izquierda con vuelco,2018,2,36,5.5556
M-608,Salida de la vía por la izquierda con vuelco,2019,2,30,6.6667
M-608,Salida de la vía por la izquierda con vuelco,2020,1,33,3.0303
M-608,Salida de la vía por la izquierda con vuelco,2023,1,24,4.1667
M-608,"Salida de la vía por la izquierda, otro tipo",2018,2,36,5.5556
M-608,"Salida de la vía por la izquierda, otro tipo",2020,1,33,3.0303
M-608,"Salida de la vía por la izquierda, otro tipo",2021,1,39,2.5641
M-608,"Salida de la vía por la izquierda, otro tipo",2023,1,24,4.1667
M-609,Atropello a animales,2021,1,7,14.2857
M-609,Atropello a personas,2016,1,6,16.6667
M-609,Caída,2019,1,11,9.0909
M-609,Caída,2024,2,4,50.0
M-609,Colisión frontal,2019,1,11,9.0909
M-609,Colisión frontal,2020,1,5,20.0
M-609,Colisión frontal,2021,2,7,28.5714
M-609,Colisión frontal,2022,2,4,50.0
M-609,Colisión fronto-lateral,2016,2,6,33.3333
M-609,Colisión fronto-lateral,2017,1,6,16.6667
M-609,Colisión fronto-lateral,2018,1,3,33.3333
M-609,Colisión fronto-lateral,2021,1,7,14.2857
M-609,Colisión fronto-lateral,2022,1,4,25.0
M-609,Colisión fronto-lateral,2023,2,5,40.0
M-609,Colisión fronto-lateral,2024,1,4,25.0
M-609,Colisión múltiple,2019,1,11,9.0909
M-609,Colisión por alcance,2017,3,6,50.0
M-609,Colisión por alcance,2018,1,3,33.3333
M-609,Colisión por alcance,2019,1,11,9.0909
M-609,Colisión por alcance,2020,1,5,20.0
M-609,Colisión por alcance,2021,1,7,14.2857
M-609,Colisión por alcance,2023,2,5,40.0
M-609,Salida de la vía por la derecha con colisión,2019,1,11,9.0909
M-609,Salida de la vía por la derecha con despeñamiento,2019,1,11,9.0909
M-609,Salida de la vía por la derecha con vuelco,2017,2,6,33.3333
M-609,Salida de la vía por la derecha con vuelco,2019,2,11,18.1818
M-609,Salida de la vía por la derecha otro tipo,2016,1,6,16.6667
M-609,Salida de la vía por la derecha otro tipo,2019,1,11,9.0909
M-609,Salida de la vía por la izquierda con colisión,2019,1,11,9.0909
M-609,Salida de la vía por la izquierda con colisión,2020,1,5,20.0
M-609,Salida de la vía por la izquierda con colisión,2021,1,7,14.2857
M-609,Salida de la vía por la izquierda con colisión,2022,1,4,25.0
M-609,Salida de la vía por la izquierda con colisión,2024,1,4,25.0
M-609,Salida de la vía por la izquierda con vuelco,2016,1,6,16.6667
M-609,Salida de la vía por la izquierda con vuelco,2018,1,3,33.3333
M-609,Salida de la vía por la izquierda con vuelco,2019,1,11,9.0909
M-609,Salida de la vía por la izquierda con vuelco,2020,2,5,40.0
M-609,"Salida de la vía por la izquierda, otro tipo",2016,1,6,16.6667
M-609,"Salida de la vía por la izquierda, otro tipo",2021,1,7,14.2857
M-609,"Salida de la vía por la izquierda, otro tipo",2023,1,5,20.0
M-610,Atropello a animales,2017,1,5,20.0
