CARRETERA,TIPO_ACCIDENTE_LABEL,YEAR,n_accidents,n_total_road_year,rel_freq_pct
M-11,Salida de la vía por la derecha con colisión,2017,1,9,11.1111
M-11,Salida de la vía por la derecha con colisión,2019,2,20,10.0
M-11,Salida de la vía por la derecha con colisión,2021,2,11,18.1818
M-11,Salida de la vía por la derecha con colisión,2022,1,12,8.3333
M-11,Salida de la vía por la derecha con colisión,2023,3,13,23.0769
M-11,Salida de la vía por la derecha con colisión,2024,2,12,16.6667
M-11,Salida de la vía por la derecha con despeñamiento,2024,1,12,8.3333
M-11,Salida de la vía por la derecha con vuelco,2018,1,7,14.2857
M-11,Salida de la vía por la derecha con vuelco,2019,2,20,10.0
M-11,Salida de la vía por la derecha otro tipo,2016,1,10,10.0
M-11,Salida de la vía por la derecha otro tipo,2017,1,9,11.1111
M-11,Salida de la vía por la derecha otro tipo,2022,1,12,8.3333
M-11,Salida de la vía por la derecha otro tipo,2024,1,12,8.3333
M-11,Salida de la vía por la izquierda con colisión,2016,2,10,20.0
M-11,Salida de la vía por la izquierda con colisión,2018,3,7,42.8571
M-11,Salida de la vía por la izquierda con colisión,2020,2,4,50.0
M-11,Salida de la vía por la izquierda con colisión,2021,1,11,9.0909
M-11,Salida de la vía por la izquierda con colisión,2023,2,13,15.3846
M-11,Salida de la vía por la izquierda con colisión,2024,3,12,25.0
M-11,Salida de la vía por la izquierda con vuelco,2019,2,20,10.0
M-11,"Salida de la vía por la izquierda, otro tipo",2017,1,9,11.1111
M-11,"Salida de la vía por la izquierda, otro tipo",2019,2,20,10.0
M-11,"Salida de la vía por la izquierda, otro tipo",2021,1,11,9.0909
M-11,"Salida de la vía por la izquierda, otro tipo",2023,1,13,7.6923
M-110,Colisión lateral,2021,1,1,100.0
M-111,Atropello a animales,2017,1,15,6.6667
M-111,Atropello a personas,2017,1,15,6.6667
M-111,Atropello a personas,2018,1,14,7.1429
M-111,Atropello a personas,2022,1,16,6.25
M-111,Atropello a personas,2023,1,18,5.5556
M-111,Caída,2016,2,19,10.5263
M-111,Caída,2018,2,14,14.2857
M-111,Caída,2019,2,25,8.0
M-111,Caída,2020,2,14,14.2857
M-111,Caída,2021,1,14,7.1429
M-111,Caída,2022,1,16,6.25
M-111,Caída,2023,2,18,11.1111
M-111,Caída,2024,1,15,6.6667
M-111,Colisión contra obstáculo o elemento de la vía,2016,1,19,5.2632
M-111,Colisión contra obstáculo o elemento de la vía,2017,1,15,6.6667
M-111,Colisión contra obstáculo o elemento de la vía,2024,1,15,6.6667
M-111,Colisión frontal,2016,1,19,5.2632
M-111,Colisión frontal,2017,1,15,6.6667
M-111,Colisión frontal,2020,1,14,7.1429
M-111,Colisión frontal,2022,2,16,12.5
M-111,Colisión frontal,2024,1,15,6.6667
M-111,Colisión fronto-lateral,2016,3,19,15.7895
M-111,Colisión fronto-lateral,2017,2,15,13.3333
M-111,Colisión fronto-lateral,2018,2,14,14.2857
M-111,Colisión fronto-lateral,2019,2,25,8.0
M-111,Colisión fronto-lateral,2020,4,14,28.5714
M-111,Colisión fronto-lateral,2021,1,14,7.1429
M-111,Colisión fronto-lateral,2022,2,16,12.5
M-111,Colisión fronto-lateral,2023,5,18,27.7778
M-111,Colisión fronto-lateral,2024,2,15,13.3333
M-111,Colisión lateral,2016,2,19,10.5263
M-111,Colisión lateral,2017,1,15,6.6667
M-111,Colisión lateral,2018,2,14,14.2857
M-111,Colisión lateral,2019,3,25,12.0
M-111,Colisión lateral,2020,1,14,7.1429
M-111,Colisión lateral,2021,1,14,7.1429
M-111,Colisión lateral,2022,1,16,6.25
M-111,Colisión lateral,2023,1,18,5.5556
M-111,Colisión lateral,2024,1,15,6.6667
M-111,Colisión múltiple,2016,2,19,10.5263
M-111,Colisión múltiple,2018,1,14,7.1429
M-111,Colisión múltiple,2019,1,25,4.0
M-111,Colisión por alcance,2016,2,19,10.5263
M-111,Colisión por alcance,2017,4,15,26.6667
M-111,Colisión por alcance,2018,4,14,28.5714
M-111,Colisión por alcance,2019,10,25,40.0
M-111,Colisión por alcance,2020,2,14,14.2857
M-111,Colisión por alcance,2021,6,14,42.8571
M-111,Colisión por alcance,2022,4,16,25.0
M-111,Colisión por alcance,2023,4,18,22.2222
M-111,Colisión por alcance,2024,3,15,20.0
M-111,Otro tipo de accidente,2024,1,15,6.6667
M-111,Salida de la vía por la derecha con colisión,2016,2,19,10.5263
M-111,Salida de la vía por la derecha con colisión,2017,1,15,6.6667
M-111,Salida de la vía por la derecha con colisión,2019,2,25,8.0
M-111,Salida de la vía por la derecha con colisión,2020,1,14,7.1429
M-111,Salida de la vía por la derecha con colisión,2021,1,14,7.1429
M-111,Salida de la vía por la derecha con colisión,2022,1,16,6.25
M-111,Salida de la vía por la derecha con colisión,2023,2,18,11.1111
M-111,Salida de la vía por la derecha con colisión,2024,1,15,6.6667
M-111,Salida de la vía por la derecha con vuelco,2016,2,19,10.5263
M-111,Salida de la vía por la derecha con vuelco,2017,1,15,6.6667
M-111,Salida de la vía por la derecha con vuelco,2018,2,14,14.2857
M-111,Salida de la vía por la derecha con vuelco,2019,1,25,4.0
M-111,Salida de la vía por la derecha con vuelco,2020,1,14,7.1429
M-111,Salida de la vía por la derecha con vuelco,2021,1,14,7.1429
M-111,Salida de la vía por la derecha con vuelco,2024,1,15,6.6667
M-111,Salida de la vía por la derecha otro tipo,2020,1,14,7.1429
M-111,Salida de la vía por la derecha otro tipo,2021,1,14,7.1429
M-111,Salida de la vía por la derecha otro tipo,2022,2,16,12.5
M-111,Salida de la vía por la derecha otro tipo,2023,1,18,5.5556
M-111,Salida de la vía por la izquierda con colisión,2016,2,19,10.5263
M-111,Salida de la vía por la izquierda con colisión,2017,1,15,6.6667
M-111,Salida de la vía por la izquierda con colisión,2019,1,25,4.0
M-111,Salida de la vía por la izquierda con colisión,2021,1,14,7.1429
M-111,Salida de la vía por la izquierda con colisión,2023,1,18,5.5556
M-111,Salida de la vía por la izquierda con vuelco,2017,1,15,6.6667
M-111,Salida de la vía por la izquierda con vuelco,2019,2,25,8.0
M-111,Salida de la vía por la izquierda con vuelco,2021,1,14,7.1429
M-111,Salida de la vía por la izquierda con vuelco,2022,1,16,6.25
M-111,Salida de la vía por la izquierda con vuelco,2023,1,18,5.5556
M-111,Salida de la vía por la izquierda con vuelco,2024,2,15,13.3333
M-111,"Salida de la vía por la izquierda, otro tipo",2019,1,25,4.0
M-111,"Salida de la vía por la izquierda, otro tipo",2020,1,14,7.1429
M-111,"Salida de la vía por la izquierda, otro tipo",2024,1,15,6.6667
M-111,Vuelco,2022,1,16,6.25
M-111 (ANT,Salida de la vía por la derecha con colisión,2019,1,1,100.0
M-111A,Salida de la vía por la derecha con vuelco,2018,1,1,100.0
M-112,Colisión frontal,2018,1,1,100.0
M-112,Colisión por alcance,2022,1,1,100.0
M-112,Salida de la vía por la izquierda con vuelco,2020,1,1,100.0
M-113,Atropello a animales,2023,1,14,7.1429
M-113,Atropello a personas,2016,1,13,7.6923
M-113,Atropello a personas,2017,5,24,20.8333
M-113,Atropello a personas,2018,1,12,8.3333
M-113,Atropello a personas,2019,3,20,15.0
M-113,Atropello a personas,2020,2,15,13.3333
M-113,Atropello a personas,2021,2,17,11.7647
M-113,Atropello a personas,2022,1,16,6.25
M-113,Caída,2016,3,13,23.0769
M-113,Caída,2017,1,24,4.1667
M-113,Caída,2019,1,20,5.0
M-113,Caída,2020,2,15,13.3333
M-113,Caída,2022,2,16,12.5
M-113,Caída,2023,3,14,21.4286
M-113,Caída,2024,1,8,12.5
M-113,Colisión frontal,2016,1,13,7.6923
M-113,Colisión frontal,2018,2,12,16.6667
M-113,Colisión frontal,2019,2,20,10.0
M-113,Colisión frontal,2020,1,15,6.6667
M-113,Colisión frontal,2021,2,17,11.7647
M-113,Colisión frontal,2022,1,16,6.25
M-113,Colisión frontal,2024,2,8,25.0
M-113,Colisión fronto-lateral,2016,1,13,7.6923
M-113,Colisión fronto-lateral,2017,1,24,4.1667
M-113,Colisión fronto-lateral,2018,1,12,8.3333
M-113,Colisión fronto-lateral,2019,1,20,5.0
M-113,Colisión fronto-lateral,2020,1,15,6.6667
M-113,Colisión fronto-lateral,2021,1,17,5.8824
M-113,Colisión fronto-lateral,2022,3,16,18.75
M-113,Colisión fronto-lateral,2023,1,14,7.1429
M-113,Colisión fronto-lateral,2024,1,8,12.5
M-113,Colisión lateral,2016,1,13,7.6923
M-113,Colisión lateral,2017,3,24,12.5
M-113,Colisión lateral,2018,1,12,8.3333
M-113,Colisión lateral,2019,2,20,10.0
M-113,Colisión lateral,2020,1,15,6.6667
M-113,Colisión lateral,2021,6,17,35.2941
M-113,Colisión lateral,2022,1,16,6.25
M-113,Colisión lateral,2023,2,14,14.2857
M-113,Colisión múltiple,2016,1,13,7.6923
M-113,Colisión múltiple,2017,1,24,4.1667
M-113,Colisión múltiple,2018,1,12,8.3333
M-113,Colisión múltiple,2020,1,15,6.6667
M-113,Colisión múltiple,2023,1,14,7.1429
M-113,Colisión por alcance,2016,5,13,38.4615
M-113,Colisión por alcance,2017,5,24,20.8333
M-113,Colisión por alcance,2018,3,12,25.0
M-113,Colisión por alcance,2019,8,20,40.0
M-113,Colisión por alcance,2020,1,15,6.6667
M-113,Colisión por alcance,2021,4,17,23.5294
M-113,Colisión por alcance,2022,3,16,18.75
M-113,Colisión por alcance,2023,3,14,21.4286
M-113,Colisión por alcance,2024,2,8,25.0
M-113,Salida de la vía por la derecha con colisión,2017,2,24,8.3333
M-113,Salida de la vía por la derecha con colisión,2020,1,15,6.6667
M-113,Salida de la vía por la derecha con colisión,2022,2,16,12.5
M-113,Salida de la vía por la derecha con despeñamiento,2020,1,15,6.6667
M-113,Salida de la vía por la derecha con vuelco,2017,2,24,8.3333
M-113,Salida de la vía por la derecha con vuelco,2018,1,12,8.3333
M-113,Salida de la vía por la derecha con vuelco,2020,2,15,13.3333
M-113,Salida de la vía por la derecha con vuelco,2022,2,16,12.5
M-113,Salida de la vía por la derecha con vuelco,2023,2,14,14.2857
M-113,Salida de la vía por la derecha con vuelco,2024,1,8,12.5
M-113,Salida de la vía por la derecha otro tipo,2017,1,24,4.1667
M-113,Salida de la vía por la derecha otro tipo,2018,1,12,8.3333
M-113,Salida de la vía por la derecha otro tipo,2021,1,17,5.8824
M-113,Salida de la vía por la izquierda con colisión,2017,1,24,4.1667
M-113,Salida de la vía por la izquierda con colisión,2020,1,15,6.6667
M-113,Salida de la vía por la izquierda con colisión,2021,1,17,5.8824
M-113,Salida de la vía por la izquierda con colisión,2022,1,16,6.25
M-113,Salida de la vía por la izquierda con colisión,2024,1,8,12.5
M-113,Salida de la vía por la izquierda con despeñamiento,2019,1,20,5.0
M-113,Salida de la vía por la izquierda con vuelco,2017,2,24,8.3333
M-113,Salida de la vía por la izquierda con vuelco,2019,2,20,10.0
M-113,Salida de la vía por la izquierda con vuelco,2020,1,15,6.6667
M-113,Salida de la vía por la izquierda con vuelco,2023,1,14,7.1429
M-113,"Salida de la vía por la izquierda, otro tipo",2018,1,12,8.3333
M-114,Colisión fronto-lateral,2019,1,2,50.0
M-114,Colisión lateral,2017,1,2,50.0
M-114,Colisión múltiple,2019,1,2,50.0
M-114,Colisión por alcance,2020,1,2,50.0
M-114,Salida de la vía por la derecha otro tipo,2017,1,2,50.0
M-114,Salida de la vía por la derecha otro tipo,2021,1,1,100.0
M-114,"Salida de la vía por la izquierda, otro tipo",2016,1,1,100.0
M-114,"Salida de la vía por la izquierda, otro tipo",2020,1,2,50.0
M-115,Atropello a personas,2017,1,2,50.0
M-115,Caída,2016,2,2,100.0
M-115,Colisión fronto-lateral,2019,3,3,100.0
M-115,Colisión fronto-lateral,2021,2,2,100.0
M-115,Colisión fronto-lateral,2023,1,3,33.3333
M-115,Colisión lateral,2023,1,3,33.3333
M-115,Colisión por alcance,2017,1,2,50.0
M-115,Colisión por alcance,2018,1,3,33.3333
M-115,Salida de la vía por la derecha con colisión,2018,1,3,33.3333
M-115,Salida de la vía por la derecha con colisión,2022,1,2,50.0
M-115,Salida de la vía por la derecha otro tipo,2018,1,3,33.3333
M-115,Salida de la vía por la izquierda con colisión,2023,1,3,33.3333
M-115,"Salida de la vía por la izquierda, otro tipo",2022,1,2,50.0
M-116,Atropello a personas,2017,1,3,33.3333
M-116,Atropello a personas,2019,1,1,100.0
M-116,Atropello a personas,2024,1,3,33.3333
M-116,Caída,2016,1,4,25.0
M-116,Caída,2018,2,3,66.6667
M-116,Colisión contra obstáculo o elemento de la vía,2021,1,5,20.0
M-116,Colisión frontal,2016,1,4,25.0
M-116,Colisión frontal,2017,1,3,33.3333
M-116,Colisión frontal,2023,2,5,40.0
M-116,Colisión fronto-lateral,2016,1,4,25.0
M-116,Colisión fronto-lateral,2017,1,3,33.3333
M-116,Colisión fronto-lateral,2023,1,5,20.0
M-116,Colisión fronto-lateral,2024,1,3,33.3333
M-116,Colisión lateral,2018,1,3,33.3333
M-116,Colisión lateral,2021,1,5,20.0
M-116,Colisión lateral,2023,1,5,20.0
M-116,Colisión múltiple,2016,1,4,25.0
M-116,Colisión por alcance,2020,1,1,100.0
M-116,Colisión por alcance,2021,1,5,20.0
M-116,Colisión por alcance,2022,2,3,66.6667
M-116,Salida de la vía por la derecha con colisión,2023,1,5,20.0
M-116,Salida de la vía por la derecha con colisión,2024,1,3,33.3333
M-116,Salida de la vía por la derecha con despeñamiento,2021,1,5,20.0
M-116,Salida de la vía por la derecha otro tipo,2022,1,3,33.3333
M-116,Salida de la vía por la izquierda con vuelco,2021,1,5,20.0
M-117,Atropello a animales,2021,1,5,20.0
M-117,Atropello a personas,2018,1,8,12.5
M-117,Caída,2018,1,8,12.5
M-117,Colisión frontal,2016,1,8,12.5
M-117,Colisión frontal,2017,2,10,20.0
M-117,Colisión frontal,2018,1,8,12.5
M-117,Colisión frontal,2019,1,6,16.6667
M-117,Colisión frontal,2021,1,5,20.0
M-117,Colisión frontal,2022,2,4,50.0
M-117,Colisión frontal,2024,1,3,33.3333
M-117,Colisión fronto-lateral,2017,1,10,10.0
M-117,Colisión fronto-lateral,2019,2,6,33.3333
M-117,Colisión fronto-lateral,2022,1,4,25.0
M-117,Colisión fronto-lateral,2023,1,3,33.3333
M-117,Colisión lateral,2016,2,8,25.0
M-117,Colisión múltiple,2016,1,8,12.5
M-117,Colisión múltiple,2019,1,6,16.6667
M-117,Colisión múltiple,2024,1,3,33.3333
M-117,Colisión por alcance,2017,5,10,50.0
M-117,Colisión por alcance,2018,1,8,12.5
M-117,Colisión por alcance,2023,1,3,33.3333
M-117,Colisión por alcance,2024,1,3,33.3333
M-117,Otro tipo de accidente,2021,1,5,20.0
M-117,Otro tipo de accidente,2023,1,3,33.3333
M-117,Salida de la vía por la derecha con colisión,2016,1,8,12.5
M-117,Salida de la vía por la derecha con despeñamiento,2016,1,8,12.5
M-117,Salida de la vía por la derecha con vuelco,2018,1,8,12.5
M-117,Salida de la vía por la derecha con vuelco,2019,2,6,33.3333
M-117,Salida de la vía por la derecha con vuelco,2021,1,5,20.0
M-117,Salida de la vía por la derecha otro tipo,2016,1,8,12.5
M-117,Salida de la vía por la derecha otro tipo,2018,1,8,12.5
M-117,Salida de la vía por la derecha otro tipo,2022,1,4,25.0
M-117,Salida de la vía por la izquierda con colisión,2017,1,10,10.0
M-117,Salida de la vía por la izquierda con colisión,2018,2,8,25.0
M-117,"Salida de la vía por la izquierda, otro tipo",2016,1,8,12.5
M-117,"Salida de la vía por la izquierda, otro tipo",2017,1,10,10.0
M-117,"Salida de la vía por la izquierda, otro tipo",2021,1,5,20.0
M-118,Atropello a personas,2017,1,8,12.5
M-118,Colisión frontal,2023,1,2,50.0
M-118,Colisión fronto-lateral,2017,2,8,25.0
M-118,Colisión lateral,2021,1,2,50.0
M-118,Colisión múltiple,2017,1,8,12.5
M-118,Colisión por alcance,2016,1,1,100.0
M-118,Salida de la vía por la derecha con colisión,2017,1,8,12.5
M-118,Salida de la vía por la derecha con colisión,2019,2,2,100.0
M-118,Salida de la vía por la derecha con colisión,2020,1,2,50.0
M-118,Salida de la vía por la derecha con colisión,2022,1,3,33.3333
M-118,Salida de la vía por la derecha con colisión,2023,1,2,50.0
M-118,Salida de la vía por la derecha con colisión,2024,1,4,25.0
M-118,Salida de la vía por la derecha con vuelco,2020,1,2,50.0
M-118,Salida de la vía por la derecha con vuelco,2024,1,4,25.0
M-118,Salida de la vía por la derecha otro tipo,2017,2,8,25.0
M-118,Salida de la vía por la derecha otro tipo,2022,1,3,33.3333
M-118,Salida de la vía por la derecha otro tipo,2024,1,4,25.0
M-118,Salida de la vía por la izquierda con colisión,2017,1,8,12.5
M-118,Salida de la vía por la izquierda con colisión,2021,1,2,50.0
M-118,Salida de la vía por la izquierda con vuelco,2022,1,3,33.3333
M-118,"Salida de la vía por la izquierda, otro tipo",2024,1,4,25.0
M-119,Atropello a animales,2023,1,15,6.6667
M-119,Atropello a personas,2018,1,10,10.0
M-119,Atropello a personas,2019,1,14,7.1429
M-119,Atropello a personas,2020,2,19,10.5263
M-119,Caída,2016,1,12,8.3333
M-119,Caída,2019,1,14,7.1429
M-119,Caída,2023,2,15,13.3333
M-119,Colisión frontal,2016,1,12,8.3333
M-119,Colisión frontal,2019,1,14,7.1429
M-119,Colisión frontal,2020,3,19,15.7895
M-119,Colisión frontal,2022,1,10,10.0
M-119,Colisión frontal,2024,1,4,25.0
M-119,Colisión fronto-lateral,2016,1,12,8.3333
M-119,Colisión fronto-lateral,2017,2,7,28.5714
M-119,Colisión fronto-lateral,2018,1,10,10.0
M-119,Colisión fronto-lateral,2019,1,14,7.1429
M-119,Colisión fronto-lateral,2020,2,19,10.5263
M-119,Colisión fronto-lateral,2021,2,13,15.3846
M-119,Colisión fronto-lateral,2022,1,10,10.0
M-119,Colisión fronto-lateral,2023,3,15,20.0
M-119,Colisión lateral,2016,1,12,8.3333
M-119,Colisión lateral,2018,1,10,10.0
M-119,Colisión lateral,2020,2,19,10.5263
M-119,Colisión lateral,2022,1,10,10.0
M-119,Colisión múltiple,2017,2,7,28.5714
M-119,Colisión múltiple,2019,1,14,7.1429
M-119,Colisión múltiple,2020,1,19,5.2632
M-119,Colisión múltiple,2021,2,13,15.3846
M-119,Colisión múltiple,2024,1,4,25.0
M-119,Colisión por alcance,2016,5,12,41.6667
M-119,Colisión por alcance,2017,1,7,14.2857
M-119,Colisión por alcance,2018,2,10,20.0
M-119,Colisión por alcance,2019,5,14,35.7143
M-119,Colisión por alcance,2020,2,19,10.5263
M-119,Colisión por alcance,2021,2,13,15.3846
M-119,Colisión por alcance,2022,1,10,10.0
M-119,Colisión por alcance,2023,5,15,33.3333
M-119,Salida de la vía por la derecha con colisión,2017,1,7,14.2857
M-119,Salida de la vía por la derecha con colisión,2018,1,10,10.0
M-119,Salida de la vía por la derecha con colisión,2021,3,13,23.0769
M-119,Salida de la vía por la derecha con vuelco,2016,1,12,8.3333
M-119,Salida de la vía por la derecha con vuelco,2018,1,10,10.0
M-119,Salida de la vía por la derecha con vuelco,2019,2,14,14.2857
M-119,Salida de la vía por la derecha con vuelco,2020,2,19,10.5263
M-119,Salida de la vía por la derecha con vuelco,2021,3,13,23.0769
M-119,Salida de la vía por la derecha con vuelco,2022,2,10,20.0
M-119,Salida de la vía por la derecha con vuelco,2023,1,15,6.6667
M-119,Salida de la vía por la derecha otro tipo,2016,1,12,8.3333
M-119,Salida de la vía por la derecha otro tipo,2018,2,10,20.0
M-119,Salida de la vía por la derecha otro tipo,2019,1,14,7.1429
M-119,Salida de la vía por la derecha otro tipo,2022,2,10,20.0
M-119,Salida de la vía por la derecha otro tipo,2023,3,15,20.0
M-119,Salida de la vía por la izquierda con colisión,2016,1,12,8.3333
M-119,Salida de la vía por la izquierda con colisión,2018,1,10,10.0
M-119,Salida de la vía por la izquierda con colisión,2019,1,14,7.1429
M-119,Salida de la vía por la izquierda con colisión,2020,1,19,5.2632
M-119,Salida de la vía por la izquierda con colisión,2022,1,10,10.0
M-119,Salida de la vía por la izquierda con colisión,2024,1,4,25.0
M-119,Salida de la vía por la izquierda con vuelco,2020,2,19,10.5263
M-119,Salida de la vía por la izquierda con vuelco,2022,1,10,10.0
M-119,"Salida de la vía por la izquierda, otro tipo",2017,1,7,14.2857
M-119,"Salida de la vía por la izquierda, otro tipo",2020,2,19,10.5263
M-119,"Salida de la vía por la izquierda, otro tipo",2021,1,13,7.6923
M-119,"Salida de la vía por la izquierda, otro tipo",2024,1,4,25.0
M-12,Atropello a animales,2016,1,10,10.0
M-12,Caída,2018,1,8,12.5
M-12,Colisión fronto-lateral,2017,1,6,16.6667
M-12,Colisión fronto-lateral,2018,1,8,12.5
M-12,Colisión fronto-lateral,2019,2,6,33.3333
M-12,Colisión fronto-lateral,2020,1,3,33.3333
M-12,Colisión fronto-lateral,2022,1,8,12.5
M-12,Colisión fronto-lateral,2023,2,8,25.0
M-12,Colisión lateral,2016,1,10,10.0
M-12,Colisión lateral,2017,1,6,16.6667
M-12,Colisión lateral,2023,2,8,25.0
M-12,Colisión lateral,2024,1,4,25.0
M-12,Colisión múltiple,2017,1,6,16.6667
M-12,Colisión múltiple,2018,1,8,12.5
M-12,Colisión múltiple,2020,1,3,33.3333
M-12,Colisión múltiple,2024,1,4,25.0
M-12,Colisión por alcance,2016,5,10,50.0
M-12,Colisión por alcance,2017,2,6,33.3333
M-12,Colisión por alcance,2018,2,8,25.0
M-12,Colisión por alcance,2019,3,6,50.0
M-12,Colisión por alcance,2021,4,5,80.0
M-12,Colisión por alcance,2022,4,8,50.0
M-12,Colisión por alcance,2023,4,8,50.0
M-12,Colisión por alcance,2024,1,4,25.0
M-12,Salida de la vía por la derecha con colisión,2016,1,10,10.0
M-12,Salida de la vía por la derecha con colisión,2022,1,8,12.5
M-12,Salida de la vía por la derecha con vuelco,2016,1,10,10.0
M-12,Salida de la vía por la derecha con vuelco,2020,1,3,33.3333
M-12,Salida de la vía por la derecha con vuelco,2021,1,5,20.0
M-12,Salida de la vía por la derecha otro tipo,2024,1,4,25.0
M-12,Salida de la vía por la izquierda con colisión,2016,1,10,10.0
M-12,Salida de la vía por la izquierda con colisión,2018,3,8,37.5
M-12,Salida de la vía por la izquierda con vuelco,2017,1,6,16.6667
M-12,Salida de la vía por la izquierda con vuelco,2019,1,6,16.6667
M-12,"Salida de la vía por la izquierda, otro tipo",2022,2,8,25.0
M-120,Caída,2017,1,1,100.0
M-120,Colisión frontal,2021,1,1,100.0
M-120,Colisión fronto-lateral,2022,1,3,33.3333
M-120,Colisión por alcance,2022,1,3,33.3333
M-120,Salida de la vía por la derecha con vuelco,2022,1,3,33.3333
M-120,Salida de la vía por la derecha otro tipo,2024,1,1,100.0
M-120,Salida de la vía por la izquierda con despeñamiento,2018,1,1,100.0
M-121,Atropello a personas,2017,1,15,6.6667
M-121,Atropello a personas,2018,1,8,12.5
M-121,Atropello a personas,2021,1,6,16.6667
M-121,Atropello a personas,2022,1,12,8.3333
M-121,Caída,2016,1,4,25.0
M-121,Caída,2017,2,15,13.3333
M-121,Caída,2018,1,8,12.5
M-121,Caída,2022,1,12,8.3333
M-121,Caída,2023,1,16,6.25
M-121,Colisión frontal,2017,1,15,6.6667
M-121,Colisión frontal,2018,1,8,12.5
M-121,Colisión frontal,2019,2,11,18.1818
M-121,Colisión frontal,2020,1,7,14.2857
M-121,Colisión fronto-lateral,2016,2,4,50.0
M-121,Colisión fronto-lateral,2017,2,15,13.3333
M-121,Colisión fronto-lateral,2018,2,8,25.0
M-121,Colisión fronto-lateral,2019,1,11,9.0909
M-121,Colisión fronto-lateral,2020,1,7,14.2857
M-121,Colisión fronto-lateral,2021,1,6,16.6667
M-121,Colisión fronto-lateral,2022,1,12,8.3333
M-121,Colisión fronto-lateral,2023,4,16,25.0
M-121,Colisión fronto-lateral,2024,1,3,33.3333
M-121,Colisión lateral,2016,1,4,25.0
M-121,Colisión lateral,2017,5,15,33.3333
M-121,Colisión lateral,2019,1,11,9.0909
M-121,Colisión lateral,2020,2,7,28.5714
M-121,Colisión lateral,2022,1,12,8.3333
M-121,Colisión lateral,2023,2,16,12.5
M-121,Colisión múltiple,2017,1,15,6.6667
M-121,Colisión múltiple,2018,1,8,12.5
M-121,Colisión múltiple,2023,1,16,6.25
M-121,Colisión por alcance,2017,2,15,13.3333
M-121,Colisión por alcance,2018,1,8,12.5
M-121,Colisión por alcance,2019,4,11,36.3636
M-121,Colisión por alcance,2020,2,7,28.5714
M-121,Colisión por alcance,2021,3,6,50.0
M-121,Colisión por alcance,2022,4,12,33.3333
M-121,Colisión por alcance,2023,3,16,18.75
M-121,Colisión por alcance,2024,1,3,33.3333
M-121,Salida de la vía por la derecha con colisión,2018,1,8,12.5
M-121,Salida de la vía por la derecha con colisión,2019,2,11,18.1818
M-121,Salida de la vía por la derecha con colisión,2021,1,6,16.6667
M-121,Salida de la vía por la derecha con colisión,2022,1,12,8.3333
M-121,Salida de la vía por la derecha con colisión,2023,2,16,12.5
M-121,Salida de la vía por la derecha con vuelco,2017,1,15,6.6667
M-121,Salida de la vía por la derecha con vuelco,2023,2,16,12.5
M-121,Salida de la vía por la derecha otro tipo,2020,1,7,14.2857
M-121,Salida de la vía por la derecha otro tipo,2022,2,12,16.6667
M-121,Salida de la vía por la derecha otro tipo,2023,1,16,6.25
M-121,Salida de la vía por la derecha otro tipo,2024,1,3,33.3333
M-121,Salida de la vía por la izquierda con colisión,2022,1,12,8.3333
M-121,Salida de la vía por la izquierda con vuelco,2019,1,11,9.0909
M-122,Caída,2024,1,2,50.0
M-122,Colisión fronto-lateral,2022,1,1,100.0
M-122,Colisión fronto-lateral,2023,1,2,50.0
M-122,Colisión fronto-lateral,2024,1,2,50.0
M-122,Colisión lateral,2017,1,3,33.3333
M-122,Colisión por alcance,2017,1,3,33.3333
M-122,Salida de la vía por la derecha otro tipo,2017,1,3,33.3333
M-122,Salida de la vía por la izquierda con colisión,2023,1,2,50.0
M-122,Salida de la vía por la izquierda con vuelco,2018,1,1,100.0
M-123,Atropello a animales,2023,1,4,25.0
M-123,Caída,2023,1,4,25.0
M-123,Colisión frontal,2018,1,4,25.0
M-123,Colisión frontal,2020,1,7,14.2857
M-123,Colisión frontal,2024,1,6,16.6667
M-123,Colisión fronto-lateral,2019,1,6,16.6667
M-123,Colisión fronto-lateral,2021,1,7,14.2857
M-123,Colisión fronto-lateral,2022,1,3,33.3333
M-123,Colisión lateral,2016,1,10,10.0
M-123,Colisión lateral,2021,1,7,14.2857
M-123,Colisión por alcance,2016,1,10,10.0
M-123,Colisión por alcance,2017,1,4,25.0
M-123,Colisión por alcance,2020,2,7,28.5714
M-123,Colisión por alcance,2023,2,4,50.0
M-123,Colisión por alcance,2024,1,6,16.6667
M-123,Otro tipo de accidente,2024,1,6,16.6667
M-123,Salida de la vía por la derecha con colisión,2021,1,7,14.2857
M-123,Salida de la vía por la derecha con colisión,2022,1,3,33.3333
M-123,Salida de la vía por la derecha con vuelco,2016,4,10,40.0
M-123,Salida de la vía por la derecha con vuelco,2018,3,4,75.0
M-123,Salida de la vía por la derecha con vuelco,2019,1,6,16.6667
M-123,Salida de la vía por la derecha con vuelco,2020,1,7,14.2857
M-123,Salida de la vía por la derecha con vuelco,2021,3,7,42.8571
M-123,Salida de la vía por la derecha con vuelco,2022,1,3,33.3333
M-123,Salida de la vía por la derecha otro tipo,2017,2,4,50.0
M-123,Salida de la vía por la derecha otro tipo,2019,1,6,16.6667
M-123,Salida de la vía por la derecha otro tipo,2020,2,7,28.5714
M-123,Salida de la vía por la derecha otro tipo,2024,1,6,16.6667
M-123,Salida de la vía por la izquierda con despeñamiento,2016,1,10,10.0
M-123,Salida de la vía por la izquierda con vuelco,2016,2,10,20.0
