SECCION_ID,YEAR,CARRETERA,dominant_cause,n_dominant_accidents
M-123_11,2016,M-123,Salida de la vía por la derecha con vuelco,2
M-123_11,2017,M-123,Salida de la vía por la derecha otro tipo,1
M-123_11,2018,M-123,Salida de la vía por la derecha con vuelco,1
M-123_11,2019,M-123,Colisión fronto-lateral,1
M-123_11,2020,M-123,Salida de la vía por la derecha otro tipo,1
M-123_11,2021,M-123,Salida de la vía por la derecha con colisión,1
M-123_11,2023,M-123,Atropello a animales,1
M-123_12,2016,M-123,Salida de la vía por la derecha con vuelco,1
M-123_12,2019,M-123,Salida de la vía por la derecha otro tipo,1
M-123_12,2021,M-123,Salida de la vía por la derecha con vuelco,1
M-123_2,2016,M-123,Salida de la vía por la derecha con vuelco,1
M-123_2,2017,M-123,Colisión por alcance,1
M-123_2,2022,M-123,Salida de la vía por la derecha con colisión,1
M-123_2,2024,M-123,Colisión frontal,1
M-123_3,2016,M-123,Salida de la vía por la izquierda con vuelco,1
M-123_3,2018,M-123,Salida de la vía por la derecha con vuelco,1
M-123_3,2020,M-123,Colisión frontal,1
M-123_3,2021,M-123,Salida de la vía por la derecha con vuelco,1
M-123_4,2017,M-123,Salida de la vía por la derecha otro tipo,1
M-123_4,2020,M-123,Colisión por alcance,2
M-123_4,2021,M-123,Colisión fronto-lateral,1
M-123_4,2023,M-123,Caída,1
M-123_5,2016,M-123,Colisión por alcance,1
M-123_5,2022,M-123,Colisión fronto-lateral,1
M-123_6,2020,M-123,Salida de la vía por la derecha otro tipo,1
M-123_6,2022,M-123,Salida de la vía por la derecha con vuelco,1
M-123_7,2023,M-123,Colisión por alcance,1
M-123_7,2024,M-123,Salida de la vía por la derecha otro tipo,1
M-123_8,2016,M-123,Salida de la vía por la izquierda con despeñamiento,1
M-123_8,2017,M-123,Salida de la vía por la izquierda con vuelco,1
M-123_8,2018,M-123,Salida de la vía por la derecha con vuelco,1
M-123_8,2019,M-123,Salida de la vía por la izquierda con vuelco,2
M-123_8,2024,M-123,Salida de la vía por la izquierda con vuelco,1
M-123_9,2021,M-123,Salida de la vía por la derecha con vuelco,1
M-124_2,2016,M-124,"Salida de la vía por la izquierda, otro tipo",1
M-124_2,2022,M-124,Atropello a animales,1
M-124_3,2023,M-124,Salida de la vía por la derecha con colisión,1
M-124_3,2024,M-124,Salida de la vía por la izquierda con colisión,1
M-124_4,2016,M-124,"Salida de la vía por la izquierda, otro tipo",1
M-124_7,2021,M-124,Atropello a animales,1
M-126_2,2019,M-126,Salida de la vía por la derecha otro tipo,1
M-126_2,2023,M-126,Salida de la vía por la izquierda con colisión,1
M-126_4,2016,M-126,Atropello a animales,1
M-126_4,2020,M-126,Caída,1
M-127_0,2022,M-127,Colisión fronto-lateral,1
M-127_12,2017,M-127,Salida de la vía por la derecha con vuelco,1
M-127_12,2021,M-127,Colisión frontal,1
M-127_12,2024,M-127,Colisión fronto-lateral,1
M-127_13,2019,M-127,Salida de la vía por la derecha con vuelco,1
M-127_13,2020,M-127,Salida de la vía por la derecha otro tipo,1
M-127_14,2019,M-127,Colisión frontal,1
M-127_14,2020,M-127,"Salida de la vía por la izquierda, otro tipo",1
M-127_14,2021,M-127,Colisión por alcance,1
M-127_14,2022,M-127,"Salida de la vía por la izquierda, otro tipo",1
M-127_14,2024,M-127,Salida de la vía por la izquierda con vuelco,1
M-127_16,2021,M-127,Caída,1
M-127_17,2022,M-127,Salida de la vía por la derecha otro tipo,1
M-127_18,2016,M-127,Salida de la vía por la derecha otro tipo,1
M-127_18,2021,M-127,Salida de la vía por la derecha con colisión,1
M-127_2,2016,M-127,Colisión por alcance,1
M-127_2,2017,M-127,Salida de la vía por la derecha con colisión,1
M-127_2,2019,M-127,Salida de la vía por la derecha con colisión,1
M-127_2,2021,M-127,Salida de la vía por la derecha con colisión,1
M-127_2,2022,M-127,Salida de la vía por la derecha otro tipo,1
M-127_2,2023,M-127,Salida de la vía por la derecha otro tipo,1
M-127_21,2022,M-127,"Salida de la vía por la izquierda, otro tipo",1
M-127_22,2024,M-127,Salida de la vía por la derecha otro tipo,1
M-127_24,2019,M-127,Salida de la vía por la derecha otro tipo,1
M-127_24,2024,M-127,Colisión frontal,1
M-127_27,2021,M-127,"Salida de la vía por la izquierda, otro tipo",1
M-127_3,2017,M-127,Salida de la vía por la derecha otro tipo,1
M-127_3,2018,M-127,Colisión frontal,1
M-127_3,2022,M-127,Salida de la vía por la derecha con vuelco,1
M-127_30,2020,M-127,Salida de la vía por la izquierda con colisión,1
M-127_31,2017,M-127,Salida de la vía por la izquierda con colisión,1
M-127_32,2023,M-127,Salida de la vía por la derecha con colisión,1
M-127_4,2024,M-127,Salida de la vía por la derecha otro tipo,1
M-127_5,2017,M-127,Salida de la vía por la izquierda con vuelco,1
M-127_6,2016,M-127,Atropello a personas,1
M-127_6,2018,M-127,Salida de la vía por la derecha con vuelco,1
M-127_7,2024,M-127,Colisión fronto-lateral,1
M-127_9,2016,M-127,Salida de la vía por la derecha con colisión,1
M-128_3,2020,M-128,"Salida de la vía por la izquierda, otro tipo",1
M-129_0,2020,M-129,Salida de la vía por la derecha otro tipo,1
M-129_1,2017,M-129,Atropello a personas,1
M-129_1,2024,M-129,Colisión fronto-lateral,1
M-129_10,2017,M-129,"Salida de la vía por la izquierda, otro tipo",1
M-129_3,2018,M-129,Salida de la vía por la derecha otro tipo,1
M-129_3,2022,M-129,Salida de la vía por la derecha con colisión,1
M-129_4,2020,M-129,Salida de la vía por la derecha otro tipo,1
M-129_4,2021,M-129,Colisión fronto-lateral,1
M-129_6,2016,M-129,"Salida de la vía por la izquierda, otro tipo",1
M-129_6,2023,M-129,Salida de la vía por la derecha otro tipo,1
M-129_6,2024,M-129,Salida de la vía por la derecha otro tipo,1
M-129_7,2016,M-129,Salida de la vía por la derecha con colisión,1
M-129_8,2023,M-129,Salida de la vía por la derecha con colisión,1
M-12_0,2016,M-12,Salida de la vía por la derecha con vuelco,1
M-12_0,2018,M-12,Colisión por alcance,1
M-12_0,2022,M-12,Salida de la vía por la derecha con colisión,1
M-12_1,2017,M-12,Colisión múltiple,1
M-12_10,2016,M-12,Colisión por alcance,2
M-12_10,2017,M-12,Colisión por alcance,1
M-12_10,2020,M-12,Salida de la vía por la derecha con vuelco,1
M-12_10,2021,M-12,Colisión por alcance,1
M-12_10,2022,M-12,Colisión por alcance,1
M-12_10,2023,M-12,Colisión por alcance,3
M-12_10,2024,M-12,Colisión lateral,1
M-12_3,2016,M-12,Atropello a animales,1
M-12_3,2018,M-12,Colisión por alcance,1
M-12_3,2019,M-12,Colisión por alcance,2
M-12_3,2022,M-12,Colisión por alcance,1
M-12_3,2023,M-12,Colisión lateral,1
M-12_4,2016,M-12,Colisión por alcance,1
M-12_4,2018,M-12,Salida de la vía por la izquierda con colisión,2
M-12_4,2019,M-12,Salida de la vía por la izquierda con vuelco,1
M-12_4,2021,M-12,Colisión por alcance,1
M-12_5,2016,M-12,Colisión por alcance,1
M-12_5,2018,M-12,Colisión múltiple,1
M-12_5,2019,M-12,Colisión por alcance,1
M-12_5,2021,M-12,Colisión por alcance,2
M-12_7,2020,M-12,Colisión múltiple,1
M-12_8,2016,M-12,Colisión por alcance,1
M-12_8,2017,M-12,Colisión fronto-lateral,1
M-12_8,2018,M-12,Colisión fronto-lateral,1
M-12_8,2019,M-12,Colisión fronto-lateral,2
M-12_8,2020,M-12,Colisión fronto-lateral,1
M-12_8,2022,M-12,Colisión por alcance,2
M-12_8,2023,M-12,Colisión fronto-lateral,2
M-12_8,2024,M-12,Salida de la vía por la derecha otro tipo,1
M-12_9,2017,M-12,Colisión lateral,1
M-12_9,2018,M-12,Caída,1
M-130_1,2020,M-130,Salida de la vía por la derecha otro tipo,1
M-130_11,2021,M-130,Colisión frontal,1
M-130_11,2024,M-130,Salida de la vía por la derecha otro tipo,1
M-130_14,2019,M-130,Salida de la vía por la derecha otro tipo,1
M-130_19,2023,M-130,Caída,1
M-130_21,2020,M-130,Salida de la vía por la derecha con despeñamiento,1
M-130_23,2022,M-130,Salida de la vía por la derecha otro tipo,1
M-130_23,2024,M-130,Salida de la vía por la derecha con colisión,1
M-130_24,2022,M-130,Salida de la vía por la derecha otro tipo,1
M-130_25,2024,M-130,Caída,1
M-130_6,2022,M-130,"Salida de la vía por la izquierda, otro tipo",1
M-130_7,2024,M-130,Caída,1
M-131_0,2017,M-131,Salida de la vía por la derecha otro tipo,1
M-131_0,2018,M-131,Salida de la vía por la izquierda con vuelco,1
M-131_0,2024,M-131,Caída,1
M-131_1,2019,M-131,"Salida de la vía por la izquierda, otro tipo",1
M-131_11,2024,M-131,Salida de la vía por la derecha otro tipo,1
M-131_13,2016,M-131,Salida de la vía por la derecha con colisión,1
M-131_14,2016,M-131,Salida de la vía por la derecha otro tipo,1
M-131_16,2023,M-131,Caída,1
M-131_2,2016,M-131,Salida de la vía por la derecha con colisión,1
M-131_2,2017,M-131,Salida de la vía por la derecha otro tipo,1
M-131_3,2016,M-131,Salida de la vía por la izquierda con despeñamiento,1
M-131_3,2018,M-131,Salida de la vía por la derecha con vuelco,1
M-131_3,2019,M-131,Salida de la vía por la derecha con despeñamiento,1
M-131_3,2020,M-131,Salida de la vía por la izquierda con despeñamiento,1
M-131_3,2021,M-131,Salida de la vía por la derecha con colisión,1
M-131_3,2022,M-131,Caída,1
M-131_4,2016,M-131,Colisión contra obstáculo o elemento de la vía,1
M-131_4,2019,M-131,Salida de la vía por la derecha otro tipo,1
M-131_4,2020,M-131,Salida de la vía por la derecha otro tipo,1
M-131_4,2022,M-131,Salida de la vía por la derecha otro tipo,2
M-131_4,2024,M-131,Salida de la vía por la derecha otro tipo,1
M-131_5,2016,M-131,Salida de la vía por la derecha con colisión,1
M-131_5,2020,M-131,Salida de la vía por la derecha otro tipo,1
M-131_5,2023,M-131,Salida de la vía por la derecha otro tipo,1
M-131_6,2017,M-131,Salida de la vía por la derecha otro tipo,1
M-131_6,2019,M-131,Salida de la vía por la derecha otro tipo,2
M-131_6,2020,M-131,Salida de la vía por la derecha otro tipo,1
M-131_6,2021,M-131,Salida de la vía por la derecha otro tipo,1
M-131_6,2022,M-131,Salida de la vía por la derecha con colisión,1
M-131_6,2023,M-131,Caída,1
M-131_6,2024,M-131,Salida de la vía por la derecha con vuelco,1
M-131_7,2017,M-131,"Salida de la vía por la izquierda, otro tipo",1
M-131_7,2018,M-131,Atropello a animales,1
M-131_7,2019,M-131,Salida de la vía por la derecha otro tipo,1
M-131_7,2022,M-131,Salida de la vía por la derecha otro tipo,1
M-131_8,2018,M-131,"Salida de la vía por la izquierda, otro tipo",1
M-131_9,2019,M-131,Salida de la vía por la derecha otro tipo,1
M-131_9,2020,M-131,Salida de la vía por la derecha otro tipo,1
M-132_0,2024,M-132,Salida de la vía por la derecha otro tipo,1
M-132_1,2023,M-132,Colisión fronto-lateral,1
M-133_0,2021,M-133,"Salida de la vía por la izquierda, otro tipo",1
M-133_1,2017,M-133,Colisión contra obstáculo o elemento de la vía,1
M-133_1,2021,M-133,Colisión fronto-lateral,1
M-133_11,2016,M-133,Salida de la vía por la derecha otro tipo,1
M-133_11,2020,M-133,Salida de la vía por la derecha con despeñamiento,1
M-133_11,2023,M-133,Salida de la vía por la derecha con despeñamiento,1
M-133_12,2018,M-133,Colisión fronto-lateral,1
M-133_12,2020,M-133,Salida de la vía por la derecha con colisión,1
M-133_12,2024,M-133,Salida de la vía por la derecha otro tipo,1
M-133_13,2016,M-133,"Salida de la vía por la izquierda, otro tipo",1
M-133_13,2018,M-133,Salida de la vía por la derecha otro tipo,1
M-133_13,2021,M-133,Colisión lateral,1
M-133_14,2016,M-133,Salida de la vía por la derecha otro tipo,1
M-133_14,2017,M-133,Salida de la vía por la derecha otro tipo,1
M-133_14,2019,M-133,Salida de la vía por la derecha con colisión,1
M-133_14,2020,M-133,Caída,1
M-133_14,2021,M-133,Caída,1
M-133_14,2023,M-133,Salida de la vía por la derecha otro tipo,1
M-133_15,2016,M-133,Salida de la vía por la derecha con colisión,1
M-133_15,2018,M-133,Colisión frontal,1
M-133_2,2016,M-133,Salida de la vía por la derecha otro tipo,1
M-133_2,2017,M-133,Colisión fronto-lateral,1
M-133_2,2018,M-133,"Salida de la vía por la izquierda, otro tipo",1
M-133_2,2019,M-133,"Salida de la vía por la izquierda, otro tipo",2
M-133_2,2020,M-133,Salida de la vía por la derecha otro tipo,2
M-133_2,2021,M-133,Salida de la vía por la derecha otro tipo,1
M-133_2,2022,M-133,Colisión frontal,1
M-133_2,2023,M-133,Salida de la vía por la derecha otro tipo,2
M-133_2,2024,M-133,Salida de la vía por la derecha otro tipo,1
M-133_3,2016,M-133,Salida de la vía por la derecha otro tipo,1
M-133_3,2019,M-133,Colisión por alcance,1
M-133_3,2024,M-133,Salida de la vía por la derecha con colisión,1
M-133_4,2017,M-133,Caída,1
M-133_4,2020,M-133,Salida de la vía por la derecha otro tipo,1
M-133_4,2021,M-133,Salida de la vía por la derecha otro tipo,2
M-133_4,2022,M-133,Colisión frontal,1
M-133_5,2017,M-133,"Salida de la vía por la izquierda, otro tipo",1
M-133_5,2019,M-133,Caída,1
M-133_5,2022,M-133,Salida de la vía por la derecha otro tipo,1
M-133_5,2023,M-133,Salida de la vía por la derecha otro tipo,1
M-133_6,2024,M-133,Colisión por alcance,1
M-133_7,2016,M-133,Salida de la vía por la derecha otro tipo,1
M-133_7,2020,M-133,Colisión frontal,1
M-133_7,2021,M-133,Colisión fronto-lateral,1
M-133_8,2017,M-133,Salida de la vía por la derecha otro tipo,1
M-133_8,2019,M-133,Salida de la vía por la derecha con vuelco,1
M-133_8,2022,M-133,Salida de la vía por la derecha otro tipo,3
M-133_9,2017,M-133,"Salida de la vía por la izquierda, otro tipo",1
M-133_9,2022,M-133,Caída,1
M-134_0,2018,M-134,Salida de la vía por la derecha otro tipo,1
M-134_1,2020,M-134,Salida de la vía por la izquierda con vuelco,1
M-134_3,2019,M-134,Salida de la vía por la derecha otro tipo,1
M-134_3,2021,M-134,Salida de la vía por la derecha otro tipo,1
M-134_3,2024,M-134,Salida de la vía por la derecha otro tipo,1
M-134_4,2017,M-134,Colisión fronto-lateral,1
M-134_4,2018,M-134,Colisión fronto-lateral,1
M-134_4,2019,M-134,Salida de la vía por la derecha otro tipo,2
M-134_4,2024,M-134,Salida de la vía por la derecha con vuelco,1
M-134_5,2017,M-134,Salida de la vía por la derecha otro tipo,1
M-134_5,2019,M-134,Salida de la vía por la derecha con despeñamiento,1
M-134_5,2023,M-134,Salida de la vía por la derecha con colisión,1
M-134_6,2018,M-134,Colisión lateral,1
M-134_6,2023,M-134,Colisión fronto-lateral,1
M-134_6,2024,M-134,Caída,1
M-134_7,2017,M-134,Salida de la vía por la derecha otro tipo,1
M-134_7,2018,M-134,"Salida de la vía por la izquierda, otro tipo",1
M-134_7,2021,M-134,Salida de la vía por la derecha otro tipo,1
M-135_0,2020,M-135,Salida de la vía por la derecha con vuelco,1
M-135_10,2018,M-135,Salida de la vía por la derecha otro tipo,1
M-135_2,2017,M-135,Salida de la vía por la izquierda con vuelco,1
M-135_2,2023,M-135,Salida de la vía por la derecha con vuelco,1
M-135_4,2024,M-135,Salida de la vía por la derecha otro tipo,1
M-135_5,2018,M-135,Colisión fronto-lateral,1
M-135_5,2023,M-135,Colisión fronto-lateral,1
M-135_6,2018,M-135,Colisión fronto-lateral,1
M-136_0,2017,M-136,Salida de la vía por la derecha con vuelco,1
M-137_1,2021,M-137,Colisión fronto-lateral,1
M-137_10,2017,M-137,Salida de la vía por la derecha con colisión,1
M-137_10,2018,M-137,Salida de la vía por la derecha otro tipo,1
M-137_13,2024,M-137,Atropello a personas,1
M-137_21,2017,M-137,"Salida de la vía por la izquierda, otro tipo",1
M-137_26,2021,M-137,Salida de la vía por la derecha otro tipo,1
M-137_26,2023,M-137,Salida de la vía por la derecha otro tipo,1
M-137_27,2023,M-137,Salida de la vía por la derecha otro tipo,1
M-137_5,2019,M-137,"Salida de la vía por la izquierda, otro tipo",1
M-137_5,2021,M-137,Atropello a animales,1
M-137_6,2022,M-137,Colisión lateral,1
M-137_6,2023,M-137,Salida de la vía por la izquierda con colisión,1
M-137_7,2021,M-137,Caída,1
M-137_9,2016,M-137,Salida de la vía por la derecha otro tipo,1
M-137_9,2017,M-137,Salida de la vía por la derecha otro tipo,1
M-137_9,2018,M-137,Salida de la vía por la derecha otro tipo,1
M-137_9,2019,M-137,Salida de la vía por la derecha con colisión,1
M-137_9,2020,M-137,Salida de la vía por la derecha otro tipo,3
M-137_9,2021,M-137,Salida de la vía por la derecha otro tipo,3
M-137_9,2022,M-137,Salida de la vía por la derecha con colisión,1
M-137_9,2023,M-137,Salida de la vía por la derecha con colisión,2
M-137_9,2024,M-137,Salida de la vía por la derecha otro tipo,3
M-13_0,2017,M-13,Salida de la vía por la izquierda con colisión,1
M-13_0,2018,M-13,"Salida de la vía por la izquierda, otro tipo",1
M-13_0,2019,M-13,Salida de la vía por la derecha con colisión,1
M-13_0,2023,M-13,Salida de la vía por la derecha con vuelco,1
M-13_0,2024,M-13,Colisión por alcance,2
M-141_2,2022,M-141,Salida de la vía por la derecha con despeñamiento,1
M-141_6,2018,M-141,Colisión frontal,1
M-141_7,2022,M-141,Salida de la vía por la derecha otro tipo,1
M-14_0,2016,M-14,Colisión múltiple,3
M-14_0,2017,M-14,Colisión lateral,4
M-14_0,2018,M-14,Colisión por alcance,6
M-14_0,2019,M-14,Colisión por alcance,9
M-14_0,2020,M-14,Caída,2
M-14_0,2021,M-14,Colisión múltiple,3
M-14_0,2022,M-14,Colisión lateral,2
M-14_0,2023,M-14,Colisión lateral,4
M-14_0,2024,M-14,Colisión lateral,3
M-14_1,2016,M-14,Caída,4
M-14_1,2017,M-14,Caída,1
M-14_1,2018,M-14,Salida de la vía por la izquierda con colisión,1
M-14_1,2019,M-14,Colisión múltiple,2
M-14_1,2021,M-14,Colisión por alcance,2
M-14_1,2022,M-14,Atropello a personas,1
M-14_1,2023,M-14,Colisión por alcance,1
M-14_1,2024,M-14,Salida de la vía por la derecha con vuelco,2
M-14_2,2016,M-14,Colisión lateral,2
M-14_2,2017,M-14,Colisión por alcance,2
M-14_2,2018,M-14,Colisión múltiple,2
M-14_2,2019,M-14,Colisión múltiple,5
M-14_2,2020,M-14,Colisión por alcance,1
M-14_2,2021,M-14,Colisión por alcance,4
M-14_2,2022,M-14,Caída,1
M-14_2,2023,M-14,Caída,1
M-14_2,2024,M-14,Caída,1
M-14_3,2016,M-14,Colisión por alcance,1
M-14_3,2017,M-14,Salida de la vía por la izquierda con vuelco,1
M-14_3,2018,M-14,Salida de la vía por la derecha con colisión,2
M-14_3,2019,M-14,Colisión lateral,1
M-14_3,2020,M-14,Caída,1
M-14_3,2021,M-14,Colisión múltiple,1
M-14_3,2023,M-14,Colisión por alcance,1
M-14_3,2024,M-14,Colisión por alcance,1
M-14_4,2018,M-14,Colisión por alcance,1
M-14_4,2019,M-14,Colisión lateral,1
M-14_4,2020,M-14,Caída,1
M-14_4,2021,M-14,Colisión múltiple,1
M-14_4,2022,M-14,Salida de la vía por la derecha con colisión,1
M-14_4,2023,M-14,Caída,1
M-14_4,2024,M-14,Caída,1
M-201A_1,2023,M-201A,Salida de la vía por la derecha con colisión,1
M-201_0,2017,M-201,Colisión por alcance,1
M-201_0,2020,M-201,Colisión por alcance,1
M-201_0,2021,M-201,Colisión lateral,1
M-201_1,2016,M-201,Colisión por alcance,1
M-203_0,2017,M-203,Salida de la vía por la derecha con colisión,1
M-203_0,2018,M-203,Caída,1
M-203_0,2019,M-203,Colisión frontal,1
M-203_0,2021,M-203,Colisión por alcance,1
M-203_0,2022,M-203,Colisión fronto-lateral,1
M-203_0,2023,M-203,Colisión lateral,1
M-203_1,2018,M-203,Caída,1
M-203_1,2019,M-203,Colisión frontal,1
M-203_1,2021,M-203,Caída,1
M-203_1,2022,M-203,Salida de la vía por la derecha con colisión,1
M-203_1,2023,M-203,Colisión por alcance,1
M-203_1,2024,M-203,Caída,1
M-203_10,2017,M-203,Colisión frontal,1
M-203_10,2019,M-203,Colisión fronto-lateral,1
M-203_10,2020,M-203,Atropello a personas,1
M-203_10,2022,M-203,Colisión por alcance,1
M-203_10,2023,M-203,Colisión fronto-lateral,1
M-203_11,2016,M-203,Colisión por alcance,1
M-203_11,2019,M-203,Atropello a personas,1
M-203_11,2020,M-203,Salida de la vía por la derecha con colisión,1
M-203_11,2022,M-203,Atropello a animales,1
M-203_11,2023,M-203,Colisión fronto-lateral,1
M-203_12,2016,M-203,Salida de la vía por la derecha con vuelco,1
M-203_12,2017,M-203,Colisión por alcance,1
M-203_12,2019,M-203,Colisión frontal,1
M-203_12,2020,M-203,Colisión lateral,1
M-203_12,2021,M-203,Colisión múltiple,1
M-203_12,2022,M-203,Colisión por alcance,1
M-203_13,2016,M-203,Colisión frontal,1
M-203_13,2017,M-203,Colisión contra obstáculo o elemento de la vía,1
M-203_14,2016,M-203,Colisión frontal,1
M-203_14,2017,M-203,Colisión por alcance,2
M-203_14,2018,M-203,Colisión frontal,1
M-203_14,2019,M-203,Colisión por alcance,1
M-203_14,2022,M-203,Colisión frontal,1
M-203_15,2017,M-203,Salida de la vía por la izquierda con colisión,1
M-203_15,2018,M-203,Colisión por alcance,1
M-203_15,2019,M-203,Colisión por alcance,3
M-203_15,2020,M-203,Colisión por alcance,1
M-203_15,2021,M-203,Colisión frontal,1
M-203_15,2022,M-203,Colisión por alcance,3
M-203_15,2023,M-203,Colisión múltiple,1
M-203_16,2016,M-203,Caída,1
M-203_16,2017,M-203,Colisión fronto-lateral,2
M-203_16,2019,M-203,Colisión lateral,1
M-203_16,2020,M-203,Colisión fronto-lateral,1
M-203_16,2022,M-203,Colisión por alcance,3
M-203_16,2023,M-203,Colisión múltiple,1
M-203_16,2024,M-203,Colisión fronto-lateral,1
M-203_17,2017,M-203,"Salida de la vía por la izquierda, otro tipo",1
M-203_17,2019,M-203,Colisión fronto-lateral,1
M-203_17,2020,M-203,Atropello a animales,1
M-203_17,2021,M-203,Salida de la vía por la derecha con colisión,1
M-203_17,2022,M-203,Colisión frontal,1
M-203_17,2023,M-203,Caída,1
M-203_17,2024,M-203,Otro tipo de accidente,1
M-203_18,2018,M-203,Colisión fronto-lateral,1
M-203_18,2022,M-203,Colisión múltiple,1
M-203_18,2023,M-203,Colisión lateral,1
M-203_19,2016,M-203,Colisión frontal,1
M-203_19,2017,M-203,Salida de la vía por la izquierda con despeñamiento,1
M-203_19,2019,M-203,Colisión por alcance,1
M-203_19,2020,M-203,Colisión frontal,1
M-203_19,2021,M-203,Atropello a personas,1
M-203_19,2023,M-203,Caída,1
M-203_19,2024,M-203,Salida de la vía por la izquierda con vuelco,1
M-203_2,2016,M-203,Colisión fronto-lateral,1
M-203_2,2017,M-203,Colisión fronto-lateral,1
M-203_2,2018,M-203,Colisión por alcance,1
M-203_2,2019,M-203,Colisión fronto-lateral,1
M-203_2,2021,M-203,Caída,2
M-203_2,2022,M-203,Salida de la vía por la izquierda con colisión,1
M-203_2,2023,M-203,Colisión por alcance,1
M-203_2,2024,M-203,Salida de la vía por la derecha otro tipo,1
M-203_20,2016,M-203,Colisión lateral,1
M-203_20,2018,M-203,Salida de la vía por la derecha con colisión,1
M-203_20,2019,M-203,Salida de la vía por la derecha con vuelco,1
M-203_20,2020,M-203,Otro tipo de accidente,1
M-203_20,2021,M-203,Colisión por alcance,1
M-203_20,2022,M-203,Colisión por alcance,1
M-203_20,2023,M-203,Salida de la vía por la derecha con colisión,1
M-203_21,2016,M-203,Colisión múltiple,1
M-203_21,2018,M-203,Colisión por alcance,1
M-203_21,2019,M-203,Colisión por alcance,1
M-203_21,2022,M-203,Caída,2
M-203_21,2023,M-203,Colisión por alcance,3
M-203_21,2024,M-203,Colisión lateral,1
M-203_23,2017,M-203,Salida de la vía por la derecha con vuelco,1
M-203_3,2017,M-203,Salida de la vía por la derecha con vuelco,1
M-203_3,2018,M-203,Caída,1
M-203_3,2019,M-203,Colisión por alcance,2
M-203_3,2020,M-203,Salida de la vía por la derecha con colisión,1
M-203_3,2021,M-203,Colisión por alcance,1
M-203_3,2024,M-203,Salida de la vía por la derecha otro tipo,1
M-203_4,2017,M-203,Colisión por alcance,1
M-203_4,2018,M-203,Salida de la vía por la derecha otro tipo,1
M-203_4,2024,M-203,Colisión por alcance,1
M-203_5,2016,M-203,Colisión lateral,1
M-203_5,2019,M-203,Atropello a personas,1
M-203_5,2024,M-203,Colisión fronto-lateral,1
M-203_6,2016,M-203,Colisión por alcance,1
M-203_6,2017,M-203,Otro tipo de accidente,1
M-203_6,2020,M-203,Caída,1
M-203_6,2021,M-203,Colisión lateral,1
M-203_6,2023,M-203,Colisión contra obstáculo o elemento de la vía,1
M-203_6,2024,M-203,"Salida de la vía por la izquierda, otro tipo",1
M-203_7,2016,M-203,Colisión fronto-lateral,1
M-203_7,2017,M-203,Caída,1
M-203_7,2018,M-203,Colisión fronto-lateral,1
M-203_7,2019,M-203,Colisión por alcance,1
M-203_7,2021,M-203,Atropello a personas,1
M-203_7,2022,M-203,Colisión por alcance,2
M-203_7,2023,M-203,Colisión fronto-lateral,1
M-203_7,2024,M-203,Colisión fronto-lateral,1
M-203_8,2017,M-203,Colisión fronto-lateral,1
M-203_8,2018,M-203,Colisión fronto-lateral,1
M-203_8,2019,M-203,Colisión por alcance,1
M-203_8,2021,M-203,Colisión fronto-lateral,1
M-203_8,2022,M-203,Colisión lateral,1
M-203_8,2023,M-203,Colisión frontal,1
M-203_8,2024,M-203,Colisión múltiple,1
M-203_9,2017,M-203,Colisión fronto-lateral,1
M-203_9,2019,M-203,Colisión fronto-lateral,1
M-203_9,2020,M-203,Colisión fronto-lateral,1
M-203_9,2021,M-203,Colisión fronto-lateral,1
M-203_9,2023,M-203,Colisión fronto-lateral,1
M-203_9,2024,M-203,Colisión por alcance,2
M-204_0,2021,M-204,Colisión fronto-lateral,1
M-204_0,2022,M-204,Colisión fronto-lateral,2
M-204_0,2023,M-204,Atropello a animales,1
M-204_1,2019,M-204,Colisión múltiple,1
M-204_1,2020,M-204,Colisión fronto-lateral,1
M-204_10,2023,M-204,Salida de la vía por la derecha otro tipo,1
M-204_14,2019,M-204,Salida de la vía por la izquierda con vuelco,1
M-204_14,2023,M-204,Salida de la vía por la derecha otro tipo,1
M-204_15,2016,M-204,Salida de la vía por la derecha otro tipo,1
M-204_15,2017,M-204,Salida de la vía por la derecha otro tipo,2
M-204_15,2018,M-204,Salida de la vía por la derecha con colisión,2
M-204_15,2021,M-204,Salida de la vía por la derecha con colisión,1
M-204_16,2018,M-204,Colisión lateral,1
M-204_16,2019,M-204,Salida de la vía por la derecha con vuelco,1
M-204_18,2024,M-204,"Salida de la vía por la izquierda, otro tipo",1
M-204_19,2017,M-204,Atropello a personas,1
M-204_19,2020,M-204,Salida de la vía por la derecha otro tipo,1
M-204_19,2021,M-204,Salida de la vía por la izquierda con vuelco,1
M-204_19,2022,M-204,Salida de la vía por la derecha otro tipo,2
M-204_19,2024,M-204,Salida de la vía por la derecha otro tipo,1
M-204_2,2016,M-204,Salida de la vía por la derecha otro tipo,1
M-204_2,2018,M-204,Colisión fronto-lateral,1
M-204_2,2020,M-204,Salida de la vía por la izquierda con colisión,1
M-204_2,2021,M-204,Colisión fronto-lateral,1
M-204_20,2017,M-204,Colisión frontal,1
M-204_20,2021,M-204,Salida de la vía por la derecha con colisión,1
M-204_20,2024,M-204,Salida de la vía por la derecha con vuelco,1
M-204_21,2023,M-204,Colisión lateral,1
M-204_21,2024,M-204,Colisión por alcance,1
M-204_22,2017,M-204,"Salida de la vía por la izquierda, otro tipo",1
M-204_22,2019,M-204,Salida de la vía por la derecha con colisión,1
