SECCION_ID,YEAR,CARRETERA,dominant_cause,n_dominant_accidents
M-419_1,2018,M-419,Colisión lateral,1
M-419_1,2019,M-419,Salida de la vía por la derecha con vuelco,1
M-419_1,2024,M-419,Caída,1
M-419_2,2021,M-419,Colisión frontal,1
M-419_3,2018,M-419,Colisión lateral,1
M-419_3,2020,M-419,"Salida de la vía por la izquierda, otro tipo",1
M-419_3,2024,M-419,Colisión por alcance,1
M-419_4,2016,M-419,Salida de la vía por la derecha con colisión,1
M-419_5,2023,M-419,Colisión por alcance,1
M-419_6,2020,M-419,Colisión por alcance,1
M-419_6,2024,M-419,Colisión por alcance,1
M-419_7,2020,M-419,Salida de la vía por la derecha otro tipo,1
M-419_7,2023,M-419,Colisión lateral,1
M-419_8,2016,M-419,Atropello a animales,1
M-419_8,2018,M-419,Salida de la vía por la derecha con vuelco,1
M-419_8,2021,M-419,Salida de la vía por la derecha con vuelco,1
M-421_0,2017,M-421,Colisión por alcance,1
M-421_0,2018,M-421,Colisión fronto-lateral,1
M-421_0,2019,M-421,Colisión por alcance,1
M-421_0,2020,M-421,Salida de la vía por la derecha otro tipo,1
M-421_0,2021,M-421,Caída,1
M-421_0,2022,M-421,Colisión por alcance,1
M-421_0,2024,M-421,Colisión por alcance,1
M-421_1,2016,M-421,Colisión contra obstáculo o elemento de la vía,1
M-421_1,2017,M-421,Colisión múltiple,1
M-421_1,2019,M-421,Atropello a personas,1
M-421_1,2020,M-421,Colisión fronto-lateral,2
M-421_1,2021,M-421,Caída,1
M-421_1,2022,M-421,Colisión por alcance,2
M-421_1,2023,M-421,Colisión por alcance,1
M-421_2,2016,M-421,Salida de la vía por la derecha otro tipo,1
M-421_2,2018,M-421,Colisión lateral,1
M-423_0,2016,M-423,Colisión fronto-lateral,1
M-423_0,2017,M-423,Caída,1
M-423_0,2018,M-423,"Salida de la vía por la izquierda, otro tipo",3
M-423_0,2019,M-423,Salida de la vía por la izquierda con colisión,2
M-423_0,2020,M-423,Salida de la vía por la derecha con colisión,1
M-423_0,2021,M-423,Colisión fronto-lateral,2
M-423_0,2022,M-423,Caída,1
M-423_0,2023,M-423,Colisión por alcance,1
M-423_0,2024,M-423,Colisión contra obstáculo o elemento de la vía,1
M-423_1,2016,M-423,Salida de la vía por la derecha con colisión,1
M-423_1,2018,M-423,Atropello a personas,1
M-423_1,2022,M-423,Salida de la vía por la izquierda con vuelco,1
M-423_1,2023,M-423,Caída,1
M-423_2,2016,M-423,Salida de la vía por la derecha con vuelco,1
M-423_2,2018,M-423,Salida de la vía por la izquierda con vuelco,1
M-423_2,2023,M-423,Colisión contra obstáculo o elemento de la vía,1
M-423_3,2018,M-423,Salida de la vía por la derecha con colisión,1
M-423_3,2020,M-423,Caída,1
M-423_3,2023,M-423,Salida de la vía por la izquierda con colisión,1
M-423_4,2024,M-423,"Salida de la vía por la izquierda, otro tipo",1
M-423_5,2017,M-423,Colisión fronto-lateral,1
M-423_5,2018,M-423,Colisión lateral,1
M-423_5,2020,M-423,"Salida de la vía por la izquierda, otro tipo",1
M-423_5,2022,M-423,Salida de la vía por la derecha otro tipo,1
M-423_5,2023,M-423,Colisión fronto-lateral,2
M-423_5,2024,M-423,Colisión lateral,1
M-425_0,2016,M-425,Colisión por alcance,1
M-425_0,2017,M-425,Colisión fronto-lateral,1
M-425_0,2018,M-425,Colisión lateral,1
M-425_0,2019,M-425,Colisión fronto-lateral,1
M-425_0,2020,M-425,Colisión fronto-lateral,2
M-425_0,2021,M-425,Colisión fronto-lateral,2
M-425_0,2022,M-425,Colisión fronto-lateral,1
M-425_0,2023,M-425,Colisión por alcance,2
M-425_0,2024,M-425,Colisión por alcance,2
M-425_1,2016,M-425,Colisión fronto-lateral,1
M-425_1,2017,M-425,Caída,1
M-425_1,2018,M-425,Colisión por alcance,1
M-425_1,2019,M-425,Colisión fronto-lateral,2
M-425_1,2020,M-425,Caída,1
M-425_1,2021,M-425,Colisión por alcance,2
M-425_1,2022,M-425,Caída,1
M-425_1,2024,M-425,Colisión por alcance,2
M-425_2,2016,M-425,Colisión fronto-lateral,1
M-425_2,2017,M-425,Colisión lateral,1
M-425_2,2018,M-425,Colisión múltiple,1
M-425_2,2019,M-425,Colisión fronto-lateral,1
M-425_2,2021,M-425,Colisión fronto-lateral,1
M-45_0,2016,M-45,Salida de la vía por la izquierda con colisión,1
M-45_0,2019,M-45,Colisión lateral,1
M-45_0,2024,M-45,Colisión por alcance,2
M-45_1,2016,M-45,Colisión por alcance,1
M-45_1,2017,M-45,Colisión múltiple,1
M-45_1,2019,M-45,Colisión por alcance,1
M-45_1,2022,M-45,Colisión por alcance,1
M-45_1,2024,M-45,Colisión múltiple,1
M-45_10,2017,M-45,Salida de la vía por la derecha con colisión,1
M-45_10,2018,M-45,Colisión por alcance,1
M-45_10,2020,M-45,Colisión por alcance,1
M-45_10,2021,M-45,Colisión lateral,1
M-45_10,2022,M-45,Caída,1
M-45_10,2023,M-45,Colisión lateral,1
M-45_10,2024,M-45,Colisión múltiple,1
M-45_11,2016,M-45,Colisión múltiple,2
M-45_11,2017,M-45,Colisión por alcance,2
M-45_11,2018,M-45,Colisión por alcance,1
M-45_11,2019,M-45,Colisión por alcance,1
M-45_11,2021,M-45,Colisión por alcance,2
M-45_11,2023,M-45,Colisión por alcance,2
M-45_11,2024,M-45,Colisión por alcance,2
M-45_12,2016,M-45,Colisión por alcance,2
M-45_12,2017,M-45,Colisión por alcance,1
M-45_12,2018,M-45,Salida de la vía por la izquierda con vuelco,1
M-45_12,2019,M-45,Caída,1
M-45_12,2021,M-45,Colisión múltiple,1
M-45_12,2022,M-45,Colisión por alcance,1
M-45_12,2023,M-45,Colisión lateral,1
M-45_13,2016,M-45,Colisión por alcance,1
M-45_13,2017,M-45,Colisión lateral,1
M-45_13,2018,M-45,Colisión por alcance,1
M-45_13,2024,M-45,Colisión por alcance,1
M-45_14,2016,M-45,Colisión contra obstáculo o elemento de la vía,1
M-45_14,2017,M-45,Colisión fronto-lateral,1
M-45_14,2018,M-45,Vuelco,1
M-45_14,2019,M-45,Colisión por alcance,1
M-45_14,2020,M-45,Atropello a personas,1
M-45_14,2022,M-45,Colisión contra obstáculo o elemento de la vía,1
M-45_14,2023,M-45,Colisión lateral,1
M-45_14,2024,M-45,Colisión lateral,1
M-45_15,2016,M-45,Colisión por alcance,1
M-45_15,2017,M-45,Colisión por alcance,1
M-45_15,2018,M-45,Salida de la vía por la derecha con colisión,1
M-45_15,2019,M-45,Colisión múltiple,1
M-45_15,2020,M-45,Colisión por alcance,1
M-45_15,2022,M-45,Colisión múltiple,1
M-45_15,2023,M-45,Colisión lateral,2
M-45_15,2024,M-45,Colisión por alcance,1
M-45_16,2016,M-45,Salida de la vía por la izquierda con colisión,1
M-45_16,2017,M-45,Atropello a personas,1
M-45_16,2018,M-45,Colisión fronto-lateral,1
M-45_16,2020,M-45,Colisión por alcance,1
M-45_16,2021,M-45,Colisión por alcance,1
M-45_16,2022,M-45,Salida de la vía por la izquierda con colisión,1
M-45_16,2023,M-45,Colisión por alcance,1
M-45_16,2024,M-45,Caída,1
M-45_17,2016,M-45,Colisión por alcance,2
M-45_17,2017,M-45,Atropello a personas,1
M-45_17,2018,M-45,Colisión por alcance,1
M-45_17,2019,M-45,Salida de la vía por la izquierda con colisión,1
M-45_17,2020,M-45,Colisión por alcance,2
M-45_17,2021,M-45,Colisión fronto-lateral,1
M-45_17,2022,M-45,Colisión por alcance,2
M-45_17,2023,M-45,Colisión lateral,2
M-45_17,2024,M-45,Colisión por alcance,2
M-45_18,2017,M-45,Salida de la vía por la izquierda con colisión,2
M-45_18,2018,M-45,Colisión por alcance,2
M-45_18,2019,M-45,Colisión por alcance,2
M-45_18,2023,M-45,Colisión por alcance,2
M-45_18,2024,M-45,Colisión por alcance,2
M-45_19,2016,M-45,Colisión lateral,1
M-45_19,2017,M-45,Colisión lateral,1
M-45_19,2018,M-45,Salida de la vía por la derecha con vuelco,1
M-45_19,2022,M-45,Colisión por alcance,1
M-45_19,2024,M-45,Colisión múltiple,1
M-45_2,2016,M-45,Salida de la vía por la izquierda con colisión,3
M-45_2,2018,M-45,Colisión por alcance,1
M-45_2,2019,M-45,Colisión por alcance,2
M-45_2,2020,M-45,Salida de la vía por la izquierda con vuelco,1
M-45_2,2021,M-45,Salida de la vía por la izquierda con colisión,1
M-45_2,2022,M-45,Colisión por alcance,3
M-45_2,2023,M-45,Colisión por alcance,4
M-45_2,2024,M-45,Caída,1
M-45_20,2016,M-45,Salida de la vía por la izquierda con colisión,2
M-45_20,2017,M-45,Colisión fronto-lateral,1
M-45_20,2018,M-45,"Salida de la vía por la izquierda, otro tipo",1
M-45_20,2020,M-45,Salida de la vía por la izquierda con vuelco,1
M-45_20,2022,M-45,Salida de la vía por la izquierda con colisión,1
M-45_20,2023,M-45,Colisión por alcance,2
M-45_21,2016,M-45,Salida de la vía por la izquierda con colisión,1
M-45_21,2017,M-45,Colisión múltiple,1
M-45_21,2018,M-45,Colisión múltiple,1
M-45_21,2019,M-45,Colisión por alcance,2
M-45_21,2020,M-45,Colisión fronto-lateral,1
M-45_21,2021,M-45,Colisión por alcance,1
M-45_21,2022,M-45,Colisión por alcance,1
M-45_21,2023,M-45,Colisión por alcance,2
M-45_21,2024,M-45,Colisión lateral,1
M-45_22,2016,M-45,Colisión por alcance,1
M-45_22,2019,M-45,Salida de la vía por la derecha con colisión,2
M-45_22,2022,M-45,Salida de la vía por la derecha otro tipo,1
M-45_22,2023,M-45,Colisión por alcance,1
M-45_22,2024,M-45,Colisión por alcance,1
M-45_23,2018,M-45,Salida de la vía por la izquierda con vuelco,1
M-45_23,2019,M-45,"Salida de la vía por la izquierda, otro tipo",1
M-45_23,2021,M-45,Salida de la vía por la derecha con colisión,1
M-45_23,2023,M-45,Caída,1
M-45_23,2024,M-45,Colisión fronto-lateral,1
M-45_24,2016,M-45,Colisión por alcance,2
M-45_24,2017,M-45,Salida de la vía por la izquierda con colisión,1
M-45_24,2019,M-45,Colisión fronto-lateral,1
M-45_24,2020,M-45,Colisión por alcance,1
M-45_24,2021,M-45,Colisión fronto-lateral,1
M-45_24,2023,M-45,Colisión lateral,1
M-45_24,2024,M-45,Colisión por alcance,1
M-45_25,2017,M-45,Atropello a personas,1
M-45_25,2018,M-45,Colisión por alcance,1
M-45_25,2019,M-45,Colisión fronto-lateral,1
M-45_25,2020,M-45,Colisión lateral,1
M-45_25,2021,M-45,Colisión por alcance,3
M-45_25,2023,M-45,Colisión por alcance,2
M-45_26,2017,M-45,Salida de la vía por la derecha con vuelco,1
M-45_26,2018,M-45,Colisión por alcance,1
M-45_26,2019,M-45,Salida de la vía por la izquierda con colisión,1
M-45_26,2023,M-45,Caída,1
M-45_27,2017,M-45,Colisión contra obstáculo o elemento de la vía,1
M-45_27,2018,M-45,Colisión múltiple,1
M-45_27,2019,M-45,Colisión por alcance,2
M-45_27,2020,M-45,Colisión por alcance,2
M-45_27,2022,M-45,Colisión por alcance,2
M-45_27,2024,M-45,Vuelco,1
M-45_28,2016,M-45,Colisión por alcance,1
M-45_28,2018,M-45,Colisión fronto-lateral,1
M-45_28,2021,M-45,Atropello a personas,1
M-45_28,2022,M-45,Vuelco,1
M-45_28,2023,M-45,Colisión lateral,1
M-45_28,2024,M-45,Colisión por alcance,1
M-45_29,2016,M-45,Caída,1
M-45_29,2017,M-45,Colisión lateral,2
M-45_29,2018,M-45,Colisión por alcance,1
M-45_29,2019,M-45,Colisión lateral,1
M-45_29,2020,M-45,Colisión lateral,1
M-45_29,2021,M-45,Colisión por alcance,1
M-45_29,2023,M-45,Colisión contra obstáculo o elemento de la vía,2
M-45_29,2024,M-45,Colisión por alcance,1
M-45_3,2016,M-45,Colisión lateral,1
M-45_3,2017,M-45,Colisión por alcance,1
M-45_3,2018,M-45,Colisión por alcance,3
M-45_3,2019,M-45,Colisión por alcance,1
M-45_3,2021,M-45,Colisión por alcance,3
M-45_3,2022,M-45,Colisión por alcance,3
M-45_3,2023,M-45,Colisión por alcance,2
M-45_3,2024,M-45,Colisión múltiple,2
M-45_30,2016,M-45,Colisión múltiple,1
M-45_30,2017,M-45,Caída,1
M-45_30,2018,M-45,Colisión lateral,1
M-45_30,2019,M-45,Colisión por alcance,2
M-45_30,2020,M-45,Colisión lateral,1
M-45_30,2022,M-45,Colisión lateral,2
M-45_30,2023,M-45,Colisión lateral,1
M-45_30,2024,M-45,Salida de la vía por la derecha con colisión,1
M-45_31,2016,M-45,Colisión lateral,1
M-45_31,2017,M-45,Salida de la vía por la derecha con colisión,1
M-45_31,2018,M-45,Colisión múltiple,1
M-45_31,2019,M-45,Colisión múltiple,3
M-45_31,2020,M-45,Salida de la vía por la izquierda con vuelco,1
M-45_31,2021,M-45,Caída,1
M-45_31,2024,M-45,Colisión por alcance,2
M-45_32,2016,M-45,Atropello a personas,1
M-45_32,2017,M-45,Colisión múltiple,1
M-45_32,2018,M-45,Colisión múltiple,1
M-45_32,2019,M-45,Colisión por alcance,1
M-45_32,2020,M-45,Caída,1
M-45_32,2021,M-45,Colisión por alcance,1
M-45_32,2022,M-45,Colisión por alcance,2
M-45_32,2023,M-45,Colisión por alcance,1
M-45_32,2024,M-45,Colisión múltiple,1
M-45_33,2016,M-45,Salida de la vía por la izquierda con vuelco,1
M-45_33,2018,M-45,Salida de la vía por la derecha con vuelco,1
M-45_33,2019,M-45,Colisión por alcance,1
M-45_33,2021,M-45,Salida de la vía por la derecha con colisión,1
M-45_33,2024,M-45,Salida de la vía por la derecha otro tipo,1
M-45_34,2016,M-45,Salida de la vía por la izquierda con colisión,1
M-45_34,2018,M-45,Colisión por alcance,1
M-45_34,2019,M-45,Colisión fronto-lateral,1
M-45_34,2021,M-45,Colisión por alcance,1
M-45_39,2021,M-45,Colisión múltiple,1
M-45_4,2016,M-45,Salida de la vía por la izquierda con colisión,1
M-45_4,2017,M-45,"Salida de la vía por la izquierda, otro tipo",1
M-45_4,2019,M-45,Colisión por alcance,2
M-45_4,2020,M-45,Atropello a personas,1
M-45_4,2021,M-45,Colisión por alcance,1
M-45_4,2022,M-45,Colisión múltiple,1
M-45_4,2023,M-45,Colisión fronto-lateral,1
M-45_5,2017,M-45,Salida de la vía por la izquierda con vuelco,2
M-45_5,2018,M-45,Colisión por alcance,1
M-45_5,2019,M-45,Otro tipo de accidente,1
M-45_5,2022,M-45,Salida de la vía por la derecha otro tipo,1
M-45_5,2023,M-45,Colisión por alcance,3
M-45_5,2024,M-45,Colisión por alcance,4
M-45_6,2016,M-45,Colisión fronto-lateral,1
M-45_6,2017,M-45,Colisión lateral,1
M-45_6,2019,M-45,Colisión por alcance,2
M-45_6,2020,M-45,Colisión lateral,1
M-45_6,2021,M-45,Colisión fronto-lateral,1
M-45_6,2022,M-45,Colisión por alcance,6
M-45_6,2023,M-45,Colisión por alcance,3
M-45_6,2024,M-45,Colisión fronto-lateral,2
M-45_7,2016,M-45,Colisión por alcance,4
M-45_7,2017,M-45,Colisión por alcance,3
M-45_7,2018,M-45,Colisión por alcance,3
M-45_7,2019,M-45,Colisión por alcance,3
M-45_7,2020,M-45,Colisión fronto-lateral,2
M-45_7,2021,M-45,Colisión lateral,2
M-45_7,2022,M-45,Colisión por alcance,2
M-45_7,2023,M-45,Colisión por alcance,3
M-45_7,2024,M-45,Colisión por alcance,5
M-45_8,2016,M-45,Caída,1
M-45_8,2017,M-45,Colisión por alcance,2
M-45_8,2018,M-45,Colisión por alcance,1
M-45_8,2019,M-45,Colisión por alcance,2
M-45_8,2020,M-45,Colisión por alcance,2
M-45_8,2021,M-45,Colisión por alcance,1
M-45_8,2022,M-45,Colisión lateral,1
M-45_8,2023,M-45,Colisión lateral,1
M-45_8,2024,M-45,Colisión múltiple,3
M-45_9,2017,M-45,Colisión por alcance,1
M-45_9,2018,M-45,Salida de la vía por la izquierda con colisión,1
M-45_9,2019,M-45,Colisión lateral,1
M-45_9,2020,M-45,Salida de la vía por la izquierda con colisión,2
M-45_9,2021,M-45,Colisión lateral,1
M-45_9,2022,M-45,Colisión por alcance,1
M-45_9,2024,M-45,Colisión frontal,1
M-500_0,2016,M-500,Colisión por alcance,2
M-500_0,2017,M-500,Colisión por alcance,2
M-500_0,2018,M-500,"Salida de la vía por la izquierda, otro tipo",1
M-500_0,2019,M-500,Caída,1
M-500_0,2020,M-500,Colisión fronto-lateral,1
M-500_0,2021,M-500,Salida de la vía por la derecha con colisión,1
M-500_0,2022,M-500,Colisión por alcance,2
M-500_0,2023,M-500,Colisión por alcance,1
M-500_0,2024,M-500,Salida de la vía por la derecha con colisión,1
M-500_1,2016,M-500,Colisión por alcance,2
M-500_1,2017,M-500,Salida de la vía por la izquierda con colisión,2
M-500_1,2018,M-500,Salida de la vía por la derecha con colisión,1
M-500_1,2020,M-500,Salida de la vía por la izquierda con colisión,1
M-500_1,2021,M-500,Salida de la vía por la derecha con colisión,1
M-500_1,2022,M-500,Caída,1
M-500_1,2023,M-500,Salida de la vía por la izquierda con colisión,1
M-500_2,2016,M-500,Colisión por alcance,2
M-500_2,2017,M-500,Colisión por alcance,1
M-500_2,2018,M-500,Colisión por alcance,2
M-500_2,2019,M-500,"Salida de la vía por la izquierda, otro tipo",1
M-500_2,2021,M-500,Colisión por alcance,2
M-500_2,2022,M-500,Colisión fronto-lateral,1
M-500_2,2023,M-500,Salida de la vía por la derecha con colisión,1
M-500_2,2024,M-500,Colisión por alcance,1
M-501A_0,2016,M-501A,Colisión fronto-lateral,1
M-501A_18,2019,M-501A,Atropello a personas,1
M-501A_3,2016,M-501A,Salida de la vía por la derecha con colisión,1
M-501A_41,2019,M-501A,Salida de la vía por la derecha con colisión,1
M-501A_43,2020,M-501A,Colisión fronto-lateral,1
M-501A_9,2016,M-501A,Colisión contra obstáculo o elemento de la vía,1
M-501_0,2016,M-501,Colisión múltiple,2
M-501_0,2017,M-501,Colisión por alcance,3
M-501_0,2018,M-501,Colisión por alcance,1
M-501_0,2019,M-501,Caída,1
M-501_0,2020,M-501,Atropello a personas,1
M-501_0,2021,M-501,Colisión por alcance,2
M-501_0,2022,M-501,Colisión por alcance,1
M-501_0,2023,M-501,Colisión por alcance,2
M-501_0,2024,M-501,Colisión fronto-lateral,1
M-501_1,2016,M-501,Atropello a personas,1
M-501_1,2018,M-501,Salida de la vía por la derecha con vuelco,2
M-501_1,2019,M-501,Colisión contra obstáculo o elemento de la vía,1
M-501_1,2020,M-501,Salida de la vía por la derecha con colisión,1
M-501_1,2021,M-501,Colisión por alcance,1
M-501_1,2022,M-501,Colisión por alcance,1
M-501_1,2024,M-501,Colisión múltiple,1
M-501_10,2016,M-501,Colisión contra obstáculo o elemento de la vía,1
M-501_10,2018,M-501,Salida de la vía por la izquierda con colisión,1
M-501_10,2022,M-501,Colisión por alcance,1
M-501_10,2023,M-501,Salida de la vía por la izquierda con colisión,1
M-501_10,2024,M-501,Caída,1
M-501_11,2016,M-501,Salida de la vía por la izquierda con colisión,1
M-501_11,2017,M-501,Colisión múltiple,1
M-501_11,2018,M-501,Colisión por alcance,1
M-501_11,2019,M-501,Salida de la vía por la derecha otro tipo,1
M-501_11,2020,M-501,Colisión lateral,1
M-501_11,2021,M-501,Colisión por alcance,2
M-501_11,2024,M-501,Salida de la vía por la izquierda con colisión,2
M-501_12,2017,M-501,Caída,1
M-501_12,2018,M-501,Atropello a animales,1
M-501_12,2019,M-501,Colisión por alcance,1
M-501_12,2021,M-501,Salida de la vía por la derecha con colisión,1
M-501_12,2023,M-501,Colisión múltiple,1
M-501_12,2024,M-501,Atropello a animales,1
M-501_13,2018,M-501,Colisión por alcance,1
M-501_13,2019,M-501,Caída,1
M-501_13,2020,M-501,Colisión por alcance,1
M-501_13,2021,M-501,Colisión múltiple,1
M-501_13,2023,M-501,Colisión múltiple,1
M-501_13,2024,M-501,Colisión por alcance,1
M-501_14,2016,M-501,Colisión contra obstáculo o elemento de la vía,1
M-501_14,2018,M-501,Colisión múltiple,1
M-501_14,2020,M-501,Salida de la vía por la derecha con colisión,1
M-501_14,2022,M-501,Salida de la vía por la derecha con colisión,2
M-501_14,2023,M-501,Colisión lateral,1
M-501_14,2024,M-501,Salida de la vía por la izquierda con colisión,1
M-501_15,2016,M-501,Caída,1
M-501_15,2017,M-501,Colisión por alcance,1
M-501_15,2018,M-501,Colisión por alcance,1
M-501_15,2022,M-501,Salida de la vía por la derecha con colisión,2
M-501_15,2023,M-501,Colisión por alcance,1
M-501_16,2016,M-501,Colisión frontal,1
M-501_16,2019,M-501,Colisión contra obstáculo o elemento de la vía,1
M-501_16,2022,M-501,Colisión fronto-lateral,1
M-501_16,2023,M-501,Colisión por alcance,2
M-501_16,2024,M-501,Salida de la vía por la derecha con vuelco,1
M-501_17,2016,M-501,Colisión fronto-lateral,1
M-501_17,2017,M-501,Colisión fronto-lateral,1
M-501_17,2019,M-501,Colisión fronto-lateral,1
M-501_17,2020,M-501,Colisión fronto-lateral,1
M-501_17,2021,M-501,Colisión por alcance,2
M-501_17,2023,M-501,Colisión fronto-lateral,1
M-501_17,2024,M-501,Salida de la vía por la izquierda con colisión,1
M-501_18,2019,M-501,Colisión por alcance,1
M-501_19,2022,M-501,Colisión lateral,1
M-501_19,2024,M-501,Colisión lateral,1
M-501_2,2016,M-501,Colisión por alcance,5
M-501_2,2017,M-501,Colisión múltiple,1
M-501_2,2018,M-501,Colisión por alcance,1
M-501_2,2019,M-501,Colisión múltiple,2
M-501_2,2020,M-501,Colisión por alcance,2
M-501_2,2022,M-501,Colisión múltiple,1
M-501_2,2023,M-501,Colisión por alcance,1
M-501_2,2024,M-501,Colisión por alcance,1
M-501_20,2024,M-501,Salida de la vía por la derecha con vuelco,1
M-501_21,2018,M-501,Salida de la vía por la derecha con vuelco,1
M-501_21,2019,M-501,Salida de la vía por la derecha con colisión,1
M-501_22,2021,M-501,Colisión múltiple,1
M-501_22,2022,M-501,Salida de la vía por la izquierda con colisión,1
M-501_22,2023,M-501,Atropello a animales,1
M-501_22,2024,M-501,Salida de la vía por la derecha con colisión,1
M-501_23,2022,M-501,Atropello a animales,1
M-501_23,2023,M-501,Colisión por alcance,2
M-501_24,2018,M-501,Colisión múltiple,1
M-501_25,2016,M-501,Caída,1
M-501_25,2017,M-501,Colisión lateral,1
M-501_25,2020,M-501,Otro tipo de accidente,1
M-501_26,2019,M-501,Colisión por alcance,1
M-501_26,2020,M-501,Salida de la vía por la izquierda con colisión,1
M-501_26,2021,M-501,Salida de la vía por la derecha otro tipo,1
M-501_26,2022,M-501,Colisión lateral,1
M-501_26,2024,M-501,Salida de la vía por la izquierda con vuelco,1
M-501_27,2018,M-501,"Salida de la vía por la izquierda, otro tipo",1
M-501_27,2022,M-501,Atropello a personas,1
M-501_27,2023,M-501,Colisión por alcance,1
M-501_27,2024,M-501,Colisión por alcance,1
M-501_28,2016,M-501,Salida de la vía por la derecha con colisión,2
M-501_28,2017,M-501,Colisión por alcance,1
M-501_28,2018,M-501,Colisión por alcance,1
M-501_28,2023,M-501,Colisión por alcance,2
M-501_28,2024,M-501,Colisión por alcance,1
M-501_29,2017,M-501,Colisión fronto-lateral,1
M-501_29,2019,M-501,Otro tipo de accidente,1
M-501_29,2020,M-501,Colisión por alcance,1
M-501_3,2016,M-501,Colisión por alcance,2
M-501_3,2017,M-501,Colisión por alcance,3
M-501_3,2018,M-501,Colisión múltiple,2
M-501_3,2019,M-501,Colisión por alcance,1
M-501_3,2020,M-501,Colisión múltiple,1
M-501_3,2021,M-501,Colisión por alcance,1
M-501_3,2022,M-501,Colisión por alcance,4
M-501_3,2023,M-501,Colisión por alcance,2
M-501_3,2024,M-501,Colisión por alcance,4
M-501_30,2022,M-501,Salida de la vía por la izquierda con colisión,1
M-501_31,2019,M-501,Salida de la vía por la derecha con colisión,1
M-501_31,2023,M-501,Colisión contra obstáculo o elemento de la vía,1
M-501_32,2017,M-501,Colisión por alcance,1
M-501_32,2018,M-501,Colisión por alcance,2
M-501_32,2019,M-501,Colisión por alcance,1
M-501_32,2022,M-501,Salida de la vía por la izquierda con colisión,1
M-501_33,2016,M-501,Salida de la vía por la izquierda con vuelco,1
M-501_33,2023,M-501,Colisión contra obstáculo o elemento de la vía,1
M-501_34,2017,M-501,Colisión por alcance,1
M-501_34,2018,M-501,Colisión lateral,1
M-501_34,2022,M-501,Colisión múltiple,1
M-501_35,2017,M-501,Salida de la vía por la derecha con colisión,1
M-501_35,2018,M-501,Salida de la vía por la derecha con colisión,1
M-501_35,2023,M-501,Atropello a animales,1
M-501_35,2024,M-501,Colisión por alcance,1
M-501_36,2021,M-501,Colisión lateral,1
M-501_36,2024,M-501,Salida de la vía por la izquierda con colisión,1
M-501_37,2016,M-501,Colisión fronto-lateral,1
M-501_37,2017,M-501,Salida de la vía por la derecha con colisión,1
M-501_37,2019,M-501,Colisión fronto-lateral,1
M-501_37,2023,M-501,Atropello a personas,1
M-501_37,2024,M-501,Salida de la vía por la derecha otro tipo,1
M-501_38,2016,M-501,Caída,1
M-501_38,2018,M-501,Colisión fronto-lateral,1
M-501_38,2019,M-501,Colisión por alcance,1
M-501_38,2020,M-501,Colisión múltiple,1
M-501_38,2022,M-501,Colisión frontal,1
M-501_39,2020,M-501,Colisión por alcance,1
M-501_39,2021,M-501,Colisión por alcance,2
M-501_39,2022,M-501,Colisión por alcance,1
M-501_39,2024,M-501,Salida de la vía por la izquierda con colisión,1
M-501_4,2016,M-501,Colisión por alcance,1
M-501_4,2017,M-501,Salida de la vía por la izquierda con colisión,1
M-501_4,2018,M-501,Salida de la vía por la izquierda con colisión,1
M-501_4,2019,M-501,Colisión por alcance,2
M-501_4,2022,M-501,Colisión por alcance,2
M-501_4,2024,M-501,Caída,1
M-501_40,2017,M-501,Colisión lateral,1
M-501_40,2018,M-501,"Salida de la vía por la izquierda, otro tipo",1
M-501_40,2019,M-501,Colisión fronto-lateral,2
M-501_40,2022,M-501,Salida de la vía por la izquierda con vuelco,1
M-501_41,2016,M-501,Colisión por alcance,3
M-501_41,2018,M-501,Caída,1
M-501_41,2019,M-501,Colisión fronto-lateral,2
M-501_42,2016,M-501,Salida de la vía por la izquierda con vuelco,1
M-501_42,2020,M-501,Salida de la vía por la izquierda con colisión,1
M-501_42,2021,M-501,Colisión múltiple,2
M-501_43,2016,M-501,Colisión por alcance,2
M-501_43,2017,M-501,Colisión fronto-lateral,1
M-501_43,2018,M-501,Salida de la vía por la derecha otro tipo,1
M-501_43,2019,M-501,Colisión fronto-lateral,2
M-501_43,2020,M-501,Colisión frontal,1
M-501_43,2021,M-501,Colisión fronto-lateral,2
M-501_43,2022,M-501,Colisión frontal,1
M-501_43,2023,M-501,Colisión por alcance,2
M-501_43,2024,M-501,Colisión fronto-lateral,1
M-501_44,2016,M-501,Colisión frontal,2
M-501_44,2017,M-501,Colisión fronto-lateral,1
M-501_44,2018,M-501,Colisión frontal,1
M-501_44,2019,M-501,Colisión fronto-lateral,2
M-501_44,2021,M-501,Colisión fronto-lateral,1
M-501_44,2022,M-501,Salida de la vía por la izquierda con colisión,1
M-501_44,2023,M-501,Colisión fronto-lateral,1
M-501_44,2024,M-501,Colisión frontal,1
M-501_45,2016,M-501,Colisión lateral,1
M-501_45,2018,M-501,Salida de la vía por la derecha con vuelco,1
M-501_45,2019,M-501,Salida de la vía por la derecha con despeñamiento,1
M-501_45,2021,M-501,Salida de la vía por la izquierda con colisión,1
M-501_45,2023,M-501,Salida de la vía por la izquierda con vuelco,1
M-501_46,2016,M-501,Caída,1
M-501_46,2017,M-501,Colisión lateral,1
M-501_46,2018,M-501,Colisión fronto-lateral,1
M-501_46,2019,M-501,Colisión fronto-lateral,1
M-501_46,2020,M-501,Colisión frontal,1
M-501_46,2021,M-501,Caída,1
